diss,axisTau,time,cycle,leaf_count,minimum_chi,minimum_conformal_spd_pivot,minimum_conformal_determinant,minimum_physical_determinant,chi_psi_power
0.02,2.9291269392151738,4.754814605136355,787,44,0.35235950350761414,0.7704346813986902,0.9999998630529272,1.9773678063224418,-4.0
0.02,3.0811275508992315,5.002049787025863,824,44,0.353792667388916,0.7734623258624538,0.9999998593878329,1.977422936589585,-4.0
0.02,3.2363820535142773,5.255178023057801,862,44,0.35514965653419495,0.7756206317606029,0.9999998570313117,1.977483833966682,-4.0
0.02,3.3865588598458802,5.500929430262389,899,44,0.3564401865005493,0.778064092870963,0.9999998580368806,1.9775465954755203,-4.0
0.02,3.539535586858312,5.752586739465556,937,44,0.35751619935035706,0.7794134432543132,0.9999998574947315,1.9776164828538547,-4.0
0.02,3.6910196339551473,6.00354310250453,975,44,0.35857149958610535,0.7810615424665457,0.9999998614959333,1.9776902443287105,-4.0
0.02,3.8408139949451896,6.2537800650126805,1013,44,0.3595100939273834,0.7817139488183642,0.9999998569068164,1.9777686494913485,-4.0
0.02,3.986939311468817,6.5,1051,44,0.3603005111217499,0.7825354651865126,0.9999998610054202,1.9778509565691753,-4.0
0.05,0.0,0.0,0,32,0.3317209780216217,0.19738458469774756,0.9999998618315257,1.9769680708678297,-4.0
0.05,0.15544558267492425,0.2523972997566433,93,50,0.33599236607551575,0.22638514264265996,0.999999873049679,1.976968632381844,-4.0
0.05,0.3104069767462327,0.5040083690674241,151,44,0.344062477350235,0.2859508694593984,0.9999998594205994,1.9769698455751172,-4.0
0.05,0.46288561198779665,0.7515878864765001,196,44,0.33958715200424194,0.35252761776488484,0.9999998605264616,1.9769727433011868,-4.0
0.05,0.617087547246452,1.00196462378649,238,44,0.3272337317466736,0.4363209705675004,0.9999998582017202,1.9769767086963839,-4.0
0.05,0.7735333621509705,1.2559826463308477,278,44,0.3222666382789612,0.5323261598099549,0.9999998566984382,1.9769825942655535,-4.0
0.05,0.9250601262858507,1.5020099011546935,315,44,0.32136017084121704,0.6074634455481345,0.9999998593091428,1.976990580336548,-4.0
0.05,1.081952733562229,1.756742750083472,352,44,0.32295873761177063,0.6609680978842007,0.999999854929867,1.9770009025438273,-4.0
0.05,1.2343291572285904,2.004133024344186,387,44,0.325857013463974,0.6943773645677496,0.9999998622754718,1.9770133252101845,-4.0
0.05,1.3875093519656987,2.2528141345160866,422,44,0.3291211426258087,0.715411041127485,0.9999998608713235,1.977027848281581,-4.0
0.05,1.539935759618639,2.500252815432,457,44,0.33237653970718384,0.7284202521484175,0.9999998611151094,1.9770457126410468,-4.0
0.05,1.6954172569727042,2.7526266938964365,493,44,0.3355085551738739,0.737395546401558,0.9999998578849528,1.9770666825364875,-4.0
0.05,1.8496363382389565,3.0029228142532425,529,44,0.3382638096809387,0.7437822978521353,0.9999998628259297,1.9770905222927844,-4.0
0.05,2.0027084550926633,3.2513265386933035,565,44,0.3407411277294159,0.7485103877282171,0.9999998566327089,1.9771172595249586,-4.0
0.05,2.159020102509789,3.5049564546594665,602,44,0.34307020902633667,0.7532439094238654,0.9999998608097331,1.9771480797297618,-4.0
0.05,2.3102536930878634,3.750323847648633,638,44,0.3451713025569916,0.7568275932841999,0.9999998595792692,1.9771814715637597,-4.0
0.05,2.4649309046779764,4.001271756643003,675,44,0.34720686078071594,0.7608442218576386,0.9999998584044965,1.9772187381762214,-4.0
0.05,2.618935656780061,4.25115461047827,712,44,0.3490033745765686,0.7640915344554173,0.9999998554159099,1.9772601153841145,-4.0
0.05,2.772291583192239,4.500067670974702,749,44,0.35068950057029724,0.7676063981315266,0.9999998527489762,1.9773043620401485,-4.0
0.05,2.9291275448801692,4.754815611852692,787,44,0.35235995054244995,0.7704338830002087,0.9999998565938634,1.9773541679309556,-4.0
0.05,3.0811281550060503,5.002050866482306,824,44,0.3537931740283966,0.7734615061046668,0.9999998593354504,1.9774060737176615,-4.0
0.05,3.2363825855384167,5.25517918774387,862,44,0.3551502227783203,0.7756197095979189,0.999999855500223,1.9774633026824715,-4.0
0.05,3.386559149968309,5.500930670469635,899,44,0.35644081234931946,0.7780631578202701,0.9999998598904748,1.9775224232690052,-4.0
0.05,3.539535272476728,5.7525880568831,937,44,0.357516884803772,0.779412049018859,0.9999998470293633,1.9775870746805693,-4.0
0.05,3.6910180245732045,6.003544494626971,975,44,0.3585722744464874,0.7810596374748826,0.9999998599663416,1.977655745384836,-4.0
0.05,3.8408099044943174,6.253781522790862,1013,44,0.3595108985900879,0.7817121790032218,0.9999998604976814,1.9777278181819005,-4.0
0.05,3.986930160418594,6.5,1051,44,0.3603014349937439,0.7825329599019142,0.9999998546201643,1.9778029047365504,-4.0
0.10,0.0,0.0,0,32,0.3317209780216217,0.19738458469774756,0.9999998618315257,1.9769680708678297,-4.0
0.10,0.1554455952880053,0.25239732023575734,93,50,0.33599233627319336,0.22638518525499585,0.9999998552638049,1.9769686323818436,-4.0
0.10,0.31040700716722963,0.5040084184597967,151,44,0.344062477350235,0.2859514747181464,0.9999998652730219,1.976969845575085,-4.0
0.10,0.46288566055720726,0.7515879653345714,196,44,0.3395872116088867,0.3525266985256934,0.9999998642947294,1.9769727433010487,-4.0
0.10,0.6170876091621139,1.001964724312734,238,44,0.3272337317466736,0.43632064822852357,0.999999858201713,1.9769769443695147,-4.0
0.10,0.773533475934368,1.2559828310715746,278,44,0.32226666808128357,0.5323262558455042,0.9999998629602229,1.9769825942647885,-4.0
0.10,0.9250603080436015,1.502010196261165,315,44,0.3213602900505066,0.607464380853127,0.9999998589579049,1.9769901366509723,-4.0
0.10,1.0819529990097956,1.7567431810693264,352,44,0.3229588270187378,0.6609679239939297,0.999999854929851,1.9770003410190233,-4.0
0.10,1.234329487246461,2.0041335601467467,387,44,0.3258571922779083,0.6943769798999426,0.9999998576549819,1.977012319990927,-4.0
0.10,1.3875096997924887,2.2528146991572955,422,44,0.3291213810443878,0.7154103969934766,0.9999998638237637,1.9770271965746649,-4.0
0.10,1.539936155404077,2.500253457715406,457,44,0.3323768079280853,0.7284194214396607,0.9999998621682865,1.9770442637154604,-4.0
0.10,1.6954177126682424,2.7526274328862836,493,44,0.33550888299942017,0.7373945907852821,0.9999998582246005,1.977064346199058,-4.0
0.10,1.8496368505898182,3.0029236441181664,529,44,0.3382641673088074,0.7437814932879547,0.999999862825559,1.977087416370752,-4.0
0.10,2.0027090346311045,3.251327475824071,565,44,0.3407415449619293,0.7485093351877623,0.9999998628869822,1.9771133840020239,-4.0
0.10,2.159020759884992,3.504957515523857,602,44,0.3430706858634949,0.753243138237849,0.9999998580782663,1.977142990854827,-4.0
0.10,2.310254424721048,3.750325025844545,638,44,0.34517180919647217,0.7568264192143914,0.9999998607092836,1.9771746979429057,-4.0
0.10,2.464931723388596,4.0012730729041035,675,44,0.3472074270248413,0.7608434107056539,0.9999998594981054,1.977210307399037,-4.0
0.10,2.6189365612570557,4.25115606561173,712,44,0.34900403022766113,0.7640903351324368,0.9999998579335236,1.9772494657949378,-4.0
0.10,2.7722925656117368,4.500069262753969,749,44,0.35069018602371216,0.7676054710928355,0.9999998612190205,1.9772913757244104,-4.0
0.10,2.929128597751108,4.7548173599349735,787,44,0.35236069560050964,0.7704324945885901,0.9999998556857931,1.9773380750838743,-4.0
0.10,3.0811292137292066,5.002052743852435,824,44,0.35379400849342346,0.7734604000836214,0.9999998586212338,1.9773871099577414,-4.0
0.10,3.2363835386809936,5.255181215132532,862,44,0.35515111684799194,0.7756179355078103,0.9999998612830022,1.9774403445723654,-4.0
0.10,3.386559729008148,5.5009328316899495,899,44,0.35644179582595825,0.7780617350338304,0.9999998610593105,1.9774955608589202,-4.0
0.10,3.539534908662691,5.752590354891598,937,44,0.3575179874897003,0.7794097612215012,0.9999998577022233,1.9775555656077006,-4.0
0.10,3.6910156445883966,6.003546925151914,975,44,0.3585734963417053,0.7810566515613573,0.9999998587814828,1.9776186741357122,-4.0
0.10,3.8408036821349723,6.253784071551201,1013,44,0.35951220989227295,0.7817092551635483,0.9999998565825887,1.9776849763730537,-4.0
0.10,3.9869159641820273,6.5,1051,44,0.3603029251098633,0.7825288243197335,0.9999998606518138,1.977753966052735,-4.0
0.20,0.0,0.0,0,32,0.3317209780216217,0.19738458469774756,0.9999998618315257,1.9769680708678297,-4.0
0.20,0.15544562114988003,0.2523973622263415,93,50,0.33599233627319336,0.2263852562275659,0.9999998619547773,1.9769686323818436,-4.0
0.20,0.3104070633858585,0.5040085097384398,151,44,0.344062477350235,0.2859525262343787,0.9999998618819288,1.9769698455750229,-4.0
0.20,0.4628857474447393,0.7515881064077728,196,44,0.3395872712135315,0.3525254951636754,0.9999998642947541,1.9769726254637896,-4.0
0.20,0.6170877328462286,1.0019649251291018,238,44,0.3272336721420288,0.4363194994893327,0.9999998582017022,1.9769765006884945,-4.0
0.20,0.7735337006062516,1.2559831958546266,278,44,0.32226672768592834,0.5323271388677426,0.9999998629601602,1.976982594263186,-4.0
0.20,0.9250606673144529,1.5020107795771485,315,44,0.32136043906211853,0.6074659391435802,0.9999998589564038,1.976989810802798,-4.0
0.20,1.0819535232556583,1.7567440322155823,352,44,0.3229590356349945,0.6609676732134133,0.9999998549298108,1.9769993358048281,-4.0
0.20,1.2343301383515781,2.004134617163858,387,44,0.3258574903011322,0.6943761641821595,0.9999998604982997,1.9770114326096104,-4.0
0.20,1.3875103873268206,2.252815815073,422,44,0.32912182807922363,0.7154090993263722,0.9999998594542139,1.9770254218029577,-4.0
0.20,1.5399369477406464,2.5002547432369546,457,44,0.3323773145675659,0.7284176691749522,0.9999998608461891,1.9770417193720689,-4.0
0.20,1.6954186333518992,2.752628925681057,493,44,0.3355094790458679,0.7373925313604985,0.9999998582205859,1.977061122455343,-4.0
0.20,1.8496378950308099,3.002925335888242,529,44,0.3382648825645447,0.7437798841607446,0.9999998627582016,1.9770834230326861,-4.0
0.20,2.0027102229030485,3.2513293979460562,565,44,0.3407423496246338,0.7485072301085154,0.9999998586051341,1.97710794164761,-4.0
0.20,2.1590221141239168,3.5049597022795935,602,44,0.3430715799331665,0.7532414863401868,0.9999998569329068,1.9771358914188106,-4.0
0.20,2.31025593800769,3.7503274647149616,638,44,0.34517279267311096,0.7568242822110278,0.9999998597443857,1.977166059210041,-4.0
0.20,2.464933420943749,4.0012758046704135,675,44,0.3472084701061249,0.7608417473460136,0.9999998572566977,1.9771998936472595,-4.0
0.20,2.6189384410169976,4.251159092509074,712,44,0.34900522232055664,0.7640880444968374,0.999999858570807,1.9772362716136216,-4.0
0.20,2.7722946123786074,4.500072579909366,749,44,0.3506914973258972,0.7676036644209816,0.9999998624237433,1.97727619834407,-4.0
0.20,2.9291307985707364,4.7548210065413175,787,44,0.35236212611198425,0.7704297653726826,0.9999998619976227,1.9773193197516652,-4.0
0.20,3.0811314446827267,5.002056665483191,824,44,0.35379558801651,0.7734581565878074,0.9999998576208388,1.9773646863067973,-4.0
0.20,3.2363855920851545,5.255185452190958,862,44,0.35515284538269043,0.7756145717527829,0.9999998565404511,1.9774144881852513,-4.0
0.20,3.3865611055955434,5.500937351095786,899,44,0.35644370317459106,0.778058780525491,0.9999998629329641,1.9774655018146807,-4.0
0.20,3.5395345654890127,5.752595161809269,937,44,0.35752007365226746,0.7794055106887967,0.9999998641975252,1.9775212761438197,-4.0
0.20,3.6910116417678718,6.003552009896725,975,44,0.35857585072517395,0.7810506372042951,0.9999998615576938,1.977579737787828,-4.0
0.20,3.8407927649085707,6.253789405547212,1013,44,0.3595147132873535,0.7817037153391695,0.9999998567069704,1.977641392967425,-4.0
0.20,3.986890356854062,6.5,1051,44,0.3603057563304901,0.7825209844361325,0.999999860648045,1.9777048200019671,-4.0
0.50,0.0,0.0,0,32,0.3317209780216217,0.19738458469774756,0.9999998618315257,1.9769680708678297,-4.0
0.50,0.15544570256574072,0.2523974944180667,93,50,0.33599233627319336,0.22638551161371367,0.9999998755251162,1.9769686323818436,-4.0
0.50,0.3104072129185439,0.504008752527374,151,44,0.3440624475479126,0.28595459702267334,0.9999998639262198,1.9769698455748583,-4.0
0.50,0.46288596548543554,0.751588460428703,196,44,0.3395872712135315,0.35252379434272285,0.9999998638855941,1.9769726254629911,-4.0
0.50,0.6170880892955503,1.0019655038765194,238,44,0.32723352313041687,0.43631485058945074,0.9999998582016664,1.976976057006093,-4.0
0.50,0.7735343535108303,1.2559842559374204,278,44,0.32226690649986267,0.5323309137780541,0.9999998606660367,1.9769817068944002,-4.0
0.50,0.9250617166570865,1.502012483314231,315,44,0.3213607966899872,0.6074700763304968,0.9999998589522342,1.9769886877510057,-4.0
0.50,1.0819550566669427,1.756746521823827,352,44,0.3229595720767975,0.6609670138465518,0.9999998549297024,1.9769982404082203,-4.0
0.50,1.2343320414204573,2.004137706671017,387,44,0.32585829496383667,0.6943738042372871,0.999999855309113,1.9770088882914234,-4.0
0.50,1.387512402057586,2.252819085178813,422,44,0.329122930765152,0.7154053086646286,0.9999998602502969,1.9770220802483767,-4.0
0.50,1.5399393056654254,2.5002585689974275,457,44,0.33237868547439575,0.728412686462157,0.9999998529448096,1.9770371645336007,-4.0
0.50,1.6954214096699822,2.752633427636801,493,44,0.33551108837127686,0.7373865677469595,0.9999998585483874,1.977055589980847,-4.0
0.50,1.8496410773324417,3.0029304915441686,529,44,0.3382667899131775,0.7437751211075039,0.9999998573614249,1.9770755541079603,-4.0
0.50,2.0027138715773316,3.2513353019671487,565,44,0.34074458479881287,0.7485011652102642,0.9999998597876748,1.9770986236559696,-4.0
0.50,2.159026295651292,3.50496645796325,602,44,0.34307408332824707,0.7532369044394613,0.9999998566253465,1.9771242368671074,-4.0
0.50,2.3102606303973663,3.7503350327867264,638,44,0.345175564289093,0.7568180127889477,0.9999998637299689,1.9771516242926421,-4.0
0.50,2.4649386992163342,4.001284306503983,675,44,0.34721148014068604,0.7608368236367369,0.9999998615517741,1.9771829139714672,-4.0
0.50,2.6189442988513387,4.251168533262594,712,44,0.3490086495876312,0.764081070698289,0.9999998595200036,1.977216511395299,-4.0
0.50,2.772301006928272,4.500082943707143,749,44,0.35069525241851807,0.7675980710325803,0.9999998635606058,1.977252887807138,-4.0
0.50,2.9291376976603924,4.754832404152687,787,44,0.35236626863479614,0.7704217860966764,0.9999998568218936,1.9772929301783118,-4.0
0.50,3.0811385072895017,5.002068936425009,824,44,0.35380008816719055,0.7734515475098647,0.9999998603301455,1.9773343925935156,-4.0
0.50,3.236392262562195,5.25519869182288,862,44,0.35515785217285156,0.7756048844239345,0.999999860266469,1.9773798740041741,-4.0
0.50,3.3865660923782213,5.50095147621029,899,44,0.35644927620887756,0.7780504724728701,0.9999998526795397,1.977426892979195,-4.0
0.50,3.539535216188606,5.752610182880717,937,44,0.3575260639190674,0.7793931084938563,0.9999998621853255,1.97747802050893,-4.0
0.50,3.691003139764237,6.003567892102165,975,44,0.35858264565467834,0.7810336576089085,0.9999998620374158,1.9775313637730223,-4.0
0.50,3.840767213557498,6.253806062009507,1013,44,0.3595218062400818,0.7816877978110597,0.9999998530180734,1.9775876922010238,-4.0
0.50,3.986826892199771,6.5,1051,44,0.3603138327598572,0.7824987479566659,0.9999998622032805,1.9776453484739065,-4.0
