diss,time,axisTau,region,field,norm2,proper_volume,weighted,magnitude,weighted_rho,weighted_z,magnitude_rho,magnitude_z
0.02,5.002049787025863,3.0811275508992315,R4,M,8.980593950937999e-06,1067.5611433115437,9.051307838337675e-08,0.00045403148698626786,3.875,-0.0625,3.875,0.0
0.02,5.002049787025863,3.0811275508992315,R4,Z,2.2258934700381728e-06,1067.5611433115437,1.5394523935499027e-08,0.00018748447494602608,3.8125,-0.0625,3.8125,0.0
0.02,5.002049787025863,3.0811275508992315,R8,C,0.0003099635011082807,6735.428676054929,1.7638456250782703e-06,0.002791255005945288,5.25,0.0,5.25,0.0
0.02,5.002049787025863,3.0811275508992315,R8,H,0.00013719217304961764,6735.428676054929,3.7331110473165227e-07,0.0020390963181853294,3.875,-0.0625,0.0,-1.3125
0.02,5.002049787025863,3.0811275508992315,R8,M,7.648036220731756e-05,6735.428676054929,2.626474849081965e-07,0.0007278617383444535,6.9375,-1.1875,5.125,0.0
0.02,5.002049787025863,3.0811275508992315,R8,Z,1.7481608331387496e-05,6735.428676054929,4.9326373017778564e-08,0.00033015147790152233,5.1875,-0.0625,5.1875,-0.0625
0.02,5.002049787025863,3.0811275508992315,R12,C,0.0003434746507032548,17388.585366759613,1.7638456250782703e-06,0.002791255005945288,5.25,0.0,5.25,0.0
0.02,5.002049787025863,3.0811275508992315,R12,H,0.00014872609772904476,17388.585366759613,3.7331110473165227e-07,0.0020390963181853294,3.875,-0.0625,0.0,-1.3125
0.02,5.002049787025863,3.0811275508992315,R12,M,8.639663152478836e-05,17388.585366759613,2.626474849081965e-07,0.0007278617383444535,6.9375,-1.1875,5.125,0.0
0.02,5.002049787025863,3.0811275508992315,R12,Z,2.0206532131986498e-05,17388.585366759613,4.9326373017778564e-08,0.00033015147790152233,5.1875,-0.0625,5.1875,-0.0625
0.02,5.002049787025863,3.0811275508992315,full,C,0.0011526577110956403,47593.18267776678,1.7638456250782703e-06,0.002791255005945288,5.25,0.0,5.25,0.0
0.02,5.002049787025863,3.0811275508992315,full,H,0.0002138434009696174,47593.18267776678,3.963911161735838e-07,0.0020390963181853294,15.75,16.0,0.0,-1.3125
0.02,5.002049787025863,3.0811275508992315,full,M,0.00010901454159387714,47593.18267776678,2.626474849081965e-07,0.0007278617383444535,6.9375,-1.1875,5.125,0.0
0.02,5.002049787025863,3.0811275508992315,full,Z,0.00019872085374725924,47593.18267776678,1.7137697219593356e-07,0.00033015147790152233,15.875,-0.125,5.1875,-0.0625
0.02,5.255178023057801,3.2363820535142773,R4,C,5.8450297669389135e-05,1067.2672071663321,5.179991630290716e-07,0.0021637914021977876,3.8125,-0.0625,0.0,0.0
0.02,5.255178023057801,3.2363820535142773,R4,H,3.596985794328533e-05,1067.2672071663321,3.74768397067411e-07,0.0021637596655637026,3.8125,-0.0625,0.0,0.0
0.02,5.255178023057801,3.2363820535142773,R4,M,1.0742532359494764e-05,1067.2672071663321,9.330241635583241e-08,0.000459661776748485,3.8125,-0.0625,3.8125,-0.0625
0.02,5.255178023057801,3.2363820535142773,R4,Z,2.3495714283884853e-06,1067.2672071663321,1.4370903513625153e-08,0.0001829393851790412,3.75,-0.0625,3.75,0.0
0.02,5.255178023057801,3.2363820535142773,R8,C,0.00033534796893677196,6715.07568025169,3.675894574805015e-06,0.004084165236486648,5.25,0.0,5.25,0.0
0.02,5.255178023057801,3.2363820535142773,R8,H,0.0001455028837699174,6715.07568025169,3.74768397067411e-07,0.0021637596655637026,3.8125,-0.0625,0.0,0.0
0.02,5.255178023057801,3.2363820535142773,R8,M,8.133642947626672e-05,6715.07568025169,3.6948753762792476e-07,0.0010586636526201565,5.25,-0.1875,5.125,0.0
0.02,5.255178023057801,3.2363820535142773,R8,Z,1.8014652755581664e-05,6715.07568025169,9.08103422436494e-08,0.0004541230750662309,5.1875,-0.0625,5.1875,-0.0625
0.02,5.255178023057801,3.2363820535142773,R12,C,0.000368729258328779,17367.927194810098,3.675894574805015e-06,0.004084165236486648,5.25,0.0,5.25,0.0
0.02,5.255178023057801,3.2363820535142773,R12,H,0.000155715904173514,17367.927194810098,3.74768397067411e-07,0.0021637596655637026,3.8125,-0.0625,0.0,0.0
0.02,5.255178023057801,3.2363820535142773,R12,M,9.090827456812105e-05,17367.927194810098,3.6948753762792476e-07,0.0010586636526201565,5.25,-0.1875,5.125,0.0
0.02,5.255178023057801,3.2363820535142773,R12,Z,2.107760178584603e-05,17367.927194810098,9.08103422436494e-08,0.0004541230750662309,5.1875,-0.0625,5.1875,-0.0625
0.02,5.255178023057801,3.2363820535142773,full,C,0.0013311488859872578,47573.265713140485,3.675894574805015e-06,0.004084165236486648,5.25,0.0,5.25,0.0
0.02,5.255178023057801,3.2363820535142773,full,H,0.00022924418784532177,47573.265713140485,4.7104849256098104e-07,0.0021637596655637026,15.75,16.0,0.0,0.0
0.02,5.255178023057801,3.2363820535142773,full,M,0.0001161815650463327,47573.265713140485,3.6948753762792476e-07,0.0010586636526201565,5.25,-0.1875,5.125,0.0
0.02,5.255178023057801,3.2363820535142773,full,Z,0.00023464982667737791,47573.265713140485,1.9967948748757995e-07,0.0004541230750662309,15.875,-0.125,5.1875,-0.0625
0.02,5.500929430262389,3.3865588598458802,R4,C,6.348309670846299e-05,1067.1472052161648,5.102985682142767e-07,0.0021364409904970224,3.6875,-0.0625,0.0,0.0
0.02,5.500929430262389,3.3865588598458802,R4,H,3.955155024821717e-05,1067.1472052161648,3.6620070969128573e-07,0.0021364386193454266,3.6875,-0.0625,0.0,0.0
0.02,5.500929430262389,3.3865588598458802,R4,M,1.1811587619621425e-05,1067.1472052161648,9.059729778094044e-08,0.00045862449109671796,3.75,-0.0625,3.75,0.0
0.02,5.500929430262389,3.3865588598458802,R4,Z,2.3985317828886594e-06,1067.1472052161648,1.3627309246285304e-08,0.00018192294515586254,3.625,-0.0625,3.625,0.0
0.02,5.500929430262389,3.3865588598458802,R8,C,0.00036974949973863627,6694.276942071543,7.445350360203673e-06,0.005888406598207281,5.25,0.0,5.25,0.0
0.02,5.500929430262389,3.3865588598458802,R8,H,0.00015215134018088544,6694.276942071543,3.6620070969128573e-07,0.0021364386193454266,3.6875,-0.0625,0.0,0.0
0.02,5.500929430262389,3.3865588598458802,R8,M,9.132437568424047e-05,6694.276942071543,8.474347309697234e-07,0.0014823481457253479,5.125,-0.125,5.4375,0.0
0.02,5.500929430262389,3.3865588598458802,R8,Z,1.800749756931418e-05,6694.276942071543,1.6385597033794323e-07,0.0006180808189365821,5.1875,-0.0625,5.1875,-0.0625
0.02,5.500929430262389,3.3865588598458802,R12,C,0.0004037148504733196,17347.088282800025,7.445350360203673e-06,0.005888406598207281,5.25,0.0,5.25,0.0
0.02,5.500929430262389,3.3865588598458802,R12,H,0.00016114229509040388,17347.088282800025,3.6620070969128573e-07,0.0021364386193454266,3.6875,-0.0625,0.0,0.0
0.02,5.500929430262389,3.3865588598458802,R12,M,0.00010055757919726709,17347.088282800025,8.474347309697234e-07,0.0014823481457253479,5.125,-0.125,5.4375,0.0
0.02,5.500929430262389,3.3865588598458802,R12,Z,2.154768621199923e-05,17347.088282800025,1.6385597033794323e-07,0.0006180808189365821,5.1875,-0.0625,5.1875,-0.0625
0.02,5.500929430262389,3.3865588598458802,full,C,0.0015362859698801986,47553.05468442495,7.445350360203673e-06,0.005888406598207281,5.25,0.0,5.25,0.0
0.02,5.500929430262389,3.3865588598458802,full,H,0.00024390201434765647,47553.05468442495,5.519925914408184e-07,0.0021364386193454266,15.75,-16.0,0.0,0.0
0.02,5.500929430262389,3.3865588598458802,full,M,0.0001286301623468886,47553.05468442495,8.474347309697234e-07,0.0014823481457253479,5.125,-0.125,5.4375,0.0
0.02,5.500929430262389,3.3865588598458802,full,Z,0.00027408709266722975,47553.05468442495,2.3021357382654127e-07,0.0006180808189365821,15.875,-0.125,5.1875,-0.0625
0.02,5.752586739465556,3.539535586858312,R4,C,6.834660694930729e-05,1067.1232518092695,5.252329404555844e-07,0.0016374245725019082,3.625,-0.0625,0.0,-0.8125
0.02,5.752586739465556,3.539535586858312,R4,H,4.321412195894025e-05,1067.1232518092695,3.8428065860378076e-07,0.0016369407530874014,3.625,-0.0625,0.0,-0.8125
0.02,5.752586739465556,3.539535586858312,R4,M,1.2653143616442354e-05,1067.1232518092695,9.043635495529831e-08,0.000468174129149214,3.625,-0.0625,3.625,0.0
0.02,5.752586739465556,3.539535586858312,R4,Z,2.4262971452749758e-06,1067.1232518092695,1.3076168318725701e-08,0.00017997362661546993,3.5625,-0.0625,3.5625,0.0
0.02,5.752586739465556,3.539535586858312,R8,C,0.0004320311801620881,6671.904854691209,1.5352866553373323e-05,0.008567821098449606,5.25,0.0,5.25,0.0
0.02,5.752586739465556,3.539535586858312,R8,H,0.0001586200327552075,6671.904854691209,3.8428065860378076e-07,0.0016369407530874014,3.625,-0.0625,0.0,-0.8125
0.02,5.752586739465556,3.539535586858312,R8,M,0.00011197787085760779,6671.904854691209,1.8187964296245055e-06,0.0022548179696842427,5.125,-0.125,5.125,0.0
0.02,5.752586739465556,3.539535586858312,R8,Z,1.8571611755611723e-05,6671.904854691209,3.003001202023456e-07,0.0008479852744342118,5.1875,-0.0625,5.1875,-0.0625
0.02,5.752586739465556,3.539535586858312,R12,C,0.00046739655419264893,17324.94546695891,1.5352866553373323e-05,0.008567821098449606,5.25,0.0,5.25,0.0
0.02,5.752586739465556,3.539535586858312,R12,H,0.00016715309563325884,17324.94546695891,3.8428065860378076e-07,0.0016369407530874014,3.625,-0.0625,0.0,-0.8125
0.02,5.752586739465556,3.539535586858312,R12,M,0.00012102725753454201,17324.94546695891,1.8187964296245055e-06,0.0022548179696842427,5.125,-0.125,5.125,0.0
0.02,5.752586739465556,3.539535586858312,R12,Z,2.2568621609038804e-05,17324.94546695891,3.003001202023456e-07,0.0008479852744342118,5.1875,-0.0625,5.1875,-0.0625
0.02,5.752586739465556,3.539535586858312,full,C,0.001798209804676588,47531.44808874581,1.5352866553373323e-05,0.008567821098449606,5.25,0.0,5.25,0.0
0.02,5.752586739465556,3.539535586858312,full,H,0.0002605875580380927,47531.44808874581,6.438441627020103e-07,0.0016369407530874014,15.75,-16.0,0.0,-0.8125
0.02,5.752586739465556,3.539535586858312,full,M,0.00015219920122484465,47531.44808874581,1.8187964296245055e-06,0.0022548179696842427,5.125,-0.125,5.125,0.0
0.02,5.752586739465556,3.539535586858312,full,Z,0.0003205424085310954,47531.44808874581,3.003001202023456e-07,0.0008479852744342118,5.1875,-0.0625,5.1875,-0.0625
0.02,6.00354310250453,3.6910196339551473,R4,C,7.370078566532317e-05,1067.120081574375,5.08244882640392e-07,0.0013022903372753678,3.5625,-0.0625,0.0,1.25
0.02,6.00354310250453,3.6910196339551473,R4,H,4.72774635030504e-05,1067.120081574375,3.7640581948558164e-07,0.0013003088533878326,3.5625,-0.0625,0.0,1.25
0.02,6.00354310250453,3.6910196339551473,R4,M,1.363572652928355e-05,1067.120081574375,9.24444863601447e-08,0.00047828404136126743,3.5625,-0.0625,3.5625,0.0
0.02,6.00354310250453,3.6910196339551473,R4,Z,2.4415477579575654e-06,1067.120081574375,1.206798404085828e-08,0.00017666628686326485,3.4375,-0.0625,3.4375,0.0
0.02,6.00354310250453,3.6910196339551473,R8,C,0.0005490822156922682,6648.5006741437255,3.090657214548136e-05,0.012315394316802392,5.25,0.0,5.25,0.0
0.02,6.00354310250453,3.6910196339551473,R8,H,0.0001671804476339406,6648.5006741437255,7.562493855697808e-07,0.0019264396978542209,5.25,0.0,5.25,0.0
0.02,6.00354310250453,3.6910196339551473,R8,M,0.00015249067695916358,6648.5006741437255,3.8037300745580682e-06,0.003333626241762176,5.125,-0.125,5.125,0.0
0.02,6.00354310250453,3.6910196339551473,R8,Z,2.059436077256952e-05,6648.5006741437255,5.560583455640276e-07,0.0011692187621904413,5.1875,-0.0625,5.1875,-0.0625
0.02,6.00354310250453,3.6910196339551473,R12,C,0.0005851557081022024,17302.03781893779,3.090657214548136e-05,0.012315394316802392,5.25,0.0,5.25,0.0
0.02,6.00354310250453,3.6910196339551473,R12,H,0.00017570358341762441,17302.03781893779,7.562493855697808e-07,0.0019264396978542209,5.25,0.0,5.25,0.0
0.02,6.00354310250453,3.6910196339551473,R12,M,0.00016125758935421324,17302.03781893779,3.8037300745580682e-06,0.003333626241762176,5.125,-0.125,5.125,0.0
0.02,6.00354310250453,3.6910196339551473,R12,Z,2.4811489660264745e-05,17302.03781893779,5.560583455640276e-07,0.0011692187621904413,5.1875,-0.0625,5.1875,-0.0625
0.02,6.00354310250453,3.6910196339551473,full,C,0.0021399654128943556,47508.97043902532,3.090657214548136e-05,0.012315394316802392,5.25,0.0,5.25,0.0
0.02,6.00354310250453,3.6910196339551473,full,H,0.00028109024483134927,47508.97043902532,7.562493855697808e-07,0.0019264396978542209,5.25,0.0,5.25,0.0
0.02,6.00354310250453,3.6910196339551473,full,M,0.00019573789218696878,47508.97043902532,3.8037300745580682e-06,0.003333626241762176,5.125,-0.125,5.125,0.0
0.02,6.00354310250453,3.6910196339551473,full,Z,0.0003741697419756274,47508.97043902532,5.560583455640276e-07,0.0011692187621904413,5.1875,-0.0625,5.1875,-0.0625
0.02,6.2537800650126805,3.8408139949451896,R4,C,7.928062912370228e-05,1067.0591823690306,5.059178466445625e-07,0.001143521670080839,3.4375,-0.0625,3.4375,0.0
0.02,6.2537800650126805,3.8408139949451896,R4,H,5.1503699464984933e-05,1067.0591823690306,3.722922296232029e-07,0.0010817052097991109,3.4375,-0.0625,0.0,0.0
0.02,6.2537800650126805,3.8408139949451896,R4,M,1.471758725881536e-05,1067.0591823690306,8.968094856876541e-08,0.00047455470872979536,3.5,-0.0625,3.5,0.0
0.02,6.2537800650126805,3.8408139949451896,R4,Z,2.455428908731055e-06,1067.0591823690306,1.1822447417888047e-08,0.0001765698544352944,3.375,-0.0625,3.375,0.0
0.02,6.2537800650126805,3.8408139949451896,R8,C,0.0007661862809853154,6624.069862948448,5.9618851712330374e-05,0.01732505145055406,5.25,0.0,5.25,0.0
0.02,6.2537800650126805,3.8408139949451896,R8,H,0.0001803708490244722,6624.069862948448,2.084421495300218e-06,0.0032394814770668745,5.25,0.0,5.25,0.0
0.02,6.2537800650126805,3.8408139949451896,R8,M,0.00023133996331728995,6624.069862948448,7.706035550402746e-06,0.004888797794596178,5.125,-0.125,5.375,0.0
0.02,6.2537800650126805,3.8408139949451896,R8,Z,2.4377607073128635e-05,6624.069862948448,1.0179427456618165e-06,0.0016026573498766088,5.1875,-0.0625,5.1875,-0.0625
0.02,6.2537800650126805,3.8408139949451896,R12,C,0.000802367661110111,17278.37700080602,5.9618851712330374e-05,0.01732505145055406,5.25,0.0,5.25,0.0
0.02,6.2537800650126805,3.8408139949451896,R12,H,0.00018873347713337945,17278.37700080602,2.084421495300218e-06,0.0032394814770668745,5.25,0.0,5.25,0.0
0.02,6.2537800650126805,3.8408139949451896,R12,M,0.000239944982683061,17278.37700080602,7.706035550402746e-06,0.004888797794596178,5.125,-0.125,5.375,0.0
0.02,6.2537800650126805,3.8408139949451896,R12,Z,2.8680399774370624e-05,17278.37700080602,1.0179427456618165e-06,0.0016026573498766088,5.1875,-0.0625,5.1875,-0.0625
0.02,6.2537800650126805,3.8408139949451896,full,C,0.0026085023290197272,47485.61896405749,5.9618851712330374e-05,0.01732505145055406,5.25,0.0,5.25,0.0
0.02,6.2537800650126805,3.8408139949451896,full,H,0.00030718589221164877,47485.61896405749,2.084421495300218e-06,0.0032394814770668745,5.25,0.0,5.25,0.0
0.02,6.2537800650126805,3.8408139949451896,full,M,0.000277878985900672,47485.61896405749,7.706035550402746e-06,0.004888797794596178,5.125,-0.125,5.375,0.0
0.02,6.2537800650126805,3.8408139949451896,full,Z,0.00043581294618096896,47485.61896405749,1.0179427456618165e-06,0.0016026573498766088,5.1875,-0.0625,5.1875,-0.0625
0.02,6.5,3.986939311468817,R4,C,8.468223700344013e-05,1066.8749659748246,5.123655655950386e-07,0.0016472409164418878,3.375,-0.0625,0.0,0.0
0.02,6.5,3.986939311468817,R4,H,5.561165048520749e-05,1066.8749659748246,3.8253053277680264e-07,0.0016472319839522243,3.375,-0.0625,0.0,0.0
0.02,6.5,3.986939311468817,R4,M,1.5768329251946893e-05,1066.8749659748246,8.988906813795645e-08,0.00048686711347318244,3.375,-0.0625,3.375,0.0
0.02,6.5,3.986939311468817,R4,Z,2.470792321095865e-06,1066.8749659748246,1.1093037305604689e-08,0.00017259736037949434,3.3125,-0.0625,3.3125,0.0
0.02,6.5,3.986939311468817,R8,C,0.0011642279199545807,6598.971949474686,0.00010725298084593993,0.023527317255240515,5.25,0.0,5.25,0.0
0.02,6.5,3.986939311468817,R8,H,0.00020944443565729294,6598.971949474686,4.872399761391338e-06,0.005014633294194937,5.25,0.0,5.25,0.0
0.02,6.5,3.986939311468817,R8,M,0.00037894588247363816,6598.971949474686,1.4352704228440337e-05,0.007111350569952197,5.125,-0.125,5.375,0.0
0.02,6.5,3.986939311468817,R8,Z,3.0027604893999807e-05,6598.971949474686,1.8335628531835647e-06,0.0021782355629889815,5.1875,-0.0625,5.1875,-0.0625
0.02,6.5,3.986939311468817,R12,C,0.0012023241346360719,17254.31768862426,0.00010725298084593993,0.023527317255240515,5.25,0.0,5.25,0.0
0.02,6.5,3.986939311468817,R12,H,0.00021825438862579168,17254.31768862426,4.872399761391338e-06,0.005014633294194937,5.25,0.0,5.25,0.0
0.02,6.5,3.986939311468817,R12,M,0.0003876948122187137,17254.31768862426,1.4352704228440337e-05,0.007111350569952197,5.125,-0.125,5.375,0.0
0.02,6.5,3.986939311468817,R12,Z,3.4607096962785846e-05,17254.31768862426,1.8335628531835647e-06,0.0021782355629889815,5.1875,-0.0625,5.1875,-0.0625
0.02,6.5,3.986939311468817,full,C,0.0032850020135816722,47461.71769816737,0.00010725298084593993,0.023527317255240515,5.25,0.0,5.25,0.0
0.02,6.5,3.986939311468817,full,H,0.00035072198169995756,47461.71769816737,4.872399761391338e-06,0.005014633294194937,5.25,0.0,5.25,0.0
0.02,6.5,3.986939311468817,full,M,0.0004291440906095778,47461.71769816737,1.4352704228440337e-05,0.007111350569952197,5.125,-0.125,5.375,0.0
0.02,6.5,3.986939311468817,full,Z,0.0005054432197898108,47461.71769816737,1.8335628531835647e-06,0.0021782355629889815,5.1875,-0.0625,5.1875,-0.0625
0.05,0.0,0.0,R4,C,1.3840910029346725e-06,1141.0689141071855,1.1726826281631262e-07,0.00047874771265271176,3.875,-0.125,4.0,0.0
0.05,0.0,0.0,R4,H,1.3537014188740079e-06,1141.0689141071855,1.1540042373202753e-07,0.0004770499945152551,3.875,-0.125,4.0,0.0
0.05,0.0,0.0,R4,M,0.0,1141.0689141071855,0.0,0.0,0.0,-4.0,0.0,-4.0
0.05,0.0,0.0,R4,Z,7.597400312957967e-09,1141.0689141071855,4.669594277178711e-10,2.0141215313484147e-05,3.875,-0.125,4.0,0.0
0.05,0.0,0.0,R8,C,0.0006850460432450883,6867.697340557753,3.911899354771891e-05,0.005980632079563001,5.25,-0.125,5.25,0.0
0.05,0.0,0.0,R8,H,0.0006815194336669424,6867.697340557753,3.9074666148472876e-05,0.005977977998554707,5.25,-0.125,5.25,0.0
0.05,0.0,0.0,R8,M,0.0,6867.697340557753,0.0,0.0,0.0,-8.0,0.0,-8.0
0.05,0.0,0.0,R8,Z,8.816500925019459e-07,6867.697340557753,1.5430093490057476e-08,0.00010646245129491397,5.125,-0.125,5.125,0.0
0.05,0.0,0.0,R12,C,0.0006850460718118196,17565.79789342099,3.911899354771891e-05,0.005980632079563001,5.25,-0.125,5.25,0.0
0.05,0.0,0.0,R12,H,0.0006815194399779816,17565.79789342099,3.9074666148472876e-05,0.005977977998554707,5.25,-0.125,5.25,0.0
0.05,0.0,0.0,R12,M,0.0,17565.79789342099,0.0,0.0,0.0,-12.0,0.0,-12.0
0.05,0.0,0.0,R12,Z,8.816556564248726e-07,17565.79789342099,1.5430093490057476e-08,0.00010646245129491397,5.125,-0.125,5.125,0.0
0.05,0.0,0.0,full,C,0.0006854074260927119,47760.672142924894,3.911899354771891e-05,0.005980632079563001,5.25,-0.125,5.25,0.0
0.05,0.0,0.0,full,H,0.0006818807942574769,47760.672142924894,3.9074666148472876e-05,0.005977977998554707,5.25,-0.125,5.25,0.0
0.05,0.0,0.0,full,M,0.0,47760.672142924894,0.0,0.0,0.0,-16.0,0.0,-16.0
0.05,0.0,0.0,full,Z,8.816556564248726e-07,47760.672142924894,1.5430093490057476e-08,0.00010646245129491397,5.125,-0.125,5.125,0.0
0.05,0.2523972997566433,0.15544558267492425,R4,C,5.941284030296425e-07,1139.961769177296,1.1178983211483997e-08,0.00030853094878947624,4.0,0.0,4.0,0.0
0.05,0.2523972997566433,0.15544558267492425,R4,H,1.0351678406953092e-07,1139.961769177296,8.481975242572352e-09,0.00026488714502193034,4.0,0.0,4.0,0.0
0.05,0.2523972997566433,0.15544558267492425,R4,M,1.3164141234575546e-08,1139.961769177296,4.4198519805234804e-10,3.732196991665351e-05,3.875,-0.0625,4.0,0.0
0.05,0.2523972997566433,0.15544558267492425,R4,Z,1.1746481178777505e-07,1139.961769177296,2.4673600508006336e-09,7.796020951656633e-05,3.9375,-0.125,4.0,0.0
0.05,0.2523972997566433,0.15544558267492425,R8,C,0.0004484436299112696,6871.9509403886,1.4326780016855662e-06,0.0036516956690902267,5.46875,-0.0625,5.40625,0.0
0.05,0.2523972997566433,0.15544558267492425,R8,H,0.0003302914047100134,6871.9509403886,1.3104380694150386e-06,0.003505358239635825,5.34375,-0.21875,5.40625,0.0
0.05,0.2523972997566433,0.15544558267492425,R8,M,3.294528054094139e-05,6871.9509403886,1.0693190919770278e-07,0.0010009598507990775,5.5625,-0.03125,5.5625,0.0
0.05,0.2523972997566433,0.15544558267492425,R8,Z,2.0795999525369068e-05,6871.9509403886,2.8130206756224223e-08,0.0005065050788328338,5.03125,-0.25,5.03125,-0.25
0.05,0.2523972997566433,0.15544558267492425,R12,C,0.00044844436110008385,17565.943550622695,1.4326780016855662e-06,0.0036516956690902267,5.46875,-0.0625,5.40625,0.0
0.05,0.2523972997566433,0.15544558267492425,R12,H,0.00033029156970441995,17565.943550622695,1.3104380694150386e-06,0.003505358239635825,5.34375,-0.21875,5.40625,0.0
0.05,0.2523972997566433,0.15544558267492425,R12,M,3.2945390378957774e-05,17565.943550622695,1.0693190919770278e-07,0.0010009598507990775,5.5625,-0.03125,5.5625,0.0
0.05,0.2523972997566433,0.15544558267492425,R12,Z,2.0796095996427125e-05,17565.943550622695,2.8130206756224223e-08,0.0005065050788328338,5.03125,-0.25,5.03125,-0.25
0.05,0.2523972997566433,0.15544558267492425,full,C,0.00045101645805178676,47760.845144847386,1.4326780016855662e-06,0.0036516956690902267,5.46875,-0.0625,5.40625,0.0
0.05,0.2523972997566433,0.15544558267492425,full,H,0.00033229992266544826,47760.845144847386,1.3104380694150386e-06,0.003505358239635825,5.34375,-0.21875,5.40625,0.0
0.05,0.2523972997566433,0.15544558267492425,full,M,3.343651239769266e-05,47760.845144847386,1.0693190919770278e-07,0.0010009598507990775,5.5625,-0.03125,5.5625,0.0
0.05,0.2523972997566433,0.15544558267492425,full,Z,2.081417394743001e-05,47760.845144847386,2.8130206756224223e-08,0.0005065050788328338,5.03125,-0.25,5.03125,-0.25
0.05,0.5040083690674241,0.3104069767462327,R4,C,5.827315958520932e-07,1131.9545936207971,9.907708754260394e-09,0.00018657388744019286,3.9375,-0.125,4.0,0.0
0.05,0.5040083690674241,0.3104069767462327,R4,H,3.1029563277851275e-08,1131.9545936207971,1.1114068342783075e-09,8.164405153365806e-05,3.9375,-0.5,4.0,0.0
0.05,0.5040083690674241,0.3104069767462327,R4,M,2.9891869268524435e-08,1131.9545936207971,1.12754375595845e-09,5.5381141370868866e-05,3.9375,-0.125,3.9375,0.0
0.05,0.5040083690674241,0.3104069767462327,R4,Z,1.2514447863359265e-07,1131.9545936207971,2.116718199090226e-09,7.949618249391108e-05,3.9375,-0.0625,4.0,0.0
0.05,0.5040083690674241,0.3104069767462327,R8,C,9.493192395588571e-05,6871.7121515755,1.6505253485725104e-06,0.0017278921314160475,5.1875,-0.0625,5.1875,-0.0625
0.05,0.5040083690674241,0.3104069767462327,R8,H,3.207176797232553e-05,6871.7121515755,1.472633880463607e-06,0.0016321231378242373,5.1875,-0.0625,5.1875,-0.0625
0.05,0.5040083690674241,0.3104069767462327,R8,M,1.4927401964365713e-05,6871.7121515755,2.543310985939201e-07,0.0006802318554178993,5.375,-0.125,5.375,-0.125
0.05,0.5040083690674241,0.3104069767462327,R8,Z,1.0547005014530294e-05,6871.7121515755,3.345617470505376e-08,0.00025351365465107475,4.8125,-0.3125,4.8125,-0.3125
0.05,0.5040083690674241,0.3104069767462327,R12,C,9.493489071365502e-05,17565.736638774568,1.6505253485725104e-06,0.0017278921314160475,5.1875,-0.0625,5.1875,-0.0625
0.05,0.5040083690674241,0.3104069767462327,R12,H,3.207281779491343e-05,17565.736638774568,1.472633880463607e-06,0.0016321231378242373,5.1875,-0.0625,5.1875,-0.0625
0.05,0.5040083690674241,0.3104069767462327,R12,M,1.4927927421446917e-05,17565.736638774568,2.543310985939201e-07,0.0006802318554178993,5.375,-0.125,5.375,-0.125
0.05,0.5040083690674241,0.3104069767462327,R12,Z,1.0547262356280585e-05,17565.736638774568,3.345617470505376e-08,0.00025351365465107475,4.8125,-0.3125,4.8125,-0.3125
0.05,0.5040083690674241,0.3104069767462327,full,C,0.00010130485067111516,47760.71965067654,1.6505253485725104e-06,0.0017278921314160475,5.1875,-0.0625,5.1875,-0.0625
0.05,0.5040083690674241,0.3104069767462327,full,H,3.665504912870065e-05,47760.71965067654,1.472633880463607e-06,0.0016321231378242373,5.1875,-0.0625,5.1875,-0.0625
0.05,0.5040083690674241,0.3104069767462327,full,M,1.614297928478809e-05,47760.71965067654,2.543310985939201e-07,0.0006802318554178993,5.375,-0.125,5.375,-0.125
0.05,0.5040083690674241,0.3104069767462327,full,Z,1.0689804036834053e-05,47760.71965067654,3.345617470505376e-08,0.00025351365465107475,4.8125,-0.3125,4.8125,-0.3125
0.05,0.7515878864765001,0.46288561198779665,R4,C,7.233705245903371e-07,1121.4971863519836,1.3362834104299912e-08,0.00019536867832051878,3.9375,-0.0625,4.0,0.0
0.05,0.7515878864765001,0.46288561198779665,R4,H,9.311070972156266e-09,1121.4971863519836,1.7876649023642448e-10,2.3289681848837063e-05,3.9375,-0.125,3.9375,0.0
0.05,0.7515878864765001,0.46288561198779665,R4,M,4.0402628117635315e-08,1121.4971863519836,9.114280699459827e-10,4.533850381844246e-05,3.9375,-0.0625,3.9375,-0.0625
0.05,0.7515878864765001,0.46288561198779665,R4,Z,1.59472661430412e-07,1121.4971863519836,2.9068211415658188e-09,9.352036670240134e-05,3.9375,0.0625,4.0,0.0
0.05,0.7515878864765001,0.46288561198779665,R8,C,6.433298370179935e-05,6871.947294818308,6.107549601174502e-07,0.0012282182102740604,5.125,-0.125,5.125,0.0
0.05,0.7515878864765001,0.46288561198779665,R8,H,1.6860371501161415e-05,6871.947294818308,3.1809407757212933e-07,0.0010055953171104193,5.125,0.0,5.125,0.0
0.05,0.7515878864765001,0.46288561198779665,R8,M,1.9723389403039078e-05,6871.947294818308,2.82943153068651e-07,0.0006744549561351934,5.0625,-0.125,5.0625,-0.125
0.05,0.7515878864765001,0.46288561198779665,R8,Z,4.89492377610946e-06,6871.947294818308,1.0951383199484347e-08,0.00013935303359253912,4.75,-0.375,4.75,-0.375
0.05,0.7515878864765001,0.46288561198779665,R12,C,6.433929760913961e-05,17565.923675899834,6.107549601174502e-07,0.0012282182102740604,5.125,-0.125,5.125,0.0
