57140240|cartoon-r4-amrda-392522dd-v4|COMPLETED|0:0|612|1||32|billing=128,cpu=128,energy=234256,gres/gpu:a100=4,gres/gpu=4,mem=229902M,node=1|nid008584
57140240.extern|extern|COMPLETED|0:0|612|1|1|128|billing=128,cpu=128,gres/gpu:a100=4,gres/gpu=4,mem=229902M,node=1|nid008584
57140240.0|python3|COMPLETED|0:0|10|1|1|32|cpu=32,gres/gpu:a100=1,gres/gpu=1,mem=229902M,node=1|nid008584
