resolution,time,cycle,C_norm2,H_norm2,M_norm2,Z_norm2,C_Linf,axis_C_rms,off_axis_C_rms,axis_lapse,horizon_status
h48,2.20625,1048,60802.4,60673.4,85.7079,10.8281,1249.26,106.24348909524703,0.02773413316157813,0.0167604,0
h48,2.22292,1056,27225.2,27091.1,89.8718,11.0338,846.627,69.79689344692663,0.027716695457319408,0.0166694,0
h48,2.23958,1064,63275.8,63150.9,75.7343,12.269,1101.71,95.73810891431596,0.029243987681138738,0.016846,0
h48,2.25625,1072,71375.5,71216.5,111.53,11.853,1280.58,119.1931553797219,0.030424874928832512,0.0168404,0
h48,2.27292,1080,29499.9,29339.0,113.592,11.8151,823.874,75.8379603260471,0.03039429212138901,0.0167929,0
h48,2.28958,1088,72376.8,72233.0,89.464,13.5658,1089.48,105.71437319923126,0.031953134067543604,0.0169841,0
h48,2.30625,1096,81729.7,81550.4,128.175,12.7669,1422.29,132.33857807099255,0.03332975554691261,0.0169184,0
h48,2.32292,1104,32978.1,32793.0,133.24,12.9636,878.71,83.39856566342722,0.03342430656105845,0.0169361,0
h48,2.33958,1112,80928.7,80764.5,104.371,14.9453,1220.43,115.52520291067603,0.034718160047363986,0.0171099,0
h48,2.35625,1120,92467.4,92269.9,142.613,13.6995,1428.53,145.84051910760144,0.03599655790516244,0.0170017,0
h48,2.37292,1128,37450.6,37235.2,158.782,14.1213,934.287,91.89984532629519,0.03660779647447892,0.0171006,0
h48,2.38958,1136,85774.3,85577.1,133.153,16.0024,1156.54,123.13587319614092,0.037439304090404045,0.0172305,0
h48,2.40625,1144,103326.0,103104.0,162.723,14.7845,1674.16,158.9642181168751,0.038889293691042784,0.0171083,0
h48,2.42292,1152,41090.5,40849.3,179.342,15.4242,881.149,99.95255866345356,0.03984315633428102,0.017272,0
h48,2.43958,1160,89291.2,89069.9,152.238,17.2316,1235.54,130.36316084885829,0.040342206793250276,0.0173461,0
h48,2.45625,1168,113337.0,113089.0,184.291,15.8824,1768.94,171.79975247615823,0.04182399712910488,0.0172418,0
h48,2.47292,1176,42824.3,42551.7,208.592,15.935,923.171,109.03163360037912,0.043082158628956896,0.0174393,0
h48,2.48958,1184,93293.8,93048.5,171.251,18.4706,1225.97,140.0044608351718,0.043301582859323354,0.0174486,0
h48,2.50625,1192,124036.0,123753.0,214.13,17.1178,1894.91,185.2216706310387,0.044638717022396836,0.0173842,0
h48,2.52292,1200,48794.5,48460.6,265.864,16.9476,902.689,120.63937081743015,0.04627310344470681,0.0176063,0
h48,2.53958,1208,98087.2,97781.9,229.358,18.9254,1272.41,150.09953735598475,0.046162425144957345,0.0175454,0
h48,2.55625,1216,132418.0,132082.0,262.811,18.2636,1794.55,196.49539111439276,0.047615403069019124,0.0175472,0
h48,2.57292,1224,54852.0,54463.3,316.714,17.9202,970.902,131.10428419137696,0.04946851177885148,0.0177621,0
h48,2.58958,1232,99791.1,99438.7,273.146,19.7454,1288.88,158.50729762906963,0.049288144376479874,0.0176297,0
h48,2.60625,1240,139237.0,138862.0,297.239,19.3666,1904.07,205.47115407079764,0.05049880187024885,0.0177719,0
h48,2.62292,1248,60735.1,60298.6,358.7,19.3464,1065.62,141.56845972136162,0.05277440247756537,0.0179246,0
h48,2.63958,1256,106068.0,105691.0,292.406,20.9604,1292.75,172.30903088471874,0.0526819649656263,0.0177489,0
h48,2.65625,1264,146402.0,145987.0,332.475,20.623,1838.78,214.44963270179525,0.05344435296365276,0.0180371,0
h48,2.67292,1272,70797.7,70284.0,431.135,20.5296,1016.48,155.70549171956017,0.05599420709207149,0.0181197,0
h48,2.68958,1280,118042.0,117595.0,357.845,22.1816,1680.86,190.94295358530968,0.05593491419609914,0.0179681,0
h48,2.70625,1288,155361.0,154852.0,423.183,21.5499,2129.35,226.68457911354437,0.05667682898101058,0.0182891,0
h48,2.72292,1296,77855.0,77242.4,528.795,20.821,1188.16,172.3733068209826,0.05892707364087641,0.0182904,0
h48,2.73958,1304,135979.0,135411.0,475.02,23.1697,2260.47,213.30640083534598,0.059090935945239696,0.0181893,0
h48,2.75625,1312,168625.0,167934.0,599.485,22.7481,2395.66,241.4333306548642,0.05957039792238693,0.0186184,0
h48,2.77292,1320,91274.8,90530.3,655.099,22.209,1841.58,189.4844830082713,0.06203517157276244,0.0185083,0
h48,2.78958,1328,164389.0,163694.0,595.423,24.8952,2473.74,243.42335901617838,0.06232559510059773,0.018441,0
h48,2.80625,1336,182510.0,181625.0,787.753,24.1388,2287.34,254.9837589440315,0.06226323831149778,0.0189381,0
h48,2.82292,1344,105182.0,104244.0,838.909,24.6351,1903.98,203.6128843834056,0.06491325045991357,0.018669,0
h48,2.83958,1352,186615.0,185757.0,747.493,27.6208,3297.58,268.2114933393652,0.06569129999756539,0.0189202,0
h48,2.85625,1360,220549.0,219595.0,849.515,25.8664,2911.06,286.5149306251327,0.06592695696197821,0.0191899,0
h48,2.87292,1368,105556.0,104486.0,957.752,27.7101,1932.4,200.95894725103224,0.06785292460969805,0.0188426,0
h48,2.88958,1376,182692.0,181485.0,1084.71,30.2066,2943.67,274.3899288975907,0.069600693128586,0.0195921,0
h48,2.90625,1384,253470.0,252133.0,1225.91,27.4926,2904.65,315.19847097265676,0.06958435112624482,0.0195651,0
h48,2.92292,1392,103826.0,102289.0,1415.2,30.2834,2247.03,203.96656394743624,0.070143879613689,0.019366,0
h48,2.93958,1400,154507.0,152868.0,1512.23,31.4458,2450.1,261.06492965219445,0.07302275273328909,0.0200356,0
h48,2.95625,1408,257708.0,256122.0,1466.16,29.6763,3202.48,330.180292984288,0.07438371356668698,0.0198423,0
h48,2.97292,1416,112156.0,110289.0,1731.48,33.6054,1577.41,216.28924105439754,0.07457937215305192,0.019875,0
h48,2.98958,1424,166936.0,165166.0,1631.85,34.0337,1839.96,278.8695700180765,0.07703947969255985,0.0204592,0
h48,3.00625,1432,282254.0,280359.0,1755.56,34.4435,3391.37,355.68174777941874,0.08033125504945601,0.0200946,0
h48,3.02292,1440,153432.0,151076.0,2204.04,37.5287,3034.39,245.82433618703425,0.07954544546613067,0.0204126,0
h48,3.03958,1448,201318.0,199116.0,2048.69,37.7404,2437.73,303.2767522120149,0.07993910027669512,0.0207614,0
h48,3.05625,1456,281249.0,278847.0,2240.71,39.6114,3328.53,366.8706303398251,0.07950910605711335,0.0203694,0
h48,3.07292,1464,204127.0,201265.0,2693.09,41.5634,2794.4,278.5788297476347,0.07946977640129228,0.0208729,0
h48,3.08958,1472,275701.0,272496.0,3023.48,44.8186,3305.02,337.5205050425839,0.08285590935640016,0.0208843,0
h48,3.10625,1480,330539.0,326916.0,3435.87,46.2521,3918.16,398.091410047992,0.08383242628390432,0.020677,0
h48,3.12292,1488,257776.0,253586.0,3997.86,47.3006,3360.59,305.14362713503675,0.08704432654498749,0.021246,0
h48,3.13958,1496,276560.0,272082.0,4259.29,53.8216,2686.09,335.7035558048882,0.09082395457428674,0.0210598,0
h48,3.15625,1504,451797.0,446985.0,4587.69,55.4407,4291.35,446.23808653906804,0.0920229058825779,0.0210558,0
h48,3.17292,1512,245273.0,240060.0,4999.7,52.4973,2748.47,285.0558705150071,0.09363546753153923,0.0214777,0
h48,3.18958,1520,489908.0,484475.0,5173.87,63.9329,5544.0,408.7733546695588,0.09637183342795048,0.0212149,0
h48,3.20625,1528,450941.0,444918.0,5766.22,63.298,4320.14,456.2046836833596,0.09750531512021855,0.0214663,0
h48,3.22292,1536,275316.0,269023.0,6059.64,57.3101,2739.51,287.195648368384,0.09906100231494323,0.0216589,0
h48,3.23958,1544,408498.0,401881.0,6360.82,63.0793,3304.15,383.85415486148395,0.09937772871430713,0.0214185,0
h48,3.25625,1552,413390.0,406334.0,6795.57,63.9849,4650.73,440.3603622073085,0.1013978008227878,0.0218867,0
h48,3.27292,1560,358526.0,351736.0,6538.26,61.5269,4306.12,299.991276914352,0.10674397951087856,0.0218328,0
h48,3.28958,1568,433861.0,426931.0,6662.36,65.7233,3285.3,365.52508721765577,0.10972700917400151,0.0217304,0
h48,3.30625,1576,442394.0,435275.0,6859.39,63.6499,4527.03,463.52841270570985,0.11105693071494431,0.022224,0
h48,3.32292,1584,267068.0,259774.0,7019.85,66.9748,2853.02,256.70274420559196,0.11322441439167012,0.0220032,0
h48,3.33958,1592,499554.0,492355.0,6916.49,69.1287,4132.6,379.42961087524327,0.11659671145937803,0.0221119,0
h48,3.35625,1600,429181.0,421955.0,6952.68,66.882,5069.23,467.64506315603074,0.1186593152034126,0.0224511,0
h48,3.37292,1608,197713.0,189611.0,7827.31,67.1214,2407.52,233.24960256123066,0.1206021998322738,0.0221847,0
h48,3.38958,1616,439072.0,430931.0,7857.24,69.238,4082.42,356.8443296613532,0.12147995727402655,0.0225128,0
h48,3.40625,1624,572655.0,564461.0,7900.87,71.7407,4879.03,501.948054351515,0.12227493984040981,0.0226174,0
h48,3.42292,1632,154138.0,145671.0,8190.34,67.5054,2240.34,207.5708658161456,0.12320392826647321,0.0224251,0
h48,3.43958,1640,305166.0,296868.0,8012.78,69.4921,2128.97,309.70942844855415,0.12695389943431828,0.0228853,0
h48,3.45625,1648,582080.0,574087.0,7683.27,75.8344,5133.31,505.08809728005474,0.12903141832234344,0.0227635,0
h48,3.47292,1656,224881.0,216932.0,7644.98,74.4018,2670.79,240.05626818817098,0.12960173160247768,0.0227596,0
h48,3.48958,1664,313366.0,305540.0,7520.22,74.823,2907.91,314.69821263388997,0.13315207389628855,0.023183,0
h48,3.50625,1672,515994.0,508482.0,7191.39,78.2136,5312.68,498.18446607432696,0.13298669303738694,0.0229289,0
h48,3.52292,1680,220194.0,212672.0,7200.0,78.7842,2586.14,235.78702539282546,0.13320050231116826,0.0231606,0
h48,3.53958,1688,313336.0,305786.0,7220.18,80.4723,2300.85,298.28999828509683,0.1346595832446524,0.0233967,0
h48,3.55625,1696,536686.0,529400.0,6955.33,80.5981,5274.83,509.5411345830362,0.13389843225887307,0.0231435,0
h48,3.57292,1704,228403.0,220987.0,7075.79,83.0627,2283.95,245.05165672855347,0.1335851657351778,0.023571,0
h48,3.58958,1712,242506.0,235227.0,6926.69,86.0939,1738.67,269.70037986378935,0.1329353101685515,0.0235626,0
h48,3.60625,1720,544890.0,537648.0,6885.14,87.3424,5694.72,508.2628442854336,0.13217205171644858,0.023444,0
h48,3.62292,1728,334246.0,326842.0,7046.39,87.5713,3081.98,278.74293838288355,0.13169542657872482,0.0239386,0
h48,3.63958,1736,323964.0,316853.0,6723.92,94.8666,2456.66,289.0729982617234,0.13264863219450299,0.0237305,0
h48,3.65625,1744,544979.0,537934.0,6645.92,97.5481,5376.19,503.3179021399151,0.13150762525162024,0.0238419,0
h48,3.67292,1752,569460.0,562236.0,6829.14,96.5913,4454.88,349.4392876754266,0.1315532908720801,0.0242267,0
h48,3.68958,1760,448055.0,441112.0,6532.75,100.162,3391.8,318.2457809539226,0.13211644454181987,0.0239356,0
h48,3.70625,1768,611144.0,604295.0,6410.71,107.385,5673.97,514.8435219157548,0.13248559579222224,0.0242882,0
h48,3.72292,1776,561551.0,554283.0,6843.52,103.919,4233.3,346.2564159500762,0.133602407098143,0.0244387,0
h48,3.73958,1784,462534.0,455409.0,6688.51,106.78,3596.72,321.44887451246655,0.1346240460899168,0.0242069,0
h48,3.75625,1792,740387.0,733420.0,6514.62,110.781,5190.3,537.9978909206163,0.13491775409571488,0.0247175,0
h48,3.77292,1800,597202.0,590329.0,6422.38,110.236,3989.84,351.83378344494486,0.13357660936455096,0.0246149,0
h48,3.78958,1808,403798.0,397085.0,6241.77,115.39,3201.03,314.8527275661225,0.13621497924063555,0.0245739,0
h48,3.80625,1816,758703.0,751998.0,6243.53,113.152,5292.57,539.7413776217098,0.13672437391373793,0.02508,0
h48,3.82292,1824,818486.0,811465.0,6549.03,115.566,5370.78,402.08111793673686,0.13559551570157075,0.0248064,0
h48,3.83958,1832,309113.0,302517.0,6105.41,120.028,2615.84,309.12626807771187,0.13832852245882804,0.0250244,0
h48,3.85625,1840,1016720.0,1009800.0,6423.94,121.54,5022.02,581.824367074604,0.13846441456173206,0.0253581,0
h48,3.87292,1848,708346.0,700772.0,7087.46,118.926,4450.22,386.880540589303,0.13712169501211013,0.0250502,0
h48,3.88958,1856,313500.0,306479.0,6527.14,120.796,3762.95,335.05400879737107,0.1376731573874545,0.0254979,0
h48,3.90625,1864,952791.0,945842.0,6415.6,130.799,5052.97,575.0687500822646,0.13877199130376766,0.0255705,0
h48,3.92292,1872,619090.0,611554.0,7021.46,125.858,3235.95,377.492645425139,0.13771284609676215,0.0253721,0
h48,3.93958,1880,439441.0,432520.0,6426.45,121.0,3011.58,364.22330162330104,0.1392228884297223,0.0259303,0
h48,3.95625,1888,1282080.0,1275510.0,6003.04,139.84,5489.21,598.3632646572048,0.1403390576561021,0.0257623,0
h48,3.97292,1896,632743.0,625174.0,7017.91,134.824,4620.84,407.92335984255806,0.138655220921893,0.0257864,0
h48,3.98958,1904,415845.0,408171.0,7153.34,127.325,3135.1,381.617250744366,0.14391221933971796,0.0262831,0
h48,4.00625,1912,1658660.0,1651380.0,6689.39,144.06,5522.19,623.662664598889,0.14482717593172684,0.0259847,0
h48,4.02292,1920,424491.0,416532.0,7385.58,140.493,3342.97,381.68516664073604,0.14157166831447465,0.0262602,0
h48,4.03958,1928,603666.0,594561.0,8547.3,136.451,4155.09,461.822506957988,0.14494036689613182,0.0265706,0
h48,4.05625,1936,1483590.0,1475470.0,7512.41,147.799,5654.04,581.8921363140548,0.14578502663585463,0.0262711,0
h48,4.07292,1944,586066.0,578034.0,7436.93,145.965,3629.26,418.72279793749595,0.14185516083239622,0.0267412,0
h48,4.08958,1952,729390.0,718909.0,9888.62,145.121,4085.44,494.6802375664186,0.1452627050665984,0.0268215,0
h48,4.10625,1960,1171710.0,1161410.0,9651.63,157.551,4645.26,548.311004798548,0.1445396692335976,0.026611,0
h48,4.12292,1968,1004060.0,995875.0,7532.33,159.626,4220.12,497.27599477101984,0.14337756294172035,0.0271896,0
h48,4.13958,1976,751156.0,742068.0,8467.08,151.809,3944.08,458.7317607394786,0.1458883723751999,0.0270325,0
h48,4.15625,1984,789750.0,777797.0,11274.5,166.341,4293.01,508.4533999728762,0.1460745388730642,0.0270231,0
h48,4.17292,1992,1746800.0,1734620.0,11447.4,179.372,5775.94,597.7463503031192,0.14608060552535074,0.027548,0
h48,4.18958,2000,752036.0,741720.0,9672.01,157.482,4230.23,488.81744700213864,0.14956899851117395,0.0272664,0
h48,4.20625,2008,581957.0,571615.0,9659.19,167.411,4230.5,470.6746385610928,0.15231053596153052,0.0274918,0
h48,4.22292,2016,2311800.0,2300860.0,10134.4,196.336,7160.7,627.9030480593623,0.14924210592115353,0.0278429,0
h48,4.23958,2024,631852.0,620052.0,11130.3,164.026,4071.2,459.7722548347056,0.15043320307202154,0.0275477,0
h48,4.25625,2032,739260.0,724469.0,14111.1,166.349,3895.36,510.2927969435525,0.1530274198263973,0.027945,0
h48,4.27292,2040,2703840.0,2688930.0,14098.5,199.218,7555.3,730.7999914141901,0.15203488280966618,0.02813,0
h48,4.28958,2048,988216.0,976184.0,11268.2,187.35,5472.16,535.3220775377841,0.15383060097519677,0.0278489,0
h48,4.30625,2056,842095.0,831728.0,9685.38,166.666,5748.46,549.5625417928082,0.1580663904889327,0.0284456,0
h48,4.32292,2064,2138250.0,2126330.0,11088.3,203.639,7808.11,616.8590329834122,0.156552231159975,0.0283904,0
h48,4.33958,2072,1811570.0,1799750.0,10971.2,208.413,5818.25,575.7099247231826,0.15524543526206383,0.0282395,0
h48,4.35625,2080,726862.0,714387.0,11783.1,169.37,4174.36,497.6602539487252,0.1575834924291512,0.0288557,0
h48,4.37292,2088,1988380.0,1973540.0,13985.9,209.411,8047.38,614.2449989763913,0.16012951767230624,0.0287198,0
h48,4.38958,2096,2673180.0,2660060.0,12249.8,214.04,7159.7,622.6587653886602,0.1605158364569012,0.0286274,0
h48,4.40625,2104,760661.0,747870.0,12069.9,176.404,3991.47,470.6008035257375,0.1637861079719487,0.0291335,0
h48,4.42292,2112,1696420.0,1681690.0,13896.1,203.699,7296.28,612.5733688368745,0.16713393083684905,0.0290169,0
h48,4.43958,2120,4058860.0,4044350.0,13589.9,226.24,9244.89,724.4449937084381,0.1654867842849469,0.0289756,0
h48,4.45625,2128,936246.0,922963.0,12516.6,187.737,4303.08,494.51326670271743,0.1683704126282164,0.0293145,0
h48,4.47292,2136,1424030.0,1409870.0,13361.5,195.213,6628.51,582.2730724817006,0.1746938488914864,0.0291502,0
h48,4.48958,2144,4915520.0,4899390.0,15152.6,238.755,10350.4,768.0504847448096,0.17414256558410351,0.0294513,0
h48,4.50625,2152,1171560.0,1156270.0,14569.6,174.381,4369.78,519.6466338902574,0.17422425305935552,0.0295946,0
h48,4.52292,2160,1336550.0,1320500.0,15279.3,189.273,5833.19,558.5185660911866,0.17989618495854037,0.0294546,0
h48,4.53958,2168,4579910.0,4563020.0,15928.4,238.132,9528.94,762.9907794839102,0.18192610858314362,0.0299629,0
h48,4.55625,2176,3.66108e+17,3.66108e+17,-1162460000.0,-1525.99,2652110000.0,70653695.17293331,0.18447700595281274,0.029883,0
