# Nx1 Nx2 Nx3 Ncycle region weighting sampled_volume cell_count C_rms H_rms M_rms Z_rms H_linf M_linf
0256 0512 0001 00771 box coordinate 5.1200000000000000e+02 131072 5.2406783292773288e-04 4.1180168609911708e-04 3.3582097654526702e-05 1.4621908330352278e-04 9.3012357704305104e-02 1.5129477073622336e-03
0256 0512 0001 00771 box proper 1.0495441403956702e+03 131072 4.5163014317079684e-04 3.4414069746123725e-04 3.3828518303514381e-05 1.3167862818985640e-04 9.3012357704305104e-02 1.5129477073622336e-03
0256 0512 0001 00771 r<=1 coordinate 1.5859375000000000e+00 406 3.0193281295550064e-04 2.6623037527726679e-04 1.4153206079867850e-04 6.1667836831899558e-06 1.3920979578275017e-03 4.4653266598610765e-04
0256 0512 0001 00771 r<=1 proper 6.2926250244215858e+00 406 3.0115350514686311e-04 2.6546020627094040e-04 1.4132241192926166e-04 6.1539802874798078e-06 1.3920979578275017e-03 4.4653266598610765e-04
