cycle,time,dt_spatial,dt_source,dt_final,max_source_rate,max_coordinate_speed,negative_real_stability_radius,limiter
1051,6.5,0.043716353057878764,1.3957170865364181,0.0065574529586818146,2,1.4296709498446134,3.489292716341045,z4c_spatial_or_other
1052,6.506557452958682,0.043711577729886542,1.3957170865364181,0.0065567366594829809,2,1.4298271361014592,3.489292716341045,z4c_spatial_or_other
1053,6.5131141896181655,0.04370692091539119,1.3957170865364181,0.0065560381373086785,2,1.4299794790163523,3.489292716341045,z4c_spatial_or_other
1054,6.5196702277554746,0.043702407352182018,1.3957170865364181,0.0065553611028273022,2,1.4301271665959938,3.489292716341045,z4c_spatial_or_other
1055,6.5262255888583018,0.043698050092062936,1.3957170865364181,0.0065547075138094402,2,1.4302697687499824,3.489292716341045,z4c_spatial_or_other
1056,6.5327802963721116,0.043693849310183927,1.3957170865364181,0.0065540773965275887,2,1.4304072766926679,3.489292716341045,z4c_spatial_or_other
1057,6.5393343737686394,0.043689805182879828,1.3957170865364181,0.0065534707774319743,2,1.4305396817033893,3.489292716341045,z4c_spatial_or_other
1058,6.5458878445460718,0.043685917887744244,1.3957170865364181,0.0065528876831616361,2,1.4306669751245837,3.489292716341045,z4c_spatial_or_other
1059,6.5524407322292335,0.043682187603705007,1.3957170865364181,0.0065523281405557507,2,1.4307891483598436,3.489292716341045,z4c_spatial_or_other
1060,6.5589930603697892,0.043678614511101367,1.3957170865364181,0.0065517921766652049,2,1.4309061928719142,3.489292716341045,z4c_spatial_or_other
1061,6.5655448525464548,0.043675198791762515,1.3957170865364181,0.0065512798187643767,2,1.431018100180645,3.489292716341045,z4c_spatial_or_other
1062,6.5720961323652194,0.043671940629087559,1.3957170865364181,0.0065507910943631339,2,1.4311248618608918,3.489292716341045,z4c_spatial_or_other
1063,6.5786469234595826,0.043668840208126856,1.3957170865364181,0.0065503260312190286,2,1.4312264695403709,3.489292716341045,z4c_spatial_or_other
1064,6.5851972494908013,0.043665897715664474,1.3957170865364181,0.006549884657349671,2,1.431322914897478,3.489292716341045,z4c_spatial_or_other
1065,6.5917471341481511,0.043663113340301665,1.3957170865364181,0.0065494670010452496,2,1.4314141896590691,3.489292716341045,z4c_spatial_or_other
1066,6.5982966011491966,0.043660487272541147,1.3957170865364181,0.0065490730908811723,2,1.4315002855982177,3.489292716341045,z4c_spatial_or_other
1067,6.6048456742400781,0.04365801970487207,1.3957170865364181,0.0065487029557308105,2,1.4315811945319461,3.489292716341045,z4c_spatial_or_other
1068,6.6113943771958086,0.043655710831855016,1.3957170865364181,0.0065483566247782525,2,1.4316569083189581,3.489292716341045,z4c_spatial_or_other
1069,6.6179427338205867,0.043653560850207183,1.3957170865364181,0.0065480341275310772,2,1.4317274188573639,3.489292716341045,z4c_spatial_or_other
1070,6.6244907679481182,0.043651569958887082,1.3957170865364181,0.006547735493833062,2,1.4317927180824235,3.489292716341045,z4c_spatial_or_other
1071,6.6310385034419514,0.043649738359178201,1.3957170865364181,0.0065474607538767299,2,1.4318527979643243,3.489292716341045,z4c_spatial_or_other
1072,6.6375859641958286,0.043648066254771599,1.3957170865364181,0.0065472099382157395,2,1.4319076505059949,3.489292716341045,z4c_spatial_or_other
1073,6.6441331741340441,0.043646522375641691,1.3957170865364181,0.0065469783563462539,2,1.4319583004138741,3.489292716341045,z4c_spatial_or_other
1074,6.6506801524903905,0.04364104010487338,1.3957170865364181,0.0065461560157310068,2,1.4321381857491671,3.489292716341045,z4c_spatial_or_other
1075,6.6572263085061216,0.04363571077120873,1.3957170865364181,0.0065453566156813093,2,1.4323130962092203,3.489292716341045,z4c_spatial_or_other
1076,6.6637716651218026,0.043630534573059314,1.3957170865364181,0.0065445801859588971,2,1.4324830216174358,3.489292716341045,z4c_spatial_or_other
1077,6.6703162453077613,0.043625511710837603,1.3957170865364181,0.0065438267566256406,2,1.4326479518284603,3.489292716341045,z4c_spatial_or_other
1078,6.6768600720643869,0.043620642387005082,1.3957170865364181,0.0065430963580507618,2,1.4328078767271712,3.489292716341045,z4c_spatial_or_other
1079,6.683403168422438,0.043615926806113495,1.3957170865364181,0.0065423890209170242,2,1.4329627862278875,3.489292716341045,z4c_spatial_or_other
1080,6.6899455574433553,0.043611365174838893,1.3957170865364181,0.0065417047762258334,2,1.4331126702738191,3.489292716341045,z4c_spatial_or_other
1081,6.6964872622195815,0.043606957702007829,1.3957170865364181,0.0065410436553011743,2,1.4332575188367764,3.489292716341045,z4c_spatial_or_other
1082,6.7030283058748825,0.04360270459861558,1.3957170865364181,0.006540405689792337,2,1.4333973219171461,3.489292716341045,z4c_spatial_or_other
1083,6.7095687115646747,0.043598606077835896,1.3957170865364181,0.0065397909116753838,2,1.4335320695441442,3.489292716341045,z4c_spatial_or_other
1084,6.7161085024763505,0.043594662355022254,1.3957170865364181,0.0065391993532533379,2,1.4336617517763568,3.489292716341045,z4c_spatial_or_other
1085,6.7226477018296036,0.043590873647700361,1.3957170865364181,0.0065386310471550538,2,1.4337863587025674,3.489292716341045,z4c_spatial_or_other
1086,6.7291863328767585,0.043587240175552176,1.3957170865364181,0.0065380860263328259,2,1.4339058804428706,3.489292716341045,z4c_spatial_or_other
1087,6.7357244189030911,0.043583762160391067,1.3957170865364181,0.0065375643240586602,2,1.4340203071500792,3.489292716341045,z4c_spatial_or_other
1088,6.7422619832271495,0.043580439826129025,1.3957170865364181,0.0065370659739193539,2,1.4341296290113987,3.489292716341045,z4c_spatial_or_other
1089,6.748799049201069,0.043577273398735482,1.3957170865364181,0.0065365910098103223,2,1.4342338362503795,3.489292716341045,z4c_spatial_or_other
1090,6.7553356402108795,0.043574263106188817,1.3957170865364181,0.0065361394659283227,2,1.4343329191291172,3.489292716341045,z4c_spatial_or_other
1091,6.7618717796768077,0.043571409178420499,1.3957170865364181,0.0065357113767630743,2,1.4344268679506977,3.489292716341045,z4c_spatial_or_other
1092,6.768407491053571,0.043568711847252931,1.3957170865364181,0.0065353067770879394,2,1.4345156730618538,3.489292716341045,z4c_spatial_or_other
1093,6.7749427978306587,0.043566171346331423,1.3957170865364181,0.0065349257019497132,2,1.4345993248558193,3.489292716341045,z4c_spatial_or_other
1094,6.7814777235326087,0.043563787911051241,1.3957170865364181,0.006534568186657686,2,1.4346778137753495,3.489292716341045,z4c_spatial_or_other
1095,6.7880122917192667,0.043561561778480543,1.3957170865364181,0.0065342342667720809,2,1.4347511303158802,3.489292716341045,z4c_spatial_or_other
1096,6.7945465259860391,0.043559493187280217,1.3957170865364181,0.0065339239780920324,2,1.4348192650287903,3.489292716341045,z4c_spatial_or_other
1097,6.8010804499641315,0.043557582377621765,1.3957170865364181,0.0065336373566432645,2,1.434882208524735,3.489292716341045,z4c_spatial_or_other
1098,6.8076140873207747,0.043555829591104017,1.3957170865364181,0.0065333744386656028,2,1.4349399514770165,3.489292716341045,z4c_spatial_or_other
1099,6.8141474617594406,0.04355260281360615,1.3957170865364181,0.0065328904220409226,2,1.4350462650299869,3.489292716341045,z4c_spatial_or_other
1100,6.8206803521814816,0.043547089339699252,1.3957170865364181,0.0065320634009548876,2,1.4352279554772107,3.489292716341045,z4c_spatial_or_other
1101,6.8272124155824363,0.043541727640010304,1.3957170865364181,0.0065312591460015453,2,1.4354046885031961,3.489292716341045,z4c_spatial_or_other
1102,6.8337436747284377,0.043536517924600671,1.3957170865364181,0.0065304776886901004,2,1.4355764535014377,3.489292716341045,z4c_spatial_or_other
1103,6.8402741524171278,0.043531460402548093,1.3957170865364181,0.0065297190603822138,2,1.4357432399934276,3.489292716341045,z4c_spatial_or_other
1104,6.8468038714775101,0.04352655528190217,1.3957170865364181,0.0065289832922853256,2,1.4359050376308269,3.489292716341045,z4c_spatial_or_other
1105,6.8533328547697954,0.043521802769652791,1.3957170865364181,0.0065282704154479183,2,1.4360618361972006,3.489292716341045,z4c_spatial_or_other
1106,6.859861125185243,0.043517203071713084,1.3957170865364181,0.0065275804607569628,2,1.4362136256092721,3.489292716341045,z4c_spatial_or_other
1107,6.866388705646,0.043512756392917538,1.3957170865364181,0.0065269134589376306,2,1.4363603959176663,3.489292716341045,z4c_spatial_or_other
1108,6.8729156191049379,0.04350846293703603,1.3957170865364181,0.0065262694405554041,2,1.436502137307123,3.489292716341045,z4c_spatial_or_other
1109,6.8794418885454931,0.043504322906804407,1.3957170865364181,0.0065256484360206608,2,1.4366388400961534,3.489292716341045,z4c_spatial_or_other
1110,6.8859675369815134,0.043500336503971927,1.3957170865364181,0.0065250504755957886,2,1.4367704947361328,3.489292716341045,z4c_spatial_or_other
1111,6.8924925874571095,0.043496503929365646,1.3957170865364181,0.006524475589404847,2,1.4368970918098223,3.489292716341045,z4c_spatial_or_other
1112,6.8990170630465144,0.043492825382971556,1.3957170865364181,0.0065239238074457336,2,1.4370186220293288,3.489292716341045,z4c_spatial_or_other
1113,6.9055409868539606,0.043489301064032017,1.3957170865364181,0.006523395159604802,2,1.4371350762335164,3.489292716341045,z4c_spatial_or_other
1114,6.9120643820135657,0.043485931171158974,1.3957170865364181,0.0065228896756738463,2,1.437246445384885,3.489292716341045,z4c_spatial_or_other
1115,6.9185872716892396,0.043482715902461742,1.3957170865364181,0.0065224073853692608,2,1.4373527205659573,3.489292716341045,z4c_spatial_or_other
1116,6.9251096790746089,0.043479655455688548,1.3957170865364181,0.0065219483183532817,2,1.4374538929752023,3.489292716341045,z4c_spatial_or_other
1117,6.9316316273929619,0.043476750028380133,1.3957170865364181,0.00652151250425702,2,1.437549953922548,3.489292716341045,z4c_spatial_or_other
1118,6.9381531398972189,0.043473999818033945,1.3957170865364181,0.0065210999727050916,2,1.4376408948245352,3.489292716341045,z4c_spatial_or_other
1119,6.9446742398699239,0.043471405022277317,1.3957170865364181,0.0065207107533415973,2,1.4377267071991648,3.489292716341045,z4c_spatial_or_other
1120,6.9511949506232655,0.043468965839047483,1.3957170865364181,0.006520344875857122,2,1.4378073826605104,3.489292716341045,z4c_spatial_or_other
1121,6.9577152954991224,0.043466682466776686,1.3957170865364181,0.0065200023700165031,2,1.4378829129131545,3.489292716341045,z4c_spatial_or_other
1122,6.9642352978691386,0.043464555104580048,1.3957170865364181,0.0065196832656870072,2,1.437953289746525,3.489292716341045,z4c_spatial_or_other
