cycle,time,stage,operation,field,region,rank,gid,level,i,j,k,x,y,z,max_abs,nonzero,bit_mismatch,nonfinite
267,10.01249999999995,1,post_rk,z4c_betay,exterior,0,0,0,10,11,19,-1.1875,-1.0625,-0.0625,7.2185019056456885e-11,30592,30592,0
267,10.01249999999995,1,post_rk,z4c_betay,outer_boundary,0,4,0,7,11,4,-1.5625,-1.0625,0.0625,6.4569093290850872e-11,18944,18944,0
267,10.01249999999995,1,post_rk,z4c_betay,ghost,0,4,0,0,0,23,-2.4375,-2.4375,2.4375,1.1448034881178515e-09,77824,77824,0
267,10.01249999999995,1,post_rk,z4c_betaz,interior,0,2,0,15,4,13,-0.5625,0.0625,-0.8125,4.6250578340947194e-11,2176,2176,0
267,10.01249999999995,1,post_rk,z4c_betaz,exterior,0,2,0,10,4,11,-1.1875,0.0625,-1.0625,7.218481080792275e-11,30592,30592,0
267,10.01249999999995,1,post_rk,z4c_betaz,outer_boundary,0,2,0,7,4,11,-1.5625,0.0625,-1.0625,6.4568955213069487e-11,18944,18944,0
267,10.01249999999995,1,post_rk,z4c_betaz,ghost,0,6,0,0,23,23,-2.4375,2.4375,2.4375,1.0795438570854188e-09,77824,77824,0
267,10.01249999999995,1,post_rk,z4c_Bx,interior,0,0,0,19,17,12,-0.0625,-0.3125,-0.9375,0,0,0,0
267,10.01249999999995,1,post_rk,z4c_Bx,exterior,0,0,0,4,4,4,-1.9375,-1.9375,-1.9375,0,0,0,0
267,10.01249999999995,1,post_rk,z4c_Bx,outer_boundary,0,0,0,4,4,4,-1.9375,-1.9375,-1.9375,0,0,0,0
267,10.01249999999995,1,post_rk,z4c_Bx,ghost,0,0,0,0,0,0,-2.4375,-2.4375,-2.4375,0,0,0,0
267,10.01249999999995,1,post_rk,z4c_By,interior,0,0,0,19,17,12,-0.0625,-0.3125,-0.9375,0,0,0,0
267,10.01249999999995,1,post_rk,z4c_By,exterior,0,0,0,4,4,4,-1.9375,-1.9375,-1.9375,0,0,0,0
267,10.01249999999995,1,post_rk,z4c_By,outer_boundary,0,0,0,4,4,4,-1.9375,-1.9375,-1.9375,0,0,0,0
267,10.01249999999995,1,post_rk,z4c_By,ghost,0,0,0,0,0,0,-2.4375,-2.4375,-2.4375,0,0,0,0
267,10.01249999999995,1,post_rk,z4c_Bz,interior,0,0,0,19,17,12,-0.0625,-0.3125,-0.9375,0,0,0,0
267,10.01249999999995,1,post_rk,z4c_Bz,exterior,0,0,0,4,4,4,-1.9375,-1.9375,-1.9375,0,0,0,0
267,10.01249999999995,1,post_rk,z4c_Bz,outer_boundary,0,0,0,4,4,4,-1.9375,-1.9375,-1.9375,0,0,0,0
267,10.01249999999995,1,post_rk,z4c_Bz,ghost,0,0,0,0,0,0,-2.4375,-2.4375,-2.4375,0,0,0,0
267,10.01249999999995,1,post_exchange,z4c_chi,interior,0,6,0,12,4,4,-0.9375,0.0625,0.0625,1.5277938934582166e-11,2176,2176,0
267,10.01249999999995,1,post_exchange,z4c_chi,exterior,0,6,0,4,5,5,-1.9375,0.1875,0.1875,1.8508606257870708e-11,30592,30592,0
267,10.01249999999995,1,post_exchange,z4c_chi,outer_boundary,0,6,0,4,5,5,-1.9375,0.1875,0.1875,1.8508606257870708e-11,18944,18944,0
267,10.01249999999995,1,post_exchange,z4c_chi,ghost,0,2,0,0,23,0,-2.4375,2.4375,-2.4375,3.9400027684877159e-09,77824,77824,0
267,10.01249999999995,1,post_exchange,z4c_gxx,interior,0,6,0,12,5,5,-0.9375,0.1875,0.1875,8.4975820867708163e-11,2176,2176,0
267,10.01249999999995,1,post_exchange,z4c_gxx,exterior,0,2,0,4,4,19,-1.9375,0.0625,-0.0625,1.5675938134368518e-10,30592,30592,0
267,10.01249999999995,1,post_exchange,z4c_gxx,outer_boundary,0,2,0,4,4,19,-1.9375,0.0625,-0.0625,1.5675938134368518e-10,18944,18944,0
267,10.01249999999995,1,post_exchange,z4c_gxx,ghost,0,6,0,0,23,23,-2.4375,2.4375,2.4375,5.0564123998952937e-09,77824,77824,0
267,10.01249999999995,1,post_exchange,z4c_gxy,interior,0,4,0,13,18,5,-0.8125,-0.1875,0.1875,7.3756207250102505e-11,2176,2176,0
267,10.01249999999995,1,post_exchange,z4c_gxy,exterior,0,0,0,7,15,19,-1.5625,-0.5625,-0.0625,9.6951624459503825e-11,30592,30592,0
267,10.01249999999995,1,post_exchange,z4c_gxy,outer_boundary,0,0,0,7,15,19,-1.5625,-0.5625,-0.0625,9.6951624459503825e-11,18944,18944,0
267,10.01249999999995,1,post_exchange,z4c_gxy,ghost,0,2,0,0,23,19,-2.4375,2.4375,-0.0625,1.0502531587513189e-08,77824,77824,0
267,10.01249999999995,1,post_exchange,z4c_gxz,interior,0,2,0,13,5,18,-0.8125,0.1875,-0.1875,7.375782439365609e-11,2176,2176,0
267,10.01249999999995,1,post_exchange,z4c_gxz,exterior,0,4,0,7,19,8,-1.5625,-0.0625,0.5625,9.6951167411485216e-11,30592,30592,0
267,10.01249999999995,1,post_exchange,z4c_gxz,outer_boundary,0,4,0,7,19,8,-1.5625,-0.0625,0.5625,9.6951167411485216e-11,18944,18944,0
267,10.01249999999995,1,post_exchange,z4c_gxz,ghost,0,0,0,0,20,0,-2.4375,0.0625,-2.4375,1.0499481524411511e-08,77824,77824,0
267,10.01249999999995,1,post_exchange,z4c_gyy,interior,0,6,0,18,4,7,-0.1875,0.0625,0.4375,9.9553308977561044e-11,2176,2176,0
267,10.01249999999995,1,post_exchange,z4c_gyy,exterior,0,2,0,4,4,18,-1.9375,0.0625,-0.1875,7.8491868690452877e-11,30592,30592,0
267,10.01249999999995,1,post_exchange,z4c_gyy,outer_boundary,0,2,0,4,4,18,-1.9375,0.0625,-0.1875,7.8491868690452877e-11,18944,18944,0
267,10.01249999999995,1,post_exchange,z4c_gyy,ghost,0,0,0,0,0,0,-2.4375,-2.4375,-2.4375,2.196680615185187e-09,77824,77824,0
267,10.01249999999995,1,post_exchange,z4c_gyz,interior,0,6,0,14,8,7,-0.6875,0.5625,0.4375,6.7243488756681511e-11,2176,2176,0
267,10.01249999999995,1,post_exchange,z4c_gyz,exterior,0,6,0,14,8,8,-0.6875,0.5625,0.5625,7.0467291438061782e-11,30592,30592,0
267,10.01249999999995,1,post_exchange,z4c_gyz,outer_boundary,0,4,0,5,11,11,-1.8125,-1.0625,0.9375,3.5917719629723629e-11,18944,18944,0
267,10.01249999999995,1,post_exchange,z4c_gyz,ghost,0,3,0,23,23,0,2.4375,2.4375,-2.4375,9.2296507111428856e-09,77824,77824,0
267,10.01249999999995,1,post_exchange,z4c_gzz,interior,0,2,0,18,7,19,-0.1875,0.4375,-0.0625,9.9552870417782274e-11,2176,2176,0
267,10.01249999999995,1,post_exchange,z4c_gzz,exterior,0,2,0,4,5,19,-1.9375,0.1875,-0.0625,7.8494084582853002e-11,30592,30592,0
267,10.01249999999995,1,post_exchange,z4c_gzz,outer_boundary,0,2,0,4,5,19,-1.9375,0.1875,-0.0625,7.8494084582853002e-11,18944,18944,0
267,10.01249999999995,1,post_exchange,z4c_gzz,ghost,0,4,0,0,0,23,-2.4375,-2.4375,2.4375,3.8790379797148944e-09,77823,77823,0
267,10.01249999999995,1,post_exchange,z4c_Khat,interior,0,0,0,17,19,19,-0.3125,-0.0625,-0.0625,7.9135674688217061e-10,2176,2176,0
267,10.01249999999995,1,post_exchange,z4c_Khat,exterior,0,0,0,4,19,19,-1.9375,-0.0625,-0.0625,3.9874388558557268e-10,30592,30592,0
267,10.01249999999995,1,post_exchange,z4c_Khat,outer_boundary,0,0,0,4,19,19,-1.9375,-0.0625,-0.0625,3.9874388558557268e-10,18944,18944,0
267,10.01249999999995,1,post_exchange,z4c_Khat,ghost,0,4,0,0,0,23,-2.4375,-2.4375,2.4375,8.7131628856429444e-09,77824,77824,0
267,10.01249999999995,1,post_exchange,z4c_Axx,interior,0,0,0,12,19,19,-0.9375,-0.0625,-0.0625,3.0243918264965044e-10,2176,2176,0
267,10.01249999999995,1,post_exchange,z4c_Axx,exterior,0,0,0,11,19,19,-1.0625,-0.0625,-0.0625,3.3550214531465756e-10,30592,30592,0
267,10.01249999999995,1,post_exchange,z4c_Axx,outer_boundary,0,4,0,4,19,4,-1.9375,-0.0625,0.0625,1.4860525191796166e-10,18944,18944,0
267,10.01249999999995,1,post_exchange,z4c_Axx,ghost,0,2,0,0,23,0,-2.4375,2.4375,-2.4375,6.9157314977505288e-09,77824,77824,0
267,10.01249999999995,1,post_exchange,z4c_Axy,interior,0,6,0,19,5,4,-0.0625,0.1875,0.0625,4.4510609367541408e-10,2176,2176,0
267,10.01249999999995,1,post_exchange,z4c_Axy,exterior,0,2,0,10,7,19,-1.1875,0.4375,-0.0625,3.3291876486130322e-10,30592,30592,0
267,10.01249999999995,1,post_exchange,z4c_Axy,outer_boundary,0,2,0,7,8,19,-1.5625,0.5625,-0.0625,2.7293112207302839e-10,18944,18944,0
267,10.01249999999995,1,post_exchange,z4c_Axy,ghost,0,2,0,0,23,19,-2.4375,2.4375,-0.0625,2.3719356624651855e-08,77824,77824,0
267,10.01249999999995,1,post_exchange,z4c_Axz,interior,0,6,0,19,4,5,-0.0625,0.0625,0.1875,4.4510609404250779e-10,2176,2176,0
267,10.01249999999995,1,post_exchange,z4c_Axz,exterior,0,6,0,10,4,7,-1.1875,0.0625,0.4375,3.3292084196886402e-10,30592,30592,0
267,10.01249999999995,1,post_exchange,z4c_Axz,outer_boundary,0,4,0,7,19,8,-1.5625,-0.0625,0.5625,2.7293157030740562e-10,18944,18944,0
267,10.01249999999995,1,post_exchange,z4c_Axz,ghost,0,0,0,0,19,0,-2.4375,-0.0625,-2.4375,2.3703012032305626e-08,77824,77824,0
267,10.01249999999995,1,post_exchange,z4c_Ayy,interior,0,2,0,16,7,19,-0.4375,0.4375,-0.0625,2.5649797752667888e-10,2176,2176,0
267,10.01249999999995,1,post_exchange,z4c_Ayy,exterior,0,2,0,14,14,19,-0.6875,1.3125,-0.0625,1.9079492803101681e-10,30592,30592,0
267,10.01249999999995,1,post_exchange,z4c_Ayy,outer_boundary,0,2,0,7,15,17,-1.5625,1.4375,-0.3125,1.4694137921958364e-10,18944,18944,0
267,10.01249999999995,1,post_exchange,z4c_Ayy,ghost,0,2,0,0,23,19,-2.4375,2.4375,-0.0625,6.7874089161590323e-09,77824,77824,0
267,10.01249999999995,1,post_exchange,z4c_Ayz,interior,0,6,0,17,5,5,-0.3125,0.1875,0.1875,2.5936039625564872e-10,2176,2176,0
267,10.01249999999995,1,post_exchange,z4c_Ayz,exterior,0,0,0,13,12,12,-0.8125,-0.9375,-0.9375,1.7350325333471727e-10,30592,30592,0
267,10.01249999999995,1,post_exchange,z4c_Ayz,outer_boundary,0,6,0,7,8,8,-1.5625,0.5625,0.5625,8.6181006731349586e-11,18944,18944,0
267,10.01249999999995,1,post_exchange,z4c_Ayz,ghost,0,0,0,0,0,0,-2.4375,-2.4375,-2.4375,2.1458883031622022e-08,77824,77824,0
267,10.01249999999995,1,post_exchange,z4c_Azz,interior,0,4,0,16,19,7,-0.4375,-0.0625,0.4375,2.5649807492540289e-10,2176,2176,0
267,10.01249999999995,1,post_exchange,z4c_Azz,exterior,0,0,0,14,19,9,-0.6875,-0.0625,-1.3125,1.9079414677797063e-10,30592,30592,0
267,10.01249999999995,1,post_exchange,z4c_Azz,outer_boundary,0,0,0,7,17,8,-1.5625,-0.3125,-1.4375,1.4694321163357171e-10,18944,18944,0
267,10.01249999999995,1,post_exchange,z4c_Azz,ghost,0,0,0,0,19,0,-2.4375,-0.0625,-2.4375,6.7750933925581069e-09,77824,77824,0
267,10.01249999999995,1,post_exchange,z4c_Gamx,interior,0,6,0,16,4,4,-0.4375,0.0625,0.0625,1.3025446334696725e-10,2176,2176,0
267,10.01249999999995,1,post_exchange,z4c_Gamx,exterior,0,6,0,14,9,6,-0.6875,0.6875,0.3125,9.338244679548156e-11,30592,30592,0
267,10.01249999999995,1,post_exchange,z4c_Gamx,outer_boundary,0,0,0,7,19,19,-1.5625,-0.0625,-0.0625,8.8513662952421645e-11,18944,18944,0
267,10.01249999999995,1,post_exchange,z4c_Gamx,ghost,0,4,0,0,17,23,-2.4375,-0.3125,2.4375,3.7826870780122723e-09,77824,77824,0
267,10.01249999999995,1,post_exchange,z4c_Gamy,interior,0,2,0,13,7,19,-0.8125,0.4375,-0.0625,1.5056481964824373e-10,2176,2176,0
267,10.01249999999995,1,post_exchange,z4c_Gamy,exterior,0,0,0,11,9,19,-1.0625,-1.3125,-0.0625,1.7887371056601287e-10,30592,30592,0
267,10.01249999999995,1,post_exchange,z4c_Gamy,outer_boundary,0,0,0,7,9,19,-1.5625,-1.3125,-0.0625,1.5017034297366346e-10,18944,18944,0
267,10.01249999999995,1,post_exchange,z4c_Gamy,ghost,0,0,0,0,0,0,-2.4375,-2.4375,-2.4375,5.2904761409998061e-09,77824,77824,0
267,10.01249999999995,1,post_exchange,z4c_Gamz,interior,0,4,0,13,19,7,-0.8125,-0.0625,0.4375,1.5056509433312911e-10,2176,2176,0
267,10.01249999999995,1,post_exchange,z4c_Gamz,exterior,0,2,0,11,4,9,-1.0625,0.0625,-1.3125,1.7887226099929545e-10,30592,30592,0
267,10.01249999999995,1,post_exchange,z4c_Gamz,outer_boundary,0,0,0,7,19,9,-1.5625,-0.0625,-1.3125,1.501700422398839e-10,18944,18944,0
267,10.01249999999995,1,post_exchange,z4c_Gamz,ghost,0,0,0,0,0,0,-2.4375,-2.4375,-2.4375,5.0341118906015812e-09,77824,77824,0
267,10.01249999999995,1,post_exchange,z4c_Theta,interior,0,6,0,15,4,4,-0.5625,0.0625,0.0625,1.7177566360855226e-10,2176,2176,0
267,10.01249999999995,1,post_exchange,z4c_Theta,exterior,0,4,0,10,19,4,-1.1875,-0.0625,0.0625,1.9085231518915412e-10,30592,30592,0
267,10.01249999999995,1,post_exchange,z4c_Theta,outer_boundary,0,6,0,7,4,4,-1.5625,0.0625,0.0625,9.8037427999850726e-11,18944,18944,0
267,10.01249999999995,1,post_exchange,z4c_Theta,ghost,0,0,0,0,0,0,-2.4375,-2.4375,-2.4375,1.9598548667889715e-08,77824,77824,0
267,10.01249999999995,1,post_exchange,z4c_alpha,interior,0,4,0,12,19,4,-0.9375,-0.0625,0.0625,3.4800244859417966e-10,2176,2176,0
267,10.01249999999995,1,post_exchange,z4c_alpha,exterior,0,4,0,11,19,4,-1.0625,-0.0625,0.0625,3.3841633151747234e-10,30592,30592,0
267,10.01249999999995,1,post_exchange,z4c_alpha,outer_boundary,0,2,0,7,4,19,-1.5625,0.0625,-0.0625,1.98698632139867e-10,18944,18944,0
267,10.01249999999995,1,post_exchange,z4c_alpha,ghost,0,2,0,0,23,0,-2.4375,2.4375,-2.4375,9.3439249670979052e-09,77824,77824,0
267,10.01249999999995,1,post_exchange,z4c_betax,interior,0,0,0,17,19,19,-0.3125,-0.0625,-0.0625,4.0274154420060042e-11,2176,2176,0
267,10.01249999999995,1,post_exchange,z4c_betax,exterior,0,6,0,4,4,4,-1.9375,0.0625,0.0625,7.8501644266575476e-11,30592,30592,0
267,10.01249999999995,1,post_exchange,z4c_betax,outer_boundary,0,6,0,4,4,4,-1.9375,0.0625,0.0625,7.8501644266575476e-11,18944,18944,0
267,10.01249999999995,1,post_exchange,z4c_betax,ghost,0,5,0,23,0,23,2.4375,-2.4375,2.4375,1.0071043166082205e-09,77824,77824,0
267,10.01249999999995,1,post_exchange,z4c_betay,interior,0,4,0,15,13,4,-0.5625,-0.8125,0.0625,4.6250783790308896e-11,2176,2176,0
267,10.01249999999995,1,post_exchange,z4c_betay,exterior,0,0,0,10,11,19,-1.1875,-1.0625,-0.0625,7.2185019056456885e-11,30592,30592,0
267,10.01249999999995,1,post_exchange,z4c_betay,outer_boundary,0,4,0,7,11,4,-1.5625,-1.0625,0.0625,6.4569093290850872e-11,18944,18944,0
267,10.01249999999995,1,post_exchange,z4c_betay,ghost,0,4,0,0,0,23,-2.4375,-2.4375,2.4375,1.1448034881178515e-09,77824,77824,0
267,10.01249999999995,1,post_exchange,z4c_betaz,interior,0,2,0,15,4,13,-0.5625,0.0625,-0.8125,4.6250578340947194e-11,2176,2176,0
267,10.01249999999995,1,post_exchange,z4c_betaz,exterior,0,2,0,10,4,11,-1.1875,0.0625,-1.0625,7.218481080792275e-11,30592,30592,0
267,10.01249999999995,1,post_exchange,z4c_betaz,outer_boundary,0,2,0,7,4,11,-1.5625,0.0625,-1.0625,6.4568955213069487e-11,18944,18944,0
267,10.01249999999995,1,post_exchange,z4c_betaz,ghost,0,6,0,0,23,23,-2.4375,2.4375,2.4375,1.0795438570854188e-09,77824,77824,0
267,10.01249999999995,1,post_exchange,z4c_Bx,interior,0,0,0,19,17,12,-0.0625,-0.3125,-0.9375,0,0,0,0
267,10.01249999999995,1,post_exchange,z4c_Bx,exterior,0,0,0,4,4,4,-1.9375,-1.9375,-1.9375,0,0,0,0
267,10.01249999999995,1,post_exchange,z4c_Bx,outer_boundary,0,0,0,4,4,4,-1.9375,-1.9375,-1.9375,0,0,0,0
267,10.01249999999995,1,post_exchange,z4c_Bx,ghost,0,0,0,0,0,0,-2.4375,-2.4375,-2.4375,0,0,0,0
267,10.01249999999995,1,post_exchange,z4c_By,interior,0,0,0,19,17,12,-0.0625,-0.3125,-0.9375,0,0,0,0
267,10.01249999999995,1,post_exchange,z4c_By,exterior,0,0,0,4,4,4,-1.9375,-1.9375,-1.9375,0,0,0,0
267,10.01249999999995,1,post_exchange,z4c_By,outer_boundary,0,0,0,4,4,4,-1.9375,-1.9375,-1.9375,0,0,0,0
267,10.01249999999995,1,post_exchange,z4c_By,ghost,0,0,0,0,0,0,-2.4375,-2.4375,-2.4375,0,0,0,0
267,10.01249999999995,1,post_exchange,z4c_Bz,interior,0,0,0,19,17,12,-0.0625,-0.3125,-0.9375,0,0,0,0
267,10.01249999999995,1,post_exchange,z4c_Bz,exterior,0,0,0,4,4,4,-1.9375,-1.9375,-1.9375,0,0,0,0
267,10.01249999999995,1,post_exchange,z4c_Bz,outer_boundary,0,0,0,4,4,4,-1.9375,-1.9375,-1.9375,0,0,0,0
267,10.01249999999995,1,post_exchange,z4c_Bz,ghost,0,0,0,0,0,0,-2.4375,-2.4375,-2.4375,0,0,0,0
267,10.01249999999995,1,pre_physical_bc,z4c_chi,interior,0,6,0,12,4,4,-0.9375,0.0625,0.0625,1.5277938934582166e-11,2176,2176,0
267,10.01249999999995,1,pre_physical_bc,z4c_chi,exterior,0,6,0,4,5,5,-1.9375,0.1875,0.1875,1.8508606257870708e-11,30592,30592,0
267,10.01249999999995,1,pre_physical_bc,z4c_chi,outer_boundary,0,6,0,4,5,5,-1.9375,0.1875,0.1875,1.8508606257870708e-11,18944,18944,0
267,10.01249999999995,1,pre_physical_bc,z4c_chi,ghost,0,2,0,0,23,0,-2.4375,2.4375,-2.4375,3.9400027684877159e-09,77824,77824,0
267,10.01249999999995,1,pre_physical_bc,z4c_gxx,interior,0,6,0,12,5,5,-0.9375,0.1875,0.1875,8.4975820867708163e-11,2176,2176,0
267,10.01249999999995,1,pre_physical_bc,z4c_gxx,exterior,0,2,0,4,4,19,-1.9375,0.0625,-0.0625,1.5675938134368518e-10,30592,30592,0
267,10.01249999999995,1,pre_physical_bc,z4c_gxx,outer_boundary,0,2,0,4,4,19,-1.9375,0.0625,-0.0625,1.5675938134368518e-10,18944,18944,0
267,10.01249999999995,1,pre_physical_bc,z4c_gxx,ghost,0,6,0,0,23,23,-2.4375,2.4375,2.4375,5.0564123998952937e-09,77824,77824,0
267,10.01249999999995,1,pre_physical_bc,z4c_gxy,interior,0,4,0,13,18,5,-0.8125,-0.1875,0.1875,7.3756207250102505e-11,2176,2176,0
267,10.01249999999995,1,pre_physical_bc,z4c_gxy,exterior,0,0,0,7,15,19,-1.5625,-0.5625,-0.0625,9.6951624459503825e-11,30592,30592,0
267,10.01249999999995,1,pre_physical_bc,z4c_gxy,outer_boundary,0,0,0,7,15,19,-1.5625,-0.5625,-0.0625,9.6951624459503825e-11,18944,18944,0
267,10.01249999999995,1,pre_physical_bc,z4c_gxy,ghost,0,2,0,0,23,19,-2.4375,2.4375,-0.0625,1.0502531587513189e-08,77824,77824,0
267,10.01249999999995,1,pre_physical_bc,z4c_gxz,interior,0,2,0,13,5,18,-0.8125,0.1875,-0.1875,7.375782439365609e-11,2176,2176,0
267,10.01249999999995,1,pre_physical_bc,z4c_gxz,exterior,0,4,0,7,19,8,-1.5625,-0.0625,0.5625,9.6951167411485216e-11,30592,30592,0
267,10.01249999999995,1,pre_physical_bc,z4c_gxz,outer_boundary,0,4,0,7,19,8,-1.5625,-0.0625,0.5625,9.6951167411485216e-11,18944,18944,0
267,10.01249999999995,1,pre_physical_bc,z4c_gxz,ghost,0,0,0,0,20,0,-2.4375,0.0625,-2.4375,1.0499481524411511e-08,77824,77824,0
267,10.01249999999995,1,pre_physical_bc,z4c_gyy,interior,0,6,0,18,4,7,-0.1875,0.0625,0.4375,9.9553308977561044e-11,2176,2176,0
267,10.01249999999995,1,pre_physical_bc,z4c_gyy,exterior,0,2,0,4,4,18,-1.9375,0.0625,-0.1875,7.8491868690452877e-11,30592,30592,0
267,10.01249999999995,1,pre_physical_bc,z4c_gyy,outer_boundary,0,2,0,4,4,18,-1.9375,0.0625,-0.1875,7.8491868690452877e-11,18944,18944,0
267,10.01249999999995,1,pre_physical_bc,z4c_gyy,ghost,0,0,0,0,0,0,-2.4375,-2.4375,-2.4375,2.196680615185187e-09,77824,77824,0
267,10.01249999999995,1,pre_physical_bc,z4c_gyz,interior,0,6,0,14,8,7,-0.6875,0.5625,0.4375,6.7243488756681511e-11,2176,2176,0
267,10.01249999999995,1,pre_physical_bc,z4c_gyz,exterior,0,6,0,14,8,8,-0.6875,0.5625,0.5625,7.0467291438061782e-11,30592,30592,0
267,10.01249999999995,1,pre_physical_bc,z4c_gyz,outer_boundary,0,4,0,5,11,11,-1.8125,-1.0625,0.9375,3.5917719629723629e-11,18944,18944,0
267,10.01249999999995,1,pre_physical_bc,z4c_gyz,ghost,0,3,0,23,23,0,2.4375,2.4375,-2.4375,9.2296507111428856e-09,77824,77824,0
267,10.01249999999995,1,pre_physical_bc,z4c_gzz,interior,0,2,0,18,7,19,-0.1875,0.4375,-0.0625,9.9552870417782274e-11,2176,2176,0
267,10.01249999999995,1,pre_physical_bc,z4c_gzz,exterior,0,2,0,4,5,19,-1.9375,0.1875,-0.0625,7.8494084582853002e-11,30592,30592,0
267,10.01249999999995,1,pre_physical_bc,z4c_gzz,outer_boundary,0,2,0,4,5,19,-1.9375,0.1875,-0.0625,7.8494084582853002e-11,18944,18944,0
267,10.01249999999995,1,pre_physical_bc,z4c_gzz,ghost,0,4,0,0,0,23,-2.4375,-2.4375,2.4375,3.8790379797148944e-09,77823,77823,0
267,10.01249999999995,1,pre_physical_bc,z4c_Khat,interior,0,0,0,17,19,19,-0.3125,-0.0625,-0.0625,7.9135674688217061e-10,2176,2176,0
267,10.01249999999995,1,pre_physical_bc,z4c_Khat,exterior,0,0,0,4,19,19,-1.9375,-0.0625,-0.0625,3.9874388558557268e-10,30592,30592,0
267,10.01249999999995,1,pre_physical_bc,z4c_Khat,outer_boundary,0,0,0,4,19,19,-1.9375,-0.0625,-0.0625,3.9874388558557268e-10,18944,18944,0
267,10.01249999999995,1,pre_physical_bc,z4c_Khat,ghost,0,4,0,0,0,23,-2.4375,-2.4375,2.4375,8.7131628856429444e-09,77824,77824,0
267,10.01249999999995,1,pre_physical_bc,z4c_Axx,interior,0,0,0,12,19,19,-0.9375,-0.0625,-0.0625,3.0243918264965044e-10,2176,2176,0
267,10.01249999999995,1,pre_physical_bc,z4c_Axx,exterior,0,0,0,11,19,19,-1.0625,-0.0625,-0.0625,3.3550214531465756e-10,30592,30592,0
267,10.01249999999995,1,pre_physical_bc,z4c_Axx,outer_boundary,0,4,0,4,19,4,-1.9375,-0.0625,0.0625,1.4860525191796166e-10,18944,18944,0
267,10.01249999999995,1,pre_physical_bc,z4c_Axx,ghost,0,2,0,0,23,0,-2.4375,2.4375,-2.4375,6.9157314977505288e-09,77824,77824,0
267,10.01249999999995,1,pre_physical_bc,z4c_Axy,interior,0,6,0,19,5,4,-0.0625,0.1875,0.0625,4.4510609367541408e-10,2176,2176,0
267,10.01249999999995,1,pre_physical_bc,z4c_Axy,exterior,0,2,0,10,7,19,-1.1875,0.4375,-0.0625,3.3291876486130322e-10,30592,30592,0
267,10.01249999999995,1,pre_physical_bc,z4c_Axy,outer_boundary,0,2,0,7,8,19,-1.5625,0.5625,-0.0625,2.7293112207302839e-10,18944,18944,0
267,10.01249999999995,1,pre_physical_bc,z4c_Axy,ghost,0,2,0,0,23,19,-2.4375,2.4375,-0.0625,2.3719356624651855e-08,77824,77824,0
267,10.01249999999995,1,pre_physical_bc,z4c_Axz,interior,0,6,0,19,4,5,-0.0625,0.0625,0.1875,4.4510609404250779e-10,2176,2176,0
267,10.01249999999995,1,pre_physical_bc,z4c_Axz,exterior,0,6,0,10,4,7,-1.1875,0.0625,0.4375,3.3292084196886402e-10,30592,30592,0
267,10.01249999999995,1,pre_physical_bc,z4c_Axz,outer_boundary,0,4,0,7,19,8,-1.5625,-0.0625,0.5625,2.7293157030740562e-10,18944,18944,0
267,10.01249999999995,1,pre_physical_bc,z4c_Axz,ghost,0,0,0,0,19,0,-2.4375,-0.0625,-2.4375,2.3703012032305626e-08,77824,77824,0
267,10.01249999999995,1,pre_physical_bc,z4c_Ayy,interior,0,2,0,16,7,19,-0.4375,0.4375,-0.0625,2.5649797752667888e-10,2176,2176,0
267,10.01249999999995,1,pre_physical_bc,z4c_Ayy,exterior,0,2,0,14,14,19,-0.6875,1.3125,-0.0625,1.9079492803101681e-10,30592,30592,0
267,10.01249999999995,1,pre_physical_bc,z4c_Ayy,outer_boundary,0,2,0,7,15,17,-1.5625,1.4375,-0.3125,1.4694137921958364e-10,18944,18944,0
267,10.01249999999995,1,pre_physical_bc,z4c_Ayy,ghost,0,2,0,0,23,19,-2.4375,2.4375,-0.0625,6.7874089161590323e-09,77824,77824,0
267,10.01249999999995,1,pre_physical_bc,z4c_Ayz,interior,0,6,0,17,5,5,-0.3125,0.1875,0.1875,2.5936039625564872e-10,2176,2176,0
267,10.01249999999995,1,pre_physical_bc,z4c_Ayz,exterior,0,0,0,13,12,12,-0.8125,-0.9375,-0.9375,1.7350325333471727e-10,30592,30592,0
267,10.01249999999995,1,pre_physical_bc,z4c_Ayz,outer_boundary,0,6,0,7,8,8,-1.5625,0.5625,0.5625,8.6181006731349586e-11,18944,18944,0
267,10.01249999999995,1,pre_physical_bc,z4c_Ayz,ghost,0,0,0,0,0,0,-2.4375,-2.4375,-2.4375,2.1458883031622022e-08,77824,77824,0
267,10.01249999999995,1,pre_physical_bc,z4c_Azz,interior,0,4,0,16,19,7,-0.4375,-0.0625,0.4375,2.5649807492540289e-10,2176,2176,0
267,10.01249999999995,1,pre_physical_bc,z4c_Azz,exterior,0,0,0,14,19,9,-0.6875,-0.0625,-1.3125,1.9079414677797063e-10,30592,30592,0
267,10.01249999999995,1,pre_physical_bc,z4c_Azz,outer_boundary,0,0,0,7,17,8,-1.5625,-0.3125,-1.4375,1.4694321163357171e-10,18944,18944,0
267,10.01249999999995,1,pre_physical_bc,z4c_Azz,ghost,0,0,0,0,19,0,-2.4375,-0.0625,-2.4375,6.7750933925581069e-09,77824,77824,0
267,10.01249999999995,1,pre_physical_bc,z4c_Gamx,interior,0,6,0,16,4,4,-0.4375,0.0625,0.0625,1.3025446334696725e-10,2176,2176,0
