cycle,time,stage,field,rank,gid,level,x,y,z,max_abs,bit_mismatch,nonfinite
0,0,2,Ht,0,7,0,1.1875,0.0625,0.0625,8.3227401359575737e-10,2146,0
0,0,2,K,0,1,0,1.0625,-0.0625,-0.3125,4.2620253992708967e-09,1020,0
0,0,2,S,0,0,0,-1.9375,-1.9375,-1.9375,0,0,0
0,0,2,Ddalpha,0,3,0,1.0625,0.3125,-0.0625,9.878886682648802e-08,2687,0
0,0,2,dbeta,0,0,0,-1.9375,-1.9375,-1.9375,0,0,0
0,0,2,dB,0,0,0,-1.9375,-1.9375,-1.9375,0,0,0
0,0,2,Gamma_u0,0,1,0,0.4375,-0.0625,-0.0625,2.7535162662463011e-09,1008,0
0,0,2,Gamma_u1,0,1,0,0.4375,-0.1875,-0.0625,1.2149086289851238e-09,1004,0
0,0,2,Gamma_u2,0,1,0,0.4375,-0.0625,-0.1875,1.2149086289851238e-09,1004,0
0,0,2,DA_u0,0,1,0,0.9375,-0.0625,-0.3125,2.678063315553203e-08,1784,0
0,0,2,DA_u1,0,7,0,1.0625,0.1875,0.0625,2.9693935865715559e-08,1793,0
0,0,2,DA_u2,0,7,0,1.0625,0.0625,0.1875,2.9693935879593347e-08,1810,0
0,0,2,dalpha_d0,0,1,0,1.0625,-0.0625,-0.0625,3.7190869495162815e-08,2060,0
0,0,2,dalpha_d1,0,1,0,0.6875,-0.3125,-0.0625,3.758988673108199e-08,2070,0
0,0,2,dalpha_d2,0,1,0,0.6875,-0.0625,-0.3125,3.758988673108199e-08,2070,0
0,0,2,dchi_d0,0,1,0,1.0625,-0.0625,-0.0625,5.8579113781931369e-11,576,0
0,0,2,dchi_d1,0,1,0,0.8125,-0.3125,-0.0625,5.7574792156067645e-11,560,0
0,0,2,dchi_d2,0,1,0,0.8125,-0.0625,-0.3125,5.7574792156067645e-11,560,0
0,0,2,dKhat_d0,0,1,0,0.9375,-0.0625,-0.3125,4.028501976449661e-08,1816,0
0,0,2,dKhat_d1,0,7,0,1.0625,0.1875,0.0625,4.2752186804606573e-08,1840,0
0,0,2,dKhat_d2,0,7,0,1.0625,0.0625,0.1875,4.2752186804606573e-08,1840,0
0,0,2,dTheta_d0,0,1,0,1.9375,-0.0625,-0.0625,5.4305447360959254e-13,628,0
0,0,2,dTheta_d1,0,3,0,1.9375,0.0625,-0.0625,2.2205725042442183e-13,628,0
0,0,2,dTheta_d2,0,5,0,1.9375,-0.0625,0.0625,2.2205725042442183e-13,628,0
0,0,2,ddbeta_d0,0,0,0,-1.9375,-1.9375,-1.9375,0,0,0
0,0,2,ddbeta_d1,0,0,0,-1.9375,-1.9375,-1.9375,0,0,0
0,0,2,ddbeta_d2,0,0,0,-1.9375,-1.9375,-1.9375,0,0,0
0,0,2,LGam_u0,0,1,0,0.3125,-0.0625,-0.0625,3.5473757264981032e-09,1778,0
0,0,2,LGam_u1,0,3,0,0.3125,0.1875,-0.0625,1.1706500213648496e-09,1764,0
0,0,2,LGam_u2,0,5,0,0.3125,-0.0625,0.1875,1.1706497993202447e-09,1762,0
0,0,2,Lbeta_u0,0,0,0,-1.9375,-1.9375,-1.9375,0,0,0
0,0,2,Lbeta_u1,0,0,0,-1.9375,-1.9375,-1.9375,0,0,0
0,0,2,Lbeta_u2,0,0,0,-1.9375,-1.9375,-1.9375,0,0,0
0,0,2,LB_d0,0,0,0,-1.9375,-1.9375,-1.9375,0,0,0
0,0,2,LB_d1,0,0,0,-1.9375,-1.9375,-1.9375,0,0,0
0,0,2,LB_d2,0,0,0,-1.9375,-1.9375,-1.9375,0,0,0
0,0,2,g_uu00,0,1,0,0.6875,-0.0625,-0.0625,3.2398261851085408e-10,280,0
0,0,2,g_uu01,0,1,0,0.5625,-0.1875,-0.0625,1.1451535031262721e-10,280,0
0,0,2,g_uu02,0,1,0,0.5625,-0.0625,-0.1875,1.1451535031262721e-10,280,0
0,0,2,g_uu10,0,1,0,0.5625,-0.1875,-0.0625,1.1451535031262721e-10,280,0
0,0,2,g_uu11,0,1,0,0.6875,-0.0625,-0.0625,1.6199153130003197e-10,276,0
0,0,2,g_uu12,0,1,0,0.5625,-0.1875,-0.1875,2.498908892083224e-11,280,0
0,0,2,g_uu20,0,1,0,0.5625,-0.0625,-0.1875,1.1451535031262721e-10,280,0
0,0,2,g_uu21,0,1,0,0.5625,-0.1875,-0.1875,2.498908892083224e-11,280,0
0,0,2,g_uu22,0,1,0,0.6875,-0.0625,-0.0625,1.6199153130003197e-10,276,0
0,0,2,A_uu00,0,3,0,1.1875,0.0625,-0.0625,2.636641960318542e-09,1076,0
0,0,2,A_uu01,0,3,0,1.0625,0.3125,-0.0625,1.4376064644272546e-09,1164,0
0,0,2,A_uu02,0,5,0,1.0625,-0.0625,0.3125,1.4376064644272546e-09,1164,0
0,0,2,A_uu10,0,3,0,1.0625,0.3125,-0.0625,1.4376064644272546e-09,1164,0
0,0,2,A_uu11,0,7,0,0.8125,0.4375,0.0625,2.0899887862024791e-09,1096,0
0,0,2,A_uu12,0,1,0,0.8125,-0.3125,-0.3125,1.2166271878832902e-09,1168,0
0,0,2,A_uu20,0,5,0,1.0625,-0.0625,0.3125,1.4376064644272546e-09,1164,0
0,0,2,A_uu21,0,1,0,0.8125,-0.3125,-0.3125,1.2166271878832902e-09,1168,0
0,0,2,A_uu22,0,7,0,0.8125,0.0625,0.4375,2.0899887723246913e-09,1096,0
0,0,2,AA_dd00,0,3,0,1.1875,0.0625,-0.0625,1.4915340906807018e-09,1544,0
0,0,2,AA_dd01,0,1,0,1.0625,-0.3125,-0.0625,4.1104820588944158e-10,1760,0
0,0,2,AA_dd02,0,1,0,1.0625,-0.0625,-0.3125,4.1104819895054767e-10,1732,0
0,0,2,AA_dd10,0,1,0,1.0625,-0.3125,-0.0625,4.1104820588944158e-10,1760,0
0,0,2,AA_dd11,0,1,0,0.4375,-0.3125,-0.0625,5.1684520552264246e-10,1576,0
0,0,2,AA_dd12,0,1,0,0.4375,-0.1875,-0.1875,5.0080069952107564e-10,1768,0
0,0,2,AA_dd20,0,1,0,1.0625,-0.0625,-0.3125,4.1104819895054767e-10,1732,0
0,0,2,AA_dd21,0,1,0,0.4375,-0.1875,-0.1875,5.0080069952107564e-10,1768,0
0,0,2,AA_dd22,0,1,0,0.4375,-0.0625,-0.3125,5.1684520552264246e-10,1584,0
0,0,2,R_dd00,0,7,0,0.4375,0.0625,0.0625,1.6405804078786659e-08,1824,0
0,0,2,R_dd01,0,1,0,0.4375,-0.3125,-0.0625,4.0762226802072201e-09,2248,0
0,0,2,R_dd02,0,1,0,0.4375,-0.0625,-0.3125,4.0762226802072209e-09,2248,0
0,0,2,R_dd10,0,1,0,0.4375,-0.3125,-0.0625,4.0762226802072201e-09,2248,0
0,0,2,R_dd11,0,1,0,0.3125,-0.0625,-0.0625,7.7983300364968538e-09,1824,0
0,0,2,R_dd12,0,7,0,0.4375,0.1875,0.1875,5.1436867511872183e-09,2224,0
0,0,2,R_dd20,0,1,0,0.4375,-0.0625,-0.3125,4.0762226802072209e-09,2248,0
0,0,2,R_dd21,0,7,0,0.4375,0.1875,0.1875,5.1436867511872183e-09,2224,0
0,0,2,R_dd22,0,1,0,0.3125,-0.0625,-0.0625,7.7983300364968538e-09,1824,0
0,0,2,Rphi_dd00,0,1,0,0.4375,-0.0625,-0.0625,7.3455319604676106e-09,966,0
0,0,2,Rphi_dd01,0,1,0,0.5625,-0.1875,-0.0625,8.4916396136947014e-10,1270,0
0,0,2,Rphi_dd02,0,1,0,0.5625,-0.0625,-0.1875,8.4916396136947014e-10,1270,0
0,0,2,Rphi_dd10,0,1,0,0.5625,-0.1875,-0.0625,8.4916396136947014e-10,1270,0
0,0,2,Rphi_dd11,0,1,0,0.4375,-0.0625,-0.0625,7.6961752526472083e-09,960,0
0,0,2,Rphi_dd12,0,7,0,0.4375,0.1875,0.1875,9.6640839775119503e-10,1264,0
0,0,2,Rphi_dd20,0,1,0,0.5625,-0.0625,-0.1875,8.4916396136947014e-10,1270,0
0,0,2,Rphi_dd21,0,7,0,0.4375,0.1875,0.1875,9.6640839775119503e-10,1264,0
0,0,2,Rphi_dd22,0,1,0,0.4375,-0.0625,-0.0625,7.6961752526472083e-09,968,0
0,0,2,Ddalpha_dd00,0,7,0,0.3125,0.0625,0.0625,3.8025847010070279e-07,2681,0
0,0,2,Ddalpha_dd01,0,3,0,0.4375,0.3125,-0.0625,1.4888555618930432e-07,3528,0
0,0,2,Ddalpha_dd02,0,5,0,0.4375,-0.0625,0.3125,1.4888555618930432e-07,3528,0
0,0,2,Ddalpha_dd10,0,3,0,0.4375,0.3125,-0.0625,1.4888555618930432e-07,3528,0
0,0,2,Ddalpha_dd11,0,1,0,0.6875,-0.4375,-0.0625,3.3441054081428945e-07,2684,0
0,0,2,Ddalpha_dd12,0,5,0,0.6875,-0.3125,0.3125,1.3724661548225603e-07,3552,0
0,0,2,Ddalpha_dd20,0,5,0,0.4375,-0.0625,0.3125,1.4888555618930432e-07,3528,0
0,0,2,Ddalpha_dd21,0,5,0,0.6875,-0.3125,0.3125,1.3724661548225603e-07,3552,0
0,0,2,Ddalpha_dd22,0,1,0,0.6875,-0.0625,-0.4375,3.3441054081428945e-07,2681,0
0,0,2,dbeta_du00,0,0,0,-1.9375,-1.9375,-1.9375,0,0,0
0,0,2,dbeta_du01,0,0,0,-1.9375,-1.9375,-1.9375,0,0,0
0,0,2,dbeta_du02,0,0,0,-1.9375,-1.9375,-1.9375,0,0,0
0,0,2,dbeta_du10,0,0,0,-1.9375,-1.9375,-1.9375,0,0,0
0,0,2,dbeta_du11,0,0,0,-1.9375,-1.9375,-1.9375,0,0,0
0,0,2,dbeta_du12,0,0,0,-1.9375,-1.9375,-1.9375,0,0,0
0,0,2,dbeta_du20,0,0,0,-1.9375,-1.9375,-1.9375,0,0,0
0,0,2,dbeta_du21,0,0,0,-1.9375,-1.9375,-1.9375,0,0,0
0,0,2,dbeta_du22,0,0,0,-1.9375,-1.9375,-1.9375,0,0,0
0,0,2,Lg_dd00,0,1,0,1.0625,-0.0625,-0.0625,3.1093205787868783e-10,753,0
0,0,2,Lg_dd01,0,3,0,0.8125,0.3125,-0.0625,1.1415959844107704e-10,766,0
0,0,2,Lg_dd02,0,5,0,0.8125,-0.0625,0.3125,1.1415959844107704e-10,766,0
0,0,2,Lg_dd10,0,3,0,0.8125,0.3125,-0.0625,1.1415959844107704e-10,766,0
0,0,2,Lg_dd11,0,1,0,0.4375,-0.0625,-0.0625,1.4437823159241248e-10,691,0
0,0,2,Lg_dd12,0,1,0,0.8125,-0.1875,-0.3125,2.4371969720160536e-11,748,0
0,0,2,Lg_dd20,0,5,0,0.8125,-0.0625,0.3125,1.1415959844107704e-10,766,0
0,0,2,Lg_dd21,0,1,0,0.8125,-0.1875,-0.3125,2.4371969720160536e-11,748,0
0,0,2,Lg_dd22,0,1,0,0.4375,-0.0625,-0.0625,1.4437817608126124e-10,690,0
0,0,2,LA_dd00,0,1,0,1.0625,-0.0625,-0.0625,7.7604853931934059e-09,2015,0
0,0,2,LA_dd01,0,5,0,0.9375,-0.1875,0.1875,3.3863461201821821e-09,2390,0
0,0,2,LA_dd02,0,3,0,0.9375,0.1875,-0.1875,3.3863461132432882e-09,2382,0
0,0,2,LA_dd10,0,5,0,0.9375,-0.1875,0.1875,3.3863461201821821e-09,2390,0
0,0,2,LA_dd11,0,1,0,0.9375,-0.4375,-0.0625,4.3095916037183546e-09,2156,0
0,0,2,LA_dd12,0,5,0,0.9375,-0.1875,0.1875,3.6432732976321436e-09,2481,0
0,0,2,LA_dd20,0,3,0,0.9375,0.1875,-0.1875,3.3863461132432882e-09,2382,0
0,0,2,LA_dd21,0,5,0,0.9375,-0.1875,0.1875,3.6432732976321436e-09,2481,0
0,0,2,LA_dd22,0,1,0,0.9375,-0.0625,-0.4375,4.3095916002489076e-09,2158,0
0,0,3,Lalpha,0,1,0,1.0625,-0.0625,-0.0625,1.0721176842143354e-08,4644,0
0,0,3,Lchi,0,1,0,1.0625,-0.0625,-0.1875,2.5392875302454598e-11,2150,0
0,0,3,LKhat,0,7,0,0.9375,0.1875,0.1875,7.8608637377186596e-09,4412,0
0,0,3,LTheta,0,7,0,1.0625,0.0625,0.0625,9.5179468598898656e-12,3859,0
0,0,3,detg,0,0,0,-0.1875,-0.0625,-0.0625,3.3306690738754696e-16,426,0
0,0,3,chi_guarded,0,1,0,0.8125,-0.0625,-0.0625,8.35120861353289e-12,1084,0
0,0,3,oopsi4,0,1,0,0.8125,-0.0625,-0.0625,8.35120861353289e-12,1084,0
0,0,3,AA,0,3,0,1.1875,0.0625,-0.0625,1.0287872359571182e-09,4188,0
0,0,3,R,0,7,0,1.0625,0.0625,0.3125,2.7343698000281691e-09,4709,0
0,0,3,Ht,0,1,0,0.9375,-0.1875,-0.1875,1.6154113324784447e-09,4678,0
0,0,3,K,0,1,0,1.0625,-0.0625,-0.3125,1.8448697569617423e-09,2672,0
0,0,3,S,0,0,0,-1.9375,-1.9375,-1.9375,0,0,0
0,0,3,Ddalpha,0,1,0,1.0625,-0.0625,-0.3125,1.0185077634061734e-07,5275,0
0,0,3,dbeta,0,7,0,0.3125,0.0625,0.0625,2.2091750651043185e-10,2024,0
0,0,3,dB,0,0,0,-1.9375,-1.9375,-1.9375,0,0,0
0,0,3,Gamma_u0,0,7,0,0.4375,0.0625,0.0625,1.3365537883372055e-09,3352,0
0,0,3,Gamma_u1,0,5,0,0.4375,-0.1875,0.0625,6.5537123201764518e-10,3356,0
0,0,3,Gamma_u2,0,3,0,0.4375,0.0625,-0.1875,6.5537123215642303e-10,3356,0
0,0,3,DA_u0,0,1,0,1.0625,-0.0625,-0.0625,1.2600537724338778e-08,4146,0
0,0,3,DA_u1,0,3,0,1.0625,0.1875,-0.0625,1.2644074731671395e-08,4286,0
0,0,3,DA_u2,0,5,0,1.0625,-0.0625,0.1875,1.2644074731671395e-08,4290,0
0,0,3,dalpha_d0,0,3,0,0.4375,0.0625,-0.0625,3.7086075377334993e-08,4448,0
0,0,3,dalpha_d1,0,1,0,0.6875,-0.3125,-0.0625,3.7282509024461064e-08,4542,0
0,0,3,dalpha_d2,0,1,0,0.6875,-0.0625,-0.3125,3.7282509024461064e-08,4542,0
0,0,3,dchi_d0,0,1,0,1.0625,-0.0625,-0.0625,6.2244015497370242e-11,1964,0
0,0,3,dchi_d1,0,3,0,1.0625,0.1875,-0.0625,5.3862268811766256e-11,1956,0
0,0,3,dchi_d2,0,5,0,1.0625,-0.0625,0.1875,5.3862268811766256e-11,1956,0
0,0,3,dKhat_d0,0,1,0,1.0625,-0.0625,-0.0625,1.8830430020821964e-08,4196,0
0,0,3,dKhat_d1,0,5,0,1.0625,-0.1875,0.0625,1.7941017067812925e-08,4348,0
0,0,3,dKhat_d2,0,3,0,1.0625,0.0625,-0.1875,1.7941017067812925e-08,4348,0
0,0,3,dTheta_d0,0,7,0,1.0625,0.0625,0.0625,1.3143036406160587e-11,3526,0
0,0,3,dTheta_d1,0,7,0,1.1875,0.1875,0.0625,1.4902874122583604e-11,3694,0
0,0,3,dTheta_d2,0,7,0,1.1875,0.0625,0.1875,1.4902874391123253e-11,3682,0
0,0,3,ddbeta_d0,0,7,0,0.4375,0.0625,0.0625,5.7381999152283925e-10,3232,0
0,0,3,ddbeta_d1,0,3,0,0.4375,0.1875,-0.0625,5.1566381720213883e-10,3226,0
0,0,3,ddbeta_d2,0,1,0,0.4375,-0.0625,-0.1875,5.1566384495771445e-10,3226,0
0,0,3,LGam_u0,0,3,0,0.4375,0.0625,-0.0625,4.1189447408385149e-09,3979,0
0,0,3,LGam_u1,0,3,0,0.4375,0.1875,-0.0625,2.6282966913981909e-09,3819,0
