cycle,time_hex,rk_stage,checkpoint,tree_checksum,active_fine_min,active_min_gid,active_min_i,active_min_j,active_min_rho,active_min_z,active_nonpositive,active_nonfinite,consumed_coarse_min,coarse_min_gid,coarse_min_i,coarse_min_j,coarse_min_rho,coarse_min_z,coarse_nonpositive,coarse_nonfinite,consumed_coarse_cells
4096,0x1.2b40000000005p+3,1,S0_AFTER_EXP_RK_UPDATE,a2b10508afaff74c,0.36552327206893309,38,27,4,2.3671875,0.0078125,0,0,0,8,2,0,-0.09375,-8.21875,8352,0,8352
4096,0x1.2b40000000005p+3,1,S1_AFTER_RESTRICT_U,a2b10508afaff74c,0.36552327206893309,38,27,4,2.3671875,0.0078125,0,0,0,8,2,0,-0.09375,-8.21875,6072,0,8352
4096,0x1.2b40000000005p+3,1,S2_AFTER_RECV_U,a2b10508afaff74c,0.36552327206893309,38,27,4,2.3671875,0.0078125,0,0,0,8,2,0,-0.09375,-8.21875,24,0,8352
4096,0x1.2b40000000005p+3,1,S3_AFTER_PHYSICAL_AXIS_BC,a2b10508afaff74c,0.36552327206893309,38,27,4,2.3671875,0.0078125,0,0,0.37066156411928891,21,5,36,2.046875,0.015625,0,0,8352
4096,0x1.2b40000000005p+3,1,S4_BEFORE_PARENT_STENCIL_GATE,a2b10508afaff74c,0.36552327206893309,38,27,4,2.3671875,0.0078125,0,0,0.37066156411928891,21,5,36,2.046875,0.015625,0,0,8352
4096,0x1.2b40000000005p+3,2,S0_AFTER_EXP_RK_UPDATE,a2b10508afaff74c,0.36553266640411647,38,27,4,2.3671875,0.0078125,0,0,0.37066156411928891,21,5,36,2.046875,0.015625,0,0,8352
4096,0x1.2b40000000005p+3,2,S1_AFTER_RESTRICT_U,a2b10508afaff74c,0.36553266640411647,38,27,4,2.3671875,0.0078125,0,0,0.37066156411928891,21,5,36,2.046875,0.015625,0,0,8352
4096,0x1.2b40000000005p+3,2,S2_AFTER_RECV_U,a2b10508afaff74c,0.36553266640411647,38,27,4,2.3671875,0.0078125,0,0,0.37068376706881134,21,5,36,2.046875,0.015625,0,0,8352
4096,0x1.2b40000000005p+3,2,S3_AFTER_PHYSICAL_AXIS_BC,a2b10508afaff74c,0.36553266640411647,38,27,4,2.3671875,0.0078125,0,0,0.37068376706881134,21,5,36,2.046875,0.015625,0,0,8352
4096,0x1.2b40000000005p+3,2,S4_BEFORE_PARENT_STENCIL_GATE,a2b10508afaff74c,0.36553266640411647,38,27,4,2.3671875,0.0078125,0,0,0.37068376706881134,21,5,36,2.046875,0.015625,0,0,8352
4096,0x1.2b40000000005p+3,3,S0_AFTER_EXP_RK_UPDATE,a2b10508afaff74c,0.36552568244195305,38,27,4,2.3671875,0.0078125,0,0,0.37068376706881134,21,5,36,2.046875,0.015625,0,0,8352
4096,0x1.2b40000000005p+3,3,S1_AFTER_RESTRICT_U,a2b10508afaff74c,0.36552568244195305,38,27,4,2.3671875,0.0078125,0,0,0.37066719817420246,38,5,4,2.046875,0.015625,0,0,8352
4096,0x1.2b40000000005p+3,3,S2_AFTER_RECV_U,a2b10508afaff74c,0.36552568244195305,38,27,4,2.3671875,0.0078125,0,0,0.37066719817420246,21,5,36,2.046875,0.015625,0,0,8352
4096,0x1.2b40000000005p+3,3,S3_AFTER_PHYSICAL_AXIS_BC,a2b10508afaff74c,0.36552568244195305,38,27,4,2.3671875,0.0078125,0,0,0.37066719817420246,21,5,36,2.046875,0.015625,0,0,8352
4096,0x1.2b40000000005p+3,3,S4_BEFORE_PARENT_STENCIL_GATE,a2b10508afaff74c,0.36552568244195305,38,27,4,2.3671875,0.0078125,0,0,0.37066719817420246,21,5,36,2.046875,0.015625,0,0,8352
