case	target_time	time	GH_RMS	reduction_RMS	curl_RMS	Psi_error_RMS	physical_lapse_min	physical_lapse_max	relative_metric_condition_max	relative_lapse_min	relative_lapse_max	relative_v2_max	relative_D_Linf	relative_source_Linf	transition_amplitude	e_G	e_alpha	bad_state	characteristic_speed_max	effective_CFL
wave_map	0.0	0.0	0.0	0.0	0.0	0.0	0.009541207056404379	0.9762494089485795	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9530629084724508	0.05
wave_map	1.0	1.001391074458855	1.2473690562903468e-05	7.776706066657978e-07	2.8000751500964088e-05	0.001196728831146368	0.00954121865178616	0.9762471909148391	1.037628756730339	1.000000030236072	1.012176608045644	3.320399990815765e-06	0.001831041001213488	0.01801016777086518	0.01611472528861865	0.003485154698973696	0.00521555957942606	0.0	0.95307099961319	0.05000016653849399
wave_map	2.0	2.001918876259942	0.00010620629004019571	1.751301981271281e-05	0.00031053086411791047	0.005973236527438772	0.009541198909658186	0.9762349764067058	1.219475247767169	0.99999914615141	1.087894744809284	0.0002007787761382885	0.01441005448787739	0.07958259114331985	0.1037687636438258	0.02475449318589053	0.03762113389292357	0.0	0.9531153308445139	0.05000047657133159
wave_map	3.0	3.000161459321784	0.00041356951489463807	0.00012824465210371956	0.0016197380034213198	0.01847523320320298	0.009540994781958707	0.9762112549194347	1.809367716663401	0.9999777518248565	1.286126490605038	0.001968439782515791	0.04483254419935808	0.3736643347862645	0.2752407798426253	0.08316220654063988	0.1296088002587872	0.0	0.9532035802723168	0.05000074174750335
wave_map	4.0	4.0	0.0024821744972174033	0.0006697452628027469	0.00798434195986558	0.04964714395107937	0.009540302871344738	0.9761808125126622	3.660741242901822	0.9999052336822483	1.606643297550715	0.03941405228857957	0.2090899171938651	2.068309225812066	0.5	0.1855699435792141	0.2986916247912325	0.0	0.953322330647469	0.02454836516770498
wave_map	4.2	4.200845356443232	0.005317118919364477	0.000982802501036286	0.012866050291647307	0.06015873775170956	0.009540068414151472	0.9761746429276844	4.438191538208264	0.9998806605656732	1.666746250019962	0.0751060216126416	1.0	0.0	0.546994070413708	0.2088493753382602	0.3387169397243505	0.0	0.9533481635617835	0.05000085021754704
wave_map	4.4	4.401597617227529	0.007775335937185086	0.0015711486603723801	0.02262884893932607	0.07312267702923572	0.009539794242606012	0.9761686849120539	5.502860614064669	0.9998519250457502	1.728417949579586	0.1457546084262225	1.0	0.0	0.5934938355008719	0.2314707912244855	0.3788020963066687	0.0	0.9533747997188929	0.05000084018085332
wave_map	4.6	4.602184783108195	0.014333710618005487	0.002760277780780114	0.041924111735327924	0.08973716847072781	0.00953947796096969	0.9761629847200756	7.005217570080454	0.9998187760286024	1.792593232881676	0.3106590872957555	1.0	0.0	0.6390190563051753	0.2525735373254669	0.4177312356750674	0.0	0.9534018738576711	0.05000082216685096
wave_map	4.8	4.802610521835999	0.03158312189872252	0.005197820765848359	0.07969847813316565	0.11234758391697504	0.009539118100882798	0.9761576078115743	9.200183113771427	0.9997810596175901	1.990807952528592	0.675120025435035	1.0	0.0	0.683123719230179	0.2712122895699144	0.4542591112784856	0.0	0.9534290775941154	0.05000079654808689
wave_map	4.9	4.900720838879647	0.05388986025442082	0.007200190305010518	0.10944016136683164	0.12679701777464658	0.009538925883434227	0.9761551146376682	10.61521324125168	0.9997609135870685	2.238880298576679	1.558133864962922	1.0	0.0	0.7040787420727136	0.2791297858259302	0.4709198914147083	0.0	0.9534423677868178	0.05000078136708493
