cycle,rk_stage,gid,i,j,rho,z,chi_old,chi_accumulator,gamma0,gamma1,beta_stage,dt,affine_base,rhs_increment,candidate_base,candidate_adv,candidate_K,candidate_KO,candidate_no_K,candidate_no_adv,candidate_no_KO,candidate_full,candidate_device,long_double_candidate,host_device_ulp
5546,3,35,39,67,5.138671875,-0.001953125,0.64794788118068836,1.6071406072328263,-3.8438336996600251,2.121209265338722,1.131678018054042,0.00058593749999999998,0.91847764545873145,-2.2500915310908072,0.91847764545873145,-1.2639529243143022,0.83470355758959314,0.9345907720100961,-1.2478397977629376,0.85081668414095779,-1.3477270121834404,-1.3316138856320758,-1.3316138856320758,-1.33161388563207595858,1
5546,3,60,39,4,5.138671875,0.001953125,0.64769786974090293,1.6068182312809693,-3.8438336996600251,2.121209265338722,1.131678018054042,0.00058593749999999998,0.91875482100027783,-2.2596896394445398,0.91875482100027783,-1.2726731254218613,0.83431218774622684,0.93493576123192823,-1.2564921851902109,0.85049312797787724,-1.3571157586759124,-1.340934818444262,-1.340934818444262,-1.34093481844426205677,0
