gid,level,lx1,lx2,k,j,i,rho,z,z4c_chi,z4c_gxx,z4c_gxy,z4c_gxz,z4c_gyy,z4c_gyz,z4c_gzz,z4c_Khat,z4c_Axx,z4c_Axy,z4c_Axz,z4c_Ayy,z4c_Ayz,z4c_Azz,z4c_Gamx,z4c_Gamy,z4c_Gamz,z4c_Theta,z4c_alpha,z4c_betax,z4c_betay,z4c_betaz,z4c_Bx,z4c_By,z4c_Bz
35,5,20,63,0,4,14,5.041015625,-0.248046875,0.62395162647943436,0.86230222099507281,0.026873398473404239,0,1.2861214261673286,0,0.9022801843985544,0.76916753803331861,0.33532277685787731,-0.24398096716925508,0,-0.21412902595578265,0,-0.21145279460799288,-0.004843273728957982,-0.13052758477407708,0,0.027956496649291215,0.69044318503108182,-0.018793848878486199,-0.06179814190603785,0,0.00061461484125967681,-7.9358472282610611e-05,0
35,5,20,63,0,4,15,5.044921875,-0.248046875,0.62454961421595845,0.86207812690204733,0.026734463406475541,0,1.2859395981307022,0,0.90263650952351959,0.77543615834934132,0.34246914033376413,-0.23502642729856732,0,-0.22547697531105274,0,-0.21068075244455037,0.00077235298009956706,-0.13173522671734336,0,0.023518765759886269,0.69054853901342206,-0.017198167685620422,-0.062262937595034269,0,0.0006169146666655886,-7.7528821687553075e-05,0
35,5,20,63,0,4,16,5.048828125,-0.248046875,0.62513828745690492,0.8618733974800008,0.026598304177428297,0,1.2857455184755087,0,0.90298150986888093,0.77895833319547647,0.34891524276113267,-0.22570077835591579,0,-0.23596844089285562,0,-0.20975357636822453,0.006010893605719228,-0.13412897566109733,0,0.020199781620702045,0.69065427766871412,-0.015572478289057149,-0.062718402531515949,0,0.00061913203947197072,-7.5624103470417028e-05,0
35,5,20,63,0,4,17,5.052734375,-0.248046875,0.6257180813903066,0.86169064307891896,0.026459620143046668,0,1.2855341753237715,0,0.90331571719948567,0.78192108212046518,0.3555716006378481,-0.21715275257100236,0,-0.24575948366813305,0,-0.20956171708446752,0.0085252188836930001,-0.13619854964107103,0,0.018359106866118389,0.69076039422393165,-0.013925666537752807,-0.063165874868413435,0,0.00062126645487291124,-7.3651168891779241e-05,0
35,5,20,63,0,4,18,5.056640625,-0.248046875,0.62628871365746386,0.86152806119224967,0.026313736745886027,0,1.2853088702942956,0,0.90363848083053766,0.78632009113018519,0.36342470041767433,-0.21049070197767883,0,-0.25496601370978772,0,-0.21110607520530511,0.0089986713664660482,-0.13617182307089576,0,0.018610674765637301,0.69086686644519602,-0.012262943937325882,-0.063601426473912884,0,0.00062331368277321862,-7.1609023570967211e-05,0
35,5,20,63,0,4,19,5.060546875,-0.248046875,0.6268472168490169,0.86138681058224176,0.026157276646428307,0,1.2850743042908892,0,0.90394511676837153,0.79279451042223037,0.37224606414515493,-0.20607457388884598,0,-0.26297042882571942,0,-0.2145955332214618,0.010274983016865627,-0.13441391477275558,0,0.020946339453402317,0.69097368580345631,-0.010579414328157765,-0.064019510571791283,0,0.00062526621992695195,-6.9505713106572428e-05,0
35,5,20,63,0,4,20,5.064453125,-0.248046875,0.62738911502238937,0.86127373237746407,0.025984130019440686,0,1.2848296406580826,0,0.90422875189959362,0.79928927566790497,0.38071067409058162,-0.20330160492289537,0,-0.26880484467447258,0,-0.21928747897758002,0.013851712668310565,-0.13331303824087454,0,0.025162452623940162,0.69108082815361571,-0.0088648133409943465,-0.064420167993017072,0,0.00062711424145033858,-6.7336649593445583e-05,0
35,5,20,63,0,4,21,5.068359375,-0.248046875,0.62791175281150791,0.86119525857146739,0.025784344490442142,0,1.284570545060769,0,0.90448524536826758,0.8038720905039165,0.38743526603428374,-0.20092294754566567,0,-0.27209240932522538,0,-0.22393230104486067,0.018092081131680655,-0.13436381844669645,0,0.030174018699920799,0.69118828265082677,-0.0071154008772827369,-0.06480982905742666,0,0.00062884993243504628,-6.5105668427895182e-05,0
35,5,20,63,0,4,22,5.072265625,-0.248046875,0.62841614412338498,0.8611498423528251,0.025551213544367447,0,1.2842970945842418,0,0.90471588733060693,0.80543645188778745,0.39231783601623355,-0.19756224792079938,0,-0.27402718124279407,0,-0.22752153455503824,0.020500671713154995,-0.13615931501773151,0,0.034898073486186058,0.69129602236994969,-0.0053402975206302073,-0.065193165053841068,0,0.00063046715105520275,-6.2809341859248091e-05,0
35,5,20,63,0,4,23,5.076171875,-0.248046875,0.62890526155758408,0.8611303907234048,0.025289649921298254,0,1.2840141443563216,0,0.90492493466675294,0.80605762483336463,0.39694242661273904,-0.19217597422866309,0,-0.27730047927269619,0,-0.22978679731791468,0.021251186345448127,-0.13624563266900447,0,0.037906381419095782,0.69140403350258495,-0.0035530344864054507,-0.065565669604791266,0,0.00063196409028357786,-6.0457427628631453e-05,0
35,5,20,63,0,4,24,5.080078125,-0.248046875,0.62938119450147711,0.8611350294741591,0.025013830356504743,0,1.2837208938786246,0,0.90511552812753249,0.8076718402007953,0.40324620339802486,-0.18436910048597296,0,-0.28441982791472642,0,-0.23098736636275868,0.023265106542648604,-0.13455329417255119,0,0.038740480698856321,0.6915122875803752,-0.0017574061600056457,-0.065917493095827409,0,0.00063333957251295058,-5.8051843031461673e-05,0
35,5,20,63,0,4,25,5.083984375,-0.248046875,0.62984466735769218,0.86117273474511369,0.024734875456653226,0,1.2834026119236701,0,0.90528908751167203,0.81134214446509234,0.41168867462961228,-0.17432501151334226,0,-0.2955617367513676,0,-0.23148669204816749,0.028408780864149073,-0.13358306992658936,0,0.037575378053934953,0.69162077097703134,5.5112132507599379e-05,-0.066244226836843209,0,0.00063459645566190162,-5.5601656208183168e-05,0
35,5,20,63,0,4,26,5.087890625,-0.248046875,0.6302964580915833,0.86125451813551912,0.024454447404397978,0,1.2830404630120109,0,0.90544740874993868,0.81500245728890408,0.42059240968635975,-0.16253282501919483,0,-0.30766131510807071,0,-0.23169494809308083,0.034690358338585553,-0.13485577541537533,0,0.03620140061044174,0.69172945666271324,0.0018923674680629634,-0.066550804360635554,0,0.00063573112453957511,-5.3105332325573182e-05,0
35,5,20,63,0,4,27,5.091796875,-0.248046875,0.63073785249761072,0.86137905652136948,0.024171129026722676,0,1.2826326142151943,0,0.90559315633799364,0.81710376713508082,0.42732275141930171,-0.1498179170123391,0,-0.31608420298711004,0,-0.23214731505905034,0.038479845539514446,-0.13662470974254534,0,0.036278074090158263,0.69183833028853403,0.0037488694964059712,-0.066843436682892013,0,0.00063674078984621481,-5.0570379216705243e-05,0
35,5,20,63,0,4,28,5.095703125,-0.248046875,0.63116878214771255,0.86152993859343752,0.023888976876214378,0,1.2822028302236035,0,0.90572700417943952,0.81639573939964538,0.43002485526136391,-0.13714096442631338,0,-0.31736489396762563,0,-0.23339700900109983,0.039166331361016167,-0.13631938309761382,0,0.039275768800163875,0.69194736252271838,0.005609064227635724,-0.067121478059104081,0,0.0006376143254548613,-4.799840946349143e-05,0
35,5,20,63,0,4,29,5.099609375,-0.248046875,0.63158620275200172,0.86168767212325859,0.023615875616797372,0,1.2817858798139796,0,0.90584519882449388,0.81487177830307622,0.42915321497506176,-0.12531292191211985,0,-0.31203734120640886,0,-0.23559999328868281,0.040187201263877599,-0.13431633245662034,0,0.044309009366474597,0.69205653546641155,0.0074638954609889847,-0.06738037747803545,0,0.0006383534413011429,-4.5398167315209174e-05,0
35,5,20,63,0,4,30,5.103515625,-0.248046875,0.63198635287534122,0.86184588653165173,0.023353118953703345,0,1.2813987478728508,0,0.90594245302554555,0.81400424533535454,0.42707360397338712,-0.11468286354850425,0,-0.30488137961392503,0,-0.23788681477334622,0.044819909962218588,-0.13345614004521528,0,0.048968794231292717,0.69216582030781204,0.0093200640609451251,-0.067620266096277207,0,0.000638959029972428,-4.2768825169428922e-05,0
35,5,20,63,0,4,31,5.107421875,-0.248046875,0.63236995662076179,0.86200947158163932,0.023092123322296019,0,1.2810331396224954,0,0.90601913068892592,0.81469739207823066,0.42554928506544198,-0.10518399820719072,0,-0.30102784993219095,0,-0.23847256054438068,0.052017301940993937,-0.13491836241270164,0,0.049670082929835609,0.6922752011627995,0.011188943568240226,-0.067845536505492479,0,0.00063944238904008719,-4.0114885410022788e-05,0
35,5,20,63,0,4,32,5.111328125,-0.248046875,0.63274449615462036,0.86218047032206568,0.02281948786538195,0,1.2806715888544289,0,0.90608492807492513,0.81531336480949723,0.42525737872667513,-0.097020275371448028,0,-0.3035623119507958,0,-0.23588473637382931,0.057755189821380719,-0.13661704314947251,0,0.044829536037029043,0.69238465195095478,0.01306907986144947,-0.068055248209083846,0,0.00063979871188655721,-3.7438326884691674e-05,0
35,5,20,63,0,4,33,5.115234375,-0.248046875,0.6331200674035965,0.86235732806996623,0.022524690511631772,0,1.2802963838353518,0,0.90615364747522875,0.81461519264998106,0.42587254000652719,-0.089667766713942595,0,-0.31158850339431032,0,-0.23038986924815558,0.060220816384317429,-0.13656351666390562,0,0.035721763704968296,0.69249415464395692,0.014944068304579517,-0.06823980596449028,0,0.0006400250241056642,-3.4751471900266449e-05,0
35,5,20,63,0,4,34,5.119140625,-0.248046875,0.63350171454469772,0.86253919783993294,0.022207495471988272,0,1.2798986035151803,0,0.90623253479133181,0.81198550537988257,0.42579671033726352,-0.081750956667496988,0,-0.31945100091326656,0,-0.22425958762902795,0.061978966802784287,-0.13601038917086941,0,0.026665128442605674,0.69260368058867694,0.016799407965033882,-0.068391629768310869,0,0.0006401109674870031,-3.206217856443767e-05,0
35,5,20,63,0,4,35,5.123046875,-0.248046875,0.63388523536426566,0.8627297189965214,0.021872458052235144,0,1.2794807970620488,0,0.90631617761280903,0.80873885808057899,0.4246033936443856,-0.072851411504133753,0,-0.32267954613386846,0,-0.22019801715845644,0.066316068511874757,-0.13736612630032277,0,0.021633835198693795,0.69271321006746422,0.018637293046493163,-0.068515649762388553,0,0.00064006427190621811,-2.9378093781335727e-05,0
35,5,20,63,0,4,36,5.126953125,-0.248046875,0.6342609840525536,0.86293927448236074,0.021524321335624482,0,1.2790461226720655,0,0.90639164457752108,0.80597136068845021,0.42337968668828391,-0.062864160607635416,0,-0.32149849493850735,0,-0.21918405874550853,0.072751510196613828,-0.14005176244477138,0,0.021700166583274356,0.69282271793507799,0.02047158949861165,-0.068624061477810902,0,0.00063988979098098409,-2.6697605693454483e-05,0
35,5,20,63,0,4,37,5.130859375,-0.248046875,0.63462187432338546,0.86317143582559497,0.021175635361863551,0,1.278603232305968,0,0.90644953140392237,0.80405703484287816,0.42206308655093766,-0.051671818104942778,0,-0.31754243183688496,0,-0.21999373419643287,0.077724290450343556,-0.14092881703023519,0,0.024513090742184388,0.69293218727292638,0.022309765468864533,-0.068721661839815859,0,0.00063959575931435073,-2.4022683671486233e-05,0
35,5,20,63,0,4,38,5.134765625,-0.248046875,0.6349672211059838,0.863414862222457,0.020840019429512857,0,1.2781707787885461,0,0.90648900513823683,0.80196920969780683,0.42016983772800442,-0.040451260030611599,0,-0.31278113430096294,0,-0.22077619433558207,0.0794258192896245,-0.13888215601906573,0,0.027305472381790305,0.69304159379308727,0.024145089776252723,-0.068801625836321822,0,0.00063917388775279113,-2.135560724899151e-05,0
35,5,20,63,0,4,39,5.138671875,-0.248046875,0.63529970096230759,0.86366258119650996,0.020515917917992538,0,1.2777544799516991,0,0.9065132556803609,0.79886588525571178,0.41822040227365581,-0.030249143184760043,0,-0.30947324305936602,0,-0.22051581628814901,0.080235688458806562,-0.13659556191331365,0,0.028658020542546975,0.69315091727598732,0.025966797049928887,-0.068856307396281846,0,0.00063862105669725943,-1.8704903856250725e-05,0
35,5,20,63,0,4,40,5.142578125,-0.248046875,0.63562145566373929,0.86392295261018315,0.02019133071157217,0,1.277338265500997,0,0.90652449217394393,0.79453881633184753,0.41584564474021835,-0.020647024789244257,0,-0.30749061521832688,0,-0.21889203071537078,0.083552817357548617,-0.13680100541331167,0,0.028194257227609362,0.69326013203896641,0.027772260229267747,-0.068887212208657955,0,0.00063793491506241218,-1.6075432151876642e-05,0
35,5,20,63,0,4,41,5.146484375,-0.248046875,0.63593405965726857,0.86420347730193481,0.01985863827879383,0,1.27690792097508,0,0.90652470253630801,0.78982729616117686,0.41239851925422921,-0.011225372808277562,0,-0.30540027274582116,0,-0.21622269065946156,0.089262526802986741,-0.13873697959574358,0,0.026185669189211589,0.69336921871609181,0.029565386811246413,-0.068901234023079294,0,0.00063712772334284951,-1.3471654931997815e-05,0
35,5,20,63,0,4,42,5.150390625,-0.248046875,0.63623827611535644,0.86450321599195545,0.019518308764829455,0,1.2764630544345958,0,0.90651520993274159,0.78544534423191659,0.40906020129054377,-0.0019237688842640339,0,-0.30326847982165844,0,-0.21370022308687994,0.094077457210699114,-0.13976005688926152,0,0.024319530139630827,0.6934781554935141,0.031347453929848217,-0.068900131332001804,0,0.00063620564376068195,-1.0895284720156157e-05,0
35,5,20,63,0,4,43,5.154296875,-0.248046875,0.63653347463031118,0.86481835911898197,0.019176287044185641,0,1.2760106181059396,0,0.90649530076824691,0.78153224889529027,0.40638799225421851,0.0075565615061900637,0,-0.30112821474062035,0,-0.21187941943410765,0.096350177557369382,-0.13901236887165938,0,0.023439053142051983,0.69358692486052775,0.033114111526032906,-0.068879071831174657,0,0.00063517293405041236,-8.3525036126240397e-06,0
35,5,20,63,0,4,44,5.158203125,-0.248046875,0.63681956652754879,0.86514442484659249,0.018838911092426747,0,1.2755574766227809,0,0.90646501602556451,0.77745753752065316,0.40319544132899704,0.017168301813658627,0,-0.29817283527299537,0,-0.2100946739818865,0.098138719977689803,-0.13804681220494705,0,0.022775587187072174,0.69369550544491732,0.034860868586179788,-0.068835431985571044,0,0.00063402570100753856,-5.848017686148228e-06,0
35,5,20,63,0,4,45,5.162109375,-0.248046875,0.63709655850966129,0.86548133610726774,0.018506523606908094,0,1.2751033377292391,0,0.90642466180616332,0.77269725755071039,0.39914221881634043,0.026318389902827647,0,-0.29434566688646518,0,-0.20804926467765736,0.10178159889289,-0.13827109981232863,0,0.0220683666984847,0.69380387919894049,0.036588456142631121,-0.068772897136270869,0,0.00063276812539355505,-3.3857099840808309e-06,0
35,5,20,63,0,4,46,5.166015625,-0.248046875,0.63736341090403081,0.86583501191611445,0.018173205092244127,0,1.2746413864119868,0,0.90637271826260091,0.76720104408971035,0.39480354881341945,0.034435564930486412,0,-0.29054911280402779,0,-0.20571776875921413,0.10679294348479684,-0.13899660236674768,0,0.021156245787074004,0.69391202654159234,0.038299899929180821,-0.068695298990935461,0,0.00063140487183986974,-9.663581492438738e-07,0
35,5,20,63,0,4,47,5.169921875,-0.248046875,0.63762115937718811,0.86620693882103017,0.017832705381317884,0,1.2741680705944456,0,0.90631000514161797,0.76150461575476125,0.39010774626009392,0.041478474437745577,0,-0.28731405936346177,0,-0.2026471045830005,0.11114703323008056,-0.1388526618389955,0,0.018942620921902662,0.69401993145497565,0.039993400281768461,-0.068601089391218201,0,0.0006299446688655541,1.406954225260432e-06,0
35,5,20,63,0,4,48,5.173828125,-0.248046875,0.63787345152370067,0.86659080182868031,0.01748085584358397,0,1.2736861092726945,0,0.90624112154703429,0.75606969362973209,0.38510929674842309,0.047911922993501152,0,-0.28465227021213985,0,-0.19887637455902973,0.11419318708807639,-0.13819609116560344,0,0.015377145688124549,0.69412757636731603,0.041663087375305219,-0.068486311575129008,0,0.0006283907373661042,3.7305592596062185e-06,0
35,5,20,63,0,4,49,5.177734375,-0.248046875,0.6381226002518281,0.86698404849028676,0.017114977760620809,0,1.2731944594314173,0,0.90616944807567013,0.75095696989153071,0.38027043266291222,0.05461284613765964,0,-0.28222053754433629,0,-0.19511025062524073,0.11709522670883965,-0.13846398385856609,0,0.011761568847483968,0.69423494623776427,0.043306331245332473,-0.068351095437306941,0,0.00062674780647553922,5.9995224293829282e-06,0
35,5,20,63,0,4,50,5.181640625,-0.248046875,0.63836771260759362,0.86738960714122582,0.016739035610263884,0,1.2726900335394324,0,0.90609427997466174,0.74577253282104594,0.37532855049713554,0.062354633976792535,0,-0.27868825553947352,0,-0.19199909636762333,0.12062915012387376,-0.13962687885778141,0,0.0094305750232070492,0.69434202523007993,0.044925718196015291,-0.068200261766362666,0,0.00062501851472220407,8.2118278736281983e-06,0
35,5,20,63,0,4,51,5.185546875,-0.248046875,0.63860557618587399,0.86780804427092451,0.016364664043722381,0,1.2721781870654121,0,0.90601157161100654,0.74017384587336921,0.37018812945250607,0.07089840134617055,0,-0.27355767448599982,0,-0.18980614285976652,0.12402883618900933,-0.14003164441524596,0,0.0089356154506079529,0.69444879995655162,0.046523910258921254,-0.068037085671283609,0,0.00062320800813852966,1.0366488414702744e-05,0
35,5,20,63,0,4,52,5.189453125,-0.248046875,0.63883274048223271,0.86823864203281953,0.016003719307738591,0,1.2716670123476228,0,0.90591664236843195,0.73413228535086616,0.36511255734614984,0.079536979027789514,0,-0.26775675500892171,0,-0.18816587240952601,0.12661413295929572,-0.13890307768544793,0,0.0095992336737606987,0.69455525618894798,0.048100098141226129,-0.06785987691189814,0,0.00062131834201481896,1.2463347373589057e-05,0
35,5,20,63,0,4,53,5.193359375,-0.248046875,0.63904808998522511,0.86868017260965824,0.015660294930572208,0,1.2711606994241651,0,0.90580788999378825,0.72797066148114331,0.35982232647869283,0.087406177040940822,0,-0.26192773718379581,0,-0.18635164123474959,0.12909074579510624,-0.13753098098917127,0,0.0099898802067382077,0.69466138121431154,0.049652330389357284,-0.067666320524080475,0,0.00061935371757102615,1.4500897151179235e-05,0
35,5,20,63,0,4,54,5.197265625,-0.248046875,0.63925351827685439,0.8691322918418688,0.015325746502704478,0,1.2706560603853847,0,0.90568771722005359,0.72198806076732813,0.35460221867647274,0.09383282344442076,0,-0.25709005038644112,0,-0.18395058234921946,0.13229058277950964,-0.13731438212501432,0,0.009212382564878106,0.69476716201442945,0.051180640843441344,-0.067457729550318216,0,0.00061731864532092577,1.6478032172061758e-05,0
35,5,20,63,0,4,55,5.201171875,-0.248046875,0.63945186019421296,0.86960006663485634,0.014988368681797645,0,1.2701403631606132,0,0.90555964371138509,0.71622914747740463,0.34980498614546407,0.099360919004022066,0,-0.2537204863109308,0,-0.180972243042369,0.13578483718278717,-0.13789930962118638,0,0.0072564991545002533,0.69487258757984449,0.052685633249997983,-0.067236742802259802,0,0.00061521982599117701,1.8393040734886277e-05,0
35,5,20,63,0,4,56,5.205078125,-0.248046875,0.63964483635522817,0.87008667225766956,0.014643849012817919,0,1.2696059297705526,0,0.90542578164466125,0.71046103966102248,0.34451163846548211,0.10432141983132617,0,-0.25013935796037196,0,-0.1776462830864127,0.13876823795578772,-0.13823557173797402,0,0.0046957604086892745,0.6949776469242781,0.05416575220685254,-0.0670036222672655,0,0.00061306106418399029,2.0244350122908579e-05,0
35,5,20,63,0,4,57,5.208984375,-0.248046875,0.6398332334767074,0.87058573224782598,0.014289750965647254,0,1.2690604459666825,0,0.90528728649285728,0.70446476727732454,0.33833011297344057,0.10847883407435836,0,-0.24514268689010416,0,-0.17443473004891522,0.14139807553044104,-0.13824385048385501,0,0.0024781583646164827,0.69508233033127031,0.055618717350172431,-0.066757408527428924,0,0.00061084615988860795,2.20301801793749e-05,0
35,5,20,63,0,4,58,5.212890625,-0.248046875,0.64001714920193931,0.87109131745697188,0.013926808856447688,0,1.268512201491184,0,0.90514447201844372,0.69821121991191049,0.33226212886483497,0.11270290455206899,0,-0.23970074819944967,0,-0.17167176925366648,0.14422957820309251,-0.13828400419907683,0,0.0011776895642022728,0.69518662813900711,0.057044540288565475,-0.066498846875394854,0,0.00060857843036144833,2.3750237462641843e-05,0
35,5,20,63,0,4,59,5.216796875,-0.248046875,0.64019502357229485,0.87160827768120885,0.013563787329854084,0,1.2679574216553104,0,0.90499522318728709,0.69187612888767414,0.32641938385140173,0.11760502353384293,0,-0.23428216387807571,0,-0.16912136107653639,0.14710789895808921,-0.13803388378389461,0,0.00028350263067605569,0.69529053206968261,0.058444493546525374,-0.066229405319848306,0,0.00060626264138662371,2.5404770421894645e-05,0
35,5,20,63,0,4,60,5.220703125,-0.248046875,0.64036453910438551,0.87214092656072295,0.013206574665171259,0,1.2673945096448329,0,0.90483636174102833,0.68564740547341352,0.3197938663833419,0.12218215661600811,0,-0.22769285627887872,0,-0.16660928724334995,0.14962161083120651,-0.13709095755072628,0,-0.00058848076983005892,0.6953940340498922,0.059818581169356885,-0.065948712366939777,0,0.00060390247399311073,2.6994228694351352e-05,0
35,5,20,63,0,4,61,5.224609375,-0.248046875,0.64052581817222998,0.87268166827701033,0.012850514000259232,0,1.2668340281278905,0,0.90466815320127147,0.67958528331855128,0.31310243425908213,0.12568322801534984,0,-0.22055646871468598,0,-0.16445670287693559,0.15199888931200686,-0.13605434305020697,0,-0.00094030080631085546,0.69549712706992262,0.061166504095789186,-0.065655848658249749,0,0.00060150229727611829,2.8518674894888311e-05,0
35,5,20,63,0,4,62,5.228515625,-0.248046875,0.64068141672822343,0.87322743877456621,0.012491506634009724,0,1.2662755507610286,0,0.90449400893669751,0.67356920603771153,0.30778663819627555,0.12908514789176231,0,-0.21505285150495396,0,-0.16258100705377143,0.15462028228236127,-0.13588236283738753,0,-0.00088272598203113025,0.69559980446289027,0.062489129178285682,-0.065352544399695373,0,0.00059906577566901174,2.9978575649187541e-05,0
35,5,20,63,0,4,63,5.232421875,-0.248046875,0.6408320126331023,0.87378896122002303,0.012134765205810732,0,1.2657027257260975,0,0.90431463380972954,0.66742882928545,0.30218611566109915,0.13315402263752035,0,-0.20960466160672248,0,-0.16036433396826269,0.15726501593007569,-0.13637554078769279,0,-0.0013347233791881725,0.69570206048192906,0.063786793026892247,-0.065042438036995179,0,0.00059659623099563453,3.1374137009906162e-05,0
35,5,20,63,0,4,64,5.236328125,-0.248046875,0.64097575001015117,0.87436778333273923,0.011780896723414492,0,1.2651168083156692,0,0.90412758585382158,0.66109859910376878,0.29445943243531203,0.13667359482152755,0,-0.20144255017856277,0,-0.15790653183136225,0.15960110383815362,-0.13626539378953179,0,-0.00204503883282529,0.69580388950767114,0.065058133216112216,-0.064726873459795192,0,0.00059409620214213789,3.2705655052748568e-05,0
35,5,20,63,0,4,65,5.240234375,-0.248046875,0.64111229290647265,0.87495104105200439,0.011421289335905452,0,1.264536534059246,0,0.9039326494615918,0.65467641466437021,0.28692548749979135,0.13948250986038555,0,-0.19280027274102837,0,-0.15602482081694824,0.16175088966833343,-0.13489360677979437,0,-0.0017085393970073231,0.69590528675675722,0.066302097206433597,-0.064403652510732434,0,0.00059156976334100609,3.3973659088515686e-05,0
35,5,20,63,0,4,66,5.244140625,-0.248046875,0.64124267719598183,0.87553729994606622,0.011062378144151234,0,1.2639622715672221,0,0.90373117668688152,0.64829646822172537,0.28176705013443248,0.1433965473810839,0,-0.1866119550653271,0,-0.15483942709251597,0.16392792436643877,-0.1330376034855828,0,-0.00021355051164127347,0.69600624801591193,0.067519415504856378,-0.064070966298755194,0,0.00058902089740417581,3.5179200374047361e-05,0
