cycle,time_hex,rk_stage,tree_checksum,gamma0,gamma1,beta_stage,dt,dt_hex,candidate_min,min_gid,min_i,min_j,min_rho,min_z,nonpositive,nonfinite
5543,0x1.5116666666734p+3,3,cf359244e1483352,-3.8438336996600251,2.121209265338722,1.131678018054042,0.00058593749999999998,0x1.3333333333333p-11,0.35712254854560799,49,66,4,1.953125,0.015625,0,0
5543,0x1.5116666666734p+3,4,cf359244e1483352,0.54637089112186299,0.19865303568270501,0.31066576650933603,0.00058593749999999998,0x1.3333333333333p-11,0.3571225496091861,49,66,4,1.953125,0.015625,0,0
5544,0x1.511b333333401p+3,1,cf359244e1483352,0,1,1.1937439059747379,0.00058593749999999998,0x1.3333333333333p-11,0.35711590284280464,49,66,4,1.953125,0.015625,0,0
5544,0x1.511b333333401p+3,2,cf359244e1483352,0.121098479554482,0.72178167811141103,0.099279895495783005,0.00058593749999999998,0x1.3333333333333p-11,0.35712014818706378,49,66,4,1.953125,0.015625,0,0
5544,0x1.511b333333401p+3,3,cf359244e1483352,-3.8438336996600251,2.121209265338722,1.131678018054042,0.00058593749999999998,0x1.3333333333333p-11,0.35711698316671875,49,66,4,1.953125,0.015625,0,0
5544,0x1.511b333333401p+3,4,cf359244e1483352,0.54637089112186299,0.19865303568270501,0.31066576650933603,0.00058593749999999998,0x1.3333333333333p-11,0.35711698420676896,49,66,4,1.953125,0.015625,0,0
5545,0x1.51200000000cep+3,1,cf359244e1483352,0,1,1.1937439059747379,0.00058593749999999998,0x1.3333333333333p-11,0.35711034361867638,49,66,4,1.953125,0.015625,0,0
5545,0x1.51200000000cep+3,2,cf359244e1483352,0.121098479554482,0.72178167811141103,0.099279895495783005,0.00058593749999999998,0x1.3333333333333p-11,0.35711458500307125,49,66,4,1.953125,0.015625,0,0
5545,0x1.51200000000cep+3,3,cf359244e1483352,-3.8438336996600251,2.121209265338722,1.131678018054042,0.00058593749999999998,0x1.3333333333333p-11,0.35711142290310122,49,66,4,1.953125,0.015625,0,0
5545,0x1.51200000000cep+3,4,cf359244e1483352,0.54637089112186299,0.19865303568270501,0.31066576650933603,0.00058593749999999998,0x1.3333333333333p-11,0.357111423918959,49,66,4,1.953125,0.015625,0,0
5546,0x1.5124ccccccd9bp+3,1,cf359244e1483352,0,1,1.1937439059747379,0.00058593749999999998,0x1.3333333333333p-11,0.3571047893629864,49,66,4,1.953125,0.015625,0,0
5546,0x1.5124ccccccd9bp+3,2,cf359244e1483352,0.121098479554482,0.72178167811141103,0.099279895495783005,0.00058593749999999998,0x1.3333333333333p-11,0.35710902688047558,49,66,4,1.953125,0.015625,0,0
5546,0x1.5124ccccccd9bp+3,3,cf359244e1483352,-3.8438336996600251,2.121209265338722,1.131678018054042,0.00058593749999999998,0x1.3333333333333p-11,-1.340934818444262,60,39,4,5.138671875,0.001953125,2,0
