arm,state,gid,i,j,rho,z,region,C_squared,H_squared,M_squared
high_order,T5,31,12,5,5.6953125,-0.4140625,INTERIOR,4.704972473916845e-06,9.93297226520106e-07,4.991390143864908e-07
high_order,T5,31,13,5,5.7109375,-0.4140625,INTERIOR,4.537798871821355e-06,1.0212045884544573e-06,3.966331971857818e-07
high_order,T5,31,14,5,5.7265625,-0.4140625,INTERIOR,4.603396085791488e-06,1.1253325723024029e-06,3.930194873409304e-07
high_order,T5,31,15,5,5.7421875,-0.4140625,INTERIOR,4.575559959392589e-06,1.0157319866633997e-06,4.823314207304468e-07
high_order,T5,31,16,5,5.7578125,-0.4140625,INTERIOR,4.441246171099876e-06,8.3205894319293e-07,6.331752932556231e-07
high_order,T5,31,17,5,5.7734375,-0.4140625,INTERIOR,4.348306353963989e-06,6.92867636650673e-07,8.344619146887803e-07
high_order,T5,31,18,5,5.7890625,-0.4140625,INTERIOR,4.262012413906401e-06,3.610169942635136e-07,1.1088827879193336e-06
high_order,T5,31,19,5,5.8046875,-0.4140625,INTERIOR,4.559747223030341e-06,2.76861341405381e-07,1.4401843345103203e-06
high_order,T5,31,20,5,5.8203125,-0.4140625,INTERIOR,4.697343213129117e-06,7.767184847268615e-08,1.808592753154779e-06
high_order,T5,31,21,5,5.8359375,-0.4140625,INTERIOR,4.93306369715913e-06,5.2156245617465475e-08,2.149843669724544e-06
high_order,T5,31,22,5,5.8515625,-0.4140625,INTERIOR,5.408454876429907e-06,2.519570513888932e-08,2.5987814597223185e-06
high_order,T5,31,23,5,5.8671875,-0.4140625,INTERIOR,6.0912896954830485e-06,2.986094341142165e-08,3.1319600992788437e-06
high_order,T5,31,24,5,5.8828125,-0.4140625,INTERIOR,6.600331795027597e-06,1.031685072237872e-07,3.5875459171723597e-06
high_order,T5,31,25,5,5.8984375,-0.4140625,INTERIOR,6.809217500992143e-06,1.7281591307319837e-07,3.887331514062178e-06
high_order,T5,31,26,5,5.9140625,-0.4140625,INTERIOR,7.270911839077506e-06,4.7084444784783825e-07,4.0580169151225415e-06
high_order,T5,31,27,5,5.9296875,-0.4140625,INTERIOR,7.584915819825521e-06,5.735257259509783e-07,4.1338159294752225e-06
high_order,T5,31,28,5,5.9453125,-0.4140625,COARSE_FINE_INTERFACE,7.431893065717339e-06,8.599872093739646e-07,3.782540512702987e-06
high_order,T5,31,29,5,5.9609375,-0.4140625,COARSE_FINE_INTERFACE,6.640412245566408e-06,9.035105193274915e-07,3.262821146737684e-06
high_order,T5,31,30,5,5.9765625,-0.4140625,COARSE_FINE_INTERFACE,5.946963288852069e-06,8.462738737112549e-07,2.7073618034988344e-06
high_order,T5,31,31,5,5.9921875,-0.4140625,COARSE_FINE_INTERFACE,5.333453704611271e-06,9.080929838002132e-07,1.902494688274685e-06
high_order,T5,31,0,6,5.5078125,-0.3984375,MESHBLOCK_EDGE_OR_CORNER,6.926518218504053e-06,2.2222744466914797e-07,3.4072695243418692e-06
high_order,T5,31,1,6,5.5234375,-0.3984375,MESHBLOCK_EDGE_OR_CORNER,6.568926584006112e-06,4.132246841059196e-08,3.20748286603733e-06
high_order,T5,31,2,6,5.5390625,-0.3984375,MESHBLOCK_EDGE_OR_CORNER,6.382508517889283e-06,4.968659221366208e-08,2.970066882243478e-06
high_order,T5,31,3,6,5.5546875,-0.3984375,MESHBLOCK_EDGE_OR_CORNER,6.330187724131099e-06,2.476231429900324e-07,2.672948072870939e-06
high_order,T5,31,4,6,5.5703125,-0.3984375,INTERIOR,6.365056238161351e-06,6.266830811242539e-07,2.353641252740176e-06
high_order,T5,31,5,6,5.5859375,-0.3984375,INTERIOR,6.254326275425109e-06,9.549588293353113e-07,1.984643535044573e-06
high_order,T5,31,6,6,5.6015625,-0.3984375,INTERIOR,6.167778276200909e-06,1.3091974141470994e-06,1.57759426359231e-06
high_order,T5,31,7,6,5.6171875,-0.3984375,INTERIOR,6.094587038629605e-06,1.6123339199522445e-06,1.2281063108557885e-06
high_order,T5,31,8,6,5.6328125,-0.3984375,INTERIOR,6.030644050783162e-06,1.9258081117728203e-06,9.102713941404299e-07
high_order,T5,31,9,6,5.6484375,-0.3984375,INTERIOR,5.9096811825180446e-06,2.1416800332035226e-06,6.393968038433867e-07
high_order,T5,31,10,6,5.6640625,-0.3984375,INTERIOR,5.682239103138497e-06,2.091055126415891e-06,4.74879349314665e-07
high_order,T5,31,11,6,5.6796875,-0.3984375,INTERIOR,5.554253462564513e-06,2.0528999133973265e-06,3.677493860282466e-07
high_order,T5,31,12,6,5.6953125,-0.3984375,INTERIOR,5.229988822126743e-06,1.8060678917047855e-06,3.4351319580369713e-07
high_order,T5,31,13,6,5.7109375,-0.3984375,INTERIOR,4.880231246054924e-06,1.523831494647661e-06,3.693880344831861e-07
high_order,T5,31,14,6,5.7265625,-0.3984375,INTERIOR,4.684319963290644e-06,1.2344755221990118e-06,4.956790861808492e-07
high_order,T5,31,15,6,5.7421875,-0.3984375,INTERIOR,4.587248698132603e-06,8.986481459150203e-07,7.369356389717036e-07
high_order,T5,31,16,6,5.7578125,-0.3984375,INTERIOR,4.46804777732175e-06,5.473919335010618e-07,1.0549460070360992e-06
high_order,T5,31,17,6,5.7734375,-0.3984375,INTERIOR,4.499799114989608e-06,3.50953960194336e-07,1.4161509907797529e-06
high_order,T5,31,18,6,5.7890625,-0.3984375,INTERIOR,4.646712373332329e-06,9.64759137312571e-08,1.8320628305815227e-06
high_order,T5,31,19,6,5.8046875,-0.3984375,INTERIOR,5.09824678788446e-06,4.83537627330911e-08,2.2711782701395916e-06
high_order,T5,31,20,6,5.8203125,-0.3984375,INTERIOR,5.411394542368058e-06,5.406798964004864e-12,2.6479155219414445e-06
high_order,T5,31,21,6,5.8359375,-0.3984375,INTERIOR,5.6044314777624286e-06,9.578741973712746e-10,2.902319516802966e-06
high_order,T5,31,22,6,5.8515625,-0.3984375,INTERIOR,5.972836620909917e-06,3.882674980036224e-09,3.2051072347487443e-06
high_order,T5,31,23,6,5.8671875,-0.3984375,INTERIOR,6.4531147536628445e-06,2.6125402862322398e-11,3.5377784604862817e-06
high_order,T5,31,24,6,5.8828125,-0.3984375,INTERIOR,6.710365185253725e-06,4.4003096320308584e-08,3.7595266918087273e-06
high_order,T5,31,25,6,5.8984375,-0.3984375,INTERIOR,6.712944001830525e-06,1.2546618623240242e-07,3.831088815506818e-06
high_order,T5,31,26,6,5.9140625,-0.3984375,INTERIOR,7.012554855717112e-06,4.513890850393401e-07,3.8162396405520755e-06
high_order,T5,31,27,6,5.9296875,-0.3984375,INTERIOR,7.242252789591438e-06,6.271651211019654e-07,3.7488540602007714e-06
high_order,T5,31,28,6,5.9453125,-0.3984375,COARSE_FINE_INTERFACE,7.23088692721024e-06,1.0724199700750858e-06,3.387797927916842e-06
high_order,T5,31,29,6,5.9609375,-0.3984375,COARSE_FINE_INTERFACE,6.584077397093139e-06,1.1415342241717997e-06,2.989635346370071e-06
high_order,T5,31,30,6,5.9765625,-0.3984375,COARSE_FINE_INTERFACE,5.979918205846292e-06,1.0641820917893602e-06,2.560607996072968e-06
high_order,T5,31,31,6,5.9921875,-0.3984375,COARSE_FINE_INTERFACE,5.551444976964289e-06,1.2038510500056994e-06,1.8883310524763508e-06
high_order,T5,31,0,7,5.5078125,-0.3828125,MESHBLOCK_EDGE_OR_CORNER,7.64783577736751e-06,5.151860010299558e-07,3.918356983045688e-06
high_order,T5,31,1,7,5.5234375,-0.3828125,MESHBLOCK_EDGE_OR_CORNER,6.701378415850518e-06,1.0845742589035153e-07,3.349342319773943e-06
high_order,T5,31,2,7,5.5390625,-0.3828125,MESHBLOCK_EDGE_OR_CORNER,6.173045333570323e-06,5.0546624861946824e-08,2.829770972627823e-06
high_order,T5,31,3,7,5.5546875,-0.3828125,MESHBLOCK_EDGE_OR_CORNER,6.108129624698733e-06,4.1973128815275014e-07,2.3409827625106987e-06
high_order,T5,31,4,7,5.5703125,-0.3828125,INTERIOR,6.4961494741689425e-06,1.2427126173509655e-06,1.9255979142449137e-06
high_order,T5,31,5,7,5.5859375,-0.3828125,INTERIOR,6.855136785875703e-06,2.0589698700003565e-06,1.5371603304629534e-06
high_order,T5,31,6,7,5.6015625,-0.3828125,INTERIOR,7.24541267568971e-06,2.8630261609787906e-06,1.1652289665811647e-06
high_order,T5,31,7,7,5.6171875,-0.3828125,INTERIOR,7.49972197854873e-06,3.469178370838066e-06,8.547738718523051e-07
high_order,T5,31,8,7,5.6328125,-0.3828125,INTERIOR,7.535688284575664e-06,3.820256686807812e-06,6.085936122181576e-07
high_order,T5,31,9,7,5.6484375,-0.3828125,INTERIOR,7.347015571579881e-06,3.891709941436808e-06,4.2043273970026733e-07
high_order,T5,31,10,7,5.6640625,-0.3828125,INTERIOR,6.824016206609213e-06,3.4638016639090044e-06,3.45261697694727e-07
high_order,T5,31,11,7,5.6796875,-0.3828125,INTERIOR,6.377548893511132e-06,3.0230869872425807e-06,3.2808941752155834e-07
high_order,T5,31,12,7,5.6953125,-0.3828125,INTERIOR,5.643778518359117e-06,2.26528746707228e-06,4.0558788616702566e-07
high_order,T5,31,13,7,5.7109375,-0.3828125,INTERIOR,5.088008576455531e-06,1.6487456974415717e-06,5.551887988657644e-07
high_order,T5,31,14,7,5.7265625,-0.3828125,INTERIOR,4.72758903739457e-06,1.0293906646490028e-06,8.413402598539977e-07
high_order,T5,31,15,7,5.7421875,-0.3828125,INTERIOR,4.729167068500104e-06,5.9143915961421e-07,1.2766973355288645e-06
high_order,T5,31,16,7,5.7578125,-0.3828125,INTERIOR,4.799923770323592e-06,2.3131903451475682e-07,1.7785499433085307e-06
high_order,T5,31,17,7,5.7734375,-0.3828125,INTERIOR,5.033301861764362e-06,8.880461084195989e-08,2.26788132311346e-06
high_order,T5,31,18,7,5.7890625,-0.3828125,INTERIOR,5.406014713691312e-06,3.463413988650239e-10,2.732383964712285e-06
high_order,T5,31,19,7,5.8046875,-0.3828125,INTERIOR,5.878729303008164e-06,3.595849547110971e-09,3.134593043444678e-06
high_order,T5,31,20,7,5.8203125,-0.3828125,INTERIOR,6.142041697492799e-06,5.039368392645695e-08,3.3550939371415335e-06
high_order,T5,31,21,7,5.8359375,-0.3828125,INTERIOR,6.099535837241028e-06,4.4332195635732276e-08,3.3703702319081032e-06
high_order,T5,31,22,7,5.8515625,-0.3828125,INTERIOR,6.183453256883974e-06,3.050789578030656e-08,3.402632854743159e-06
high_order,T5,31,23,7,5.8671875,-0.3828125,INTERIOR,6.359378213470427e-06,4.0311299514386845e-09,3.4540000870613513e-06
high_order,T5,31,24,7,5.8828125,-0.3828125,INTERIOR,6.369534291569339e-06,4.1924074837615664e-08,3.431333280310671e-06
high_order,T5,31,25,7,5.8984375,-0.3828125,INTERIOR,6.227096147034065e-06,1.574688069180718e-07,3.3207831845372057e-06
high_order,T5,31,26,7,5.9140625,-0.3828125,INTERIOR,6.516386632867256e-06,5.845136453800773e-07,3.204101759127039e-06
high_order,T5,31,27,7,5.9296875,-0.3828125,INTERIOR,6.844391811091392e-06,8.983661334887286e-07,3.1172605536045466e-06
high_order,T5,31,28,7,5.9453125,-0.3828125,COARSE_FINE_INTERFACE,7.114993797997845e-06,1.5145279932147384e-06,2.8820373910121616e-06
high_order,T5,31,29,7,5.9609375,-0.3828125,COARSE_FINE_INTERFACE,6.5645969272577845e-06,1.6012854182259842e-06,2.5690097286744187e-06
high_order,T5,31,30,7,5.9765625,-0.3828125,COARSE_FINE_INTERFACE,5.639840746580753e-06,1.3736451017205733e-06,1.985440792159593e-06
high_order,T5,31,31,7,5.9921875,-0.3828125,COARSE_FINE_INTERFACE,4.809252077952944e-06,1.0217248596308631e-06,1.4193591275582032e-06
high_order,T5,31,0,8,5.5078125,-0.3671875,MESHBLOCK_EDGE_OR_CORNER,7.777121890756315e-06,7.792491693349771e-07,3.873698768567385e-06
high_order,T5,31,1,8,5.5234375,-0.3671875,MESHBLOCK_EDGE_OR_CORNER,6.3154982320009185e-06,1.7791082917495413e-07,2.988433776748285e-06
high_order,T5,31,2,8,5.5390625,-0.3671875,MESHBLOCK_EDGE_OR_CORNER,5.549067569237355e-06,4.616546454272155e-08,2.3056575905889233e-06
high_order,T5,31,3,8,5.5546875,-0.3671875,MESHBLOCK_EDGE_OR_CORNER,5.597254970706606e-06,5.733963200480867e-07,1.769341947461734e-06
high_order,T5,31,4,8,5.5703125,-0.3671875,INTERIOR,6.5036912894893396e-06,1.8672454383816813e-06,1.3971419430514297e-06
high_order,T5,31,5,8,5.5859375,-0.3671875,INTERIOR,7.526903880096991e-06,3.2425952432525885e-06,1.1080269843802596e-06
high_order,T5,31,6,8,5.6015625,-0.3671875,INTERIOR,8.50947691400646e-06,4.50957174175316e-06,8.656413099090716e-07
high_order,T5,31,7,8,5.6171875,-0.3671875,INTERIOR,9.231121049728613e-06,5.481163560565516e-06,6.615726795608032e-07
high_order,T5,31,8,8,5.6328125,-0.3671875,INTERIOR,9.286578509253172e-06,5.750437491798913e-06,5.148178551699273e-07
high_order,T5,31,9,8,5.6484375,-0.3671875,INTERIOR,9.063174047565398e-06,5.693814793887978e-06,4.145345548924959e-07
high_order,T5,31,10,8,5.6640625,-0.3671875,INTERIOR,8.26485852926763e-06,4.898568618439267e-06,4.2710526894257843e-07
high_order,T5,31,11,8,5.6796875,-0.3671875,INTERIOR,7.557356696210838e-06,4.085245965766412e-06,5.169471557644634e-07
high_order,T5,31,12,8,5.6953125,-0.3671875,INTERIOR,6.489202238164468e-06,2.8527923908711536e-06,7.281517879729192e-07
high_order,T5,31,13,8,5.7109375,-0.3671875,INTERIOR,5.814002311922982e-06,1.9534498250546214e-06,1.0330819974504489e-06
high_order,T5,31,14,8,5.7265625,-0.3671875,INTERIOR,5.354942835613898e-06,1.0650501870270905e-06,1.4834758709498805e-06
high_order,T5,31,15,8,5.7421875,-0.3671875,INTERIOR,5.411814231748954e-06,5.334222706258599e-07,2.0628414578891397e-06
high_order,T5,31,16,8,5.7578125,-0.3671875,INTERIOR,5.530747638045755e-06,1.4410151171864118e-07,2.631276473365835e-06
high_order,T5,31,17,8,5.7734375,-0.3671875,INTERIOR,5.7636062220860044e-06,2.4673341674000446e-08,3.083656151560168e-06
high_order,T5,31,18,8,5.7890625,-0.3671875,INTERIOR,6.078487653660209e-06,1.4721214203022585e-08,3.4074746627238902e-06
high_order,T5,31,19,8,5.8046875,-0.3671875,INTERIOR,6.354763111678992e-06,4.679516398598513e-08,3.5850854482862526e-06
high_order,T5,31,20,8,5.8203125,-0.3671875,INTERIOR,6.3683445073166805e-06,1.2559412085594995e-07,3.522259933905114e-06
high_order,T5,31,21,8,5.8359375,-0.3671875,INTERIOR,6.0206399966848255e-06,1.1092460595604907e-07,3.2417530831619842e-06
high_order,T5,31,22,8,5.8515625,-0.3671875,INTERIOR,5.79120928916752e-06,6.576915084359295e-08,2.9999239813986306e-06
high_order,T5,31,23,8,5.8671875,-0.3671875,INTERIOR,5.693194572822996e-06,1.7030230830087615e-08,2.8107432593062155e-06
high_order,T5,31,24,8,5.8828125,-0.3671875,INTERIOR,5.499344384228447e-06,1.792981512056694e-08,2.6275518711273095e-06
high_order,T5,31,25,8,5.8984375,-0.3671875,INTERIOR,5.270254872151462e-06,1.1909657271252531e-07,2.4486955018546254e-06
high_order,T5,31,26,8,5.9140625,-0.3671875,INTERIOR,5.5442794004592945e-06,5.212832699424836e-07,2.355229833096203e-06
high_order,T5,31,27,8,5.9296875,-0.3671875,INTERIOR,5.944665331406225e-06,8.542683193839408e-07,2.3438204937712066e-06
high_order,T5,31,28,8,5.9453125,-0.3671875,COARSE_FINE_INTERFACE,6.352836416479429e-06,1.4698535386462776e-06,2.2622122608897045e-06
high_order,T5,31,29,8,5.9609375,-0.3671875,COARSE_FINE_INTERFACE,6.041238652786701e-06,1.5720257203904865e-06,2.177258043893294e-06
high_order,T5,31,30,8,5.9765625,-0.3671875,COARSE_FINE_INTERFACE,5.3746268774469e-06,1.5391692082919902e-06,1.6682583162452965e-06
high_order,T5,31,31,8,5.9921875,-0.3671875,COARSE_FINE_INTERFACE,4.321188615510269e-06,1.065602870723481e-06,1.021131977798749e-06
high_order,T5,31,0,9,5.5078125,-0.3515625,MESHBLOCK_EDGE_OR_CORNER,6.4821328089400945e-06,3.518073299132896e-07,3.103557906591406e-06
high_order,T5,31,1,9,5.5234375,-0.3515625,MESHBLOCK_EDGE_OR_CORNER,5.256573154099436e-06,1.0186679154382927e-08,2.206926598350721e-06
high_order,T5,31,2,9,5.5390625,-0.3515625,MESHBLOCK_EDGE_OR_CORNER,4.9237352442676196e-06,2.324087410098528e-07,1.6110275379772735e-06
high_order,T5,31,3,9,5.5546875,-0.3515625,MESHBLOCK_EDGE_OR_CORNER,5.346142200317608e-06,1.010822086816546e-06,1.1986813575705797e-06
high_order,T5,31,4,9,5.5703125,-0.3515625,INTERIOR,6.598543083404631e-06,2.5005652470364818e-06,9.711787584707565e-07
high_order,T5,31,5,9,5.5859375,-0.3515625,INTERIOR,7.847943269143917e-06,3.937356503187396e-06,8.355166603865657e-07
high_order,T5,31,6,9,5.6015625,-0.3515625,INTERIOR,8.873441213664597e-06,5.083066744514225e-06,7.496181411892038e-07
high_order,T5,31,7,9,5.6171875,-0.3515625,INTERIOR,9.633787902862207e-06,5.952536418478071e-06,6.818020051277591e-07
high_order,T5,31,8,9,5.6328125,-0.3515625,INTERIOR,9.413317778681974e-06,5.812935240970335e-06,6.57154823605233e-07
high_order,T5,31,9,9,5.6484375,-0.3515625,INTERIOR,9.107008066593911e-06,5.539509266828265e-06,6.769892991657169e-07
high_order,T5,31,10,9,5.6640625,-0.3515625,INTERIOR,8.233000080917482e-06,4.524689029485956e-06,8.210350707722549e-07
high_order,T5,31,11,9,5.6796875,-0.3515625,INTERIOR,7.595880283036503e-06,3.6165484567678316e-06,1.0640280929820466e-06
high_order,T5,31,12,9,5.6953125,-0.3515625,INTERIOR,6.710007643074212e-06,2.4032975960560254e-06,1.4265120727026388e-06
high_order,T5,31,13,9,5.7109375,-0.3515625,INTERIOR,6.247505785959796e-06,1.5918632981368657e-06,1.8461833142095793e-06
high_order,T5,31,14,9,5.7265625,-0.3515625,INTERIOR,5.942503986330774e-06,8.041936658376781e-07,2.344788590325921e-06
high_order,T5,31,15,9,5.7421875,-0.3515625,INTERIOR,6.071152908350005e-06,3.860305587222625e-07,2.880057321213693e-06
high_order,T5,31,16,9,5.7578125,-0.3515625,INTERIOR,6.122638483521585e-06,8.969899267725368e-08,3.281519628410493e-06
high_order,T5,31,17,9,5.7734375,-0.3515625,INTERIOR,6.144508222219406e-06,1.1457704459625484e-08,3.4749316343015502e-06
high_order,T5,31,18,9,5.7890625,-0.3515625,INTERIOR,6.161541512678561e-06,1.3514027858752784e-08,3.491863526311572e-06
high_order,T5,31,19,9,5.8046875,-0.3515625,INTERIOR,6.099578725471332e-06,3.2337246022016106e-08,3.3528643598474553e-06
high_order,T5,31,20,9,5.8203125,-0.3515625,INTERIOR,5.80324962438589e-06,6.542948033762408e-08,3.0336436544520236e-06
high_order,T5,31,21,9,5.8359375,-0.3515625,INTERIOR,5.263356581511758e-06,4.273145560682254e-08,2.5804148149369765e-06
high_order,T5,31,22,9,5.8515625,-0.3515625,INTERIOR,4.915873934245264e-06,9.567050562911968e-09,2.2267253967780387e-06
high_order,T5,31,23,9,5.8671875,-0.3515625,INTERIOR,4.7752824909446125e-06,1.320258399636657e-09,1.9752032702065904e-06
high_order,T5,31,24,9,5.8828125,-0.3515625,INTERIOR,4.6425469433816855e-06,8.00148038281568e-08,1.789013808456371e-06
high_order,T5,31,25,9,5.8984375,-0.3515625,INTERIOR,4.523760008187564e-06,2.3990948425478e-07,1.6693347907755108e-06
high_order,T5,31,26,9,5.9140625,-0.3515625,INTERIOR,4.921291301517186e-06,6.896792497552233e-07,1.667396377012667e-06
high_order,T5,31,27,9,5.9296875,-0.3515625,INTERIOR,5.396239870202699e-06,1.0326706458486745e-06,1.7427624348463335e-06
high_order,T5,31,28,9,5.9453125,-0.3515625,COARSE_FINE_INTERFACE,5.916967587656626e-06,1.6678524760620417e-06,1.7651547396929734e-06
high_order,T5,31,29,9,5.9609375,-0.3515625,COARSE_FINE_INTERFACE,5.766524742772444e-06,1.689766520930307e-06,1.918756159402103e-06
high_order,T5,31,30,9,5.9765625,-0.3515625,COARSE_FINE_INTERFACE,5.511414485445468e-06,1.7271342147923633e-06,1.7553146364770114e-06
high_order,T5,31,31,9,5.9921875,-0.3515625,COARSE_FINE_INTERFACE,4.883281455505965e-06,1.6619875119908223e-06,1.1450294669642149e-06
high_order,T5,31,0,10,5.5078125,-0.3359375,MESHBLOCK_EDGE_OR_CORNER,4.854034641282944e-06,9.16329361217442e-09,1.9259375185246518e-06
high_order,T5,31,1,10,5.5234375,-0.3359375,MESHBLOCK_EDGE_OR_CORNER,4.304218276898387e-06,1.0158538398699512e-07,1.2882508221154823e-06
high_order,T5,31,2,10,5.5390625,-0.3359375,MESHBLOCK_EDGE_OR_CORNER,4.395490818648886e-06,4.9746444609667e-07,9.524326223780162e-07
high_order,T5,31,3,10,5.5546875,-0.3359375,MESHBLOCK_EDGE_OR_CORNER,5.04160904685787e-06,1.2717958372444208e-06,7.692595426049796e-07
high_order,T5,31,4,10,5.5703125,-0.3359375,INTERIOR,6.26071229861901e-06,2.519807568291575e-06,7.419926374387378e-07
high_order,T5,31,5,10,5.5859375,-0.3359375,INTERIOR,7.465153992282465e-06,3.6959938113546387e-06,8.053640818149557e-07
high_order,T5,31,6,10,5.6015625,-0.3359375,INTERIOR,8.393677565103031e-06,4.535463383882122e-06,9.150212472890685e-07
high_order,T5,31,7,10,5.6171875,-0.3359375,INTERIOR,9.222116717097285e-06,5.264232402294165e-06,1.0450968502454189e-06
high_order,T5,31,8,10,5.6328125,-0.3359375,INTERIOR,8.98820281303863e-06,4.911226329088482e-06,1.2041274588027385e-06
high_order,T5,31,9,10,5.6484375,-0.3359375,INTERIOR,8.928065526306994e-06,4.698288136705333e-06,1.3912671774352586e-06
high_order,T5,31,10,10,5.6640625,-0.3359375,INTERIOR,8.359966962168321e-06,3.8129395149032187e-06,1.6945218287682104e-06
high_order,T5,31,11,10,5.6796875,-0.3359375,INTERIOR,8.07869734568641e-06,3.110960976144925e-06,2.070150122728156e-06
high_order,T5,31,12,10,5.6953125,-0.3359375,INTERIOR,7.567402255363895e-06,2.1925213073254013e-06,2.496790678386998e-06
high_order,T5,31,13,10,5.7109375,-0.3359375,INTERIOR,7.256872818747683e-06,1.5650401970061946e-06,2.8729339063212724e-06
high_order,T5,31,14,10,5.7265625,-0.3359375,INTERIOR,6.914006743878734e-06,8.93661056949403e-07,3.2134899465908148e-06
high_order,T5,31,15,10,5.7421875,-0.3359375,INTERIOR,6.821777688718897e-06,5.161729448887893e-07,3.487888124854755e-06
high_order,T5,31,16,10,5.7578125,-0.3359375,INTERIOR,6.500898530148286e-06,1.9249219786658297e-07,3.542886520454257e-06
high_order,T5,31,17,10,5.7734375,-0.3359375,INTERIOR,6.107620367881471e-06,6.527228793001001e-08,3.3708347156859436e-06
high_order,T5,31,18,10,5.7890625,-0.3359375,INTERIOR,5.722227223294541e-06,1.3280547104861918e-09,3.0625972804117376e-06
high_order,T5,31,19,10,5.8046875,-0.3359375,INTERIOR,5.356549616566527e-06,2.2596516899600253e-09,2.654650445434649e-06
high_order,T5,31,20,10,5.8203125,-0.3359375,INTERIOR,4.877659004068786e-06,1.5152648158271435e-08,2.1900243392610743e-06
high_order,T5,31,21,10,5.8359375,-0.3359375,INTERIOR,4.308237045152787e-06,1.0682789631495568e-08,1.7091564668920885e-06
high_order,T5,31,22,10,5.8515625,-0.3359375,INTERIOR,3.977726223106845e-06,7.990822371409081e-10,1.3746700603365577e-06
high_order,T5,31,23,10,5.8671875,-0.3359375,INTERIOR,3.8799026121568684e-06,4.963228102929125e-09,1.1804177193784107e-06
high_order,T5,31,24,10,5.8828125,-0.3359375,INTERIOR,3.7987882762027972e-06,6.931988081266189e-08,1.077196216799811e-06
high_order,T5,31,25,10,5.8984375,-0.3359375,INTERIOR,3.73512525918476e-06,1.8101099618758984e-07,1.0681350850237227e-06
high_order,T5,31,26,10,5.9140625,-0.3359375,INTERIOR,4.0675550770034765e-06,4.827729788380677e-07,1.162960675067825e-06
high_order,T5,31,27,10,5.9296875,-0.3359375,INTERIOR,4.530181610894596e-06,7.366604983938822e-07,1.3346839982744144e-06
high_order,T5,31,28,10,5.9453125,-0.3359375,COARSE_FINE_INTERFACE,5.069063806986245e-06,1.2687120887504913e-06,1.4830433367256668e-06
high_order,T5,31,29,10,5.9609375,-0.3359375,COARSE_FINE_INTERFACE,5.054918198784478e-06,1.3119690171319839e-06,1.7406413973516564e-06
high_order,T5,31,30,10,5.9765625,-0.3359375,COARSE_FINE_INTERFACE,4.863261158407578e-06,1.1823319353584762e-06,1.8056505694149835e-06
high_order,T5,31,31,10,5.9921875,-0.3359375,COARSE_FINE_INTERFACE,4.709011076124281e-06,1.2706931961682416e-06,1.5236368773305518e-06
high_order,T5,31,0,11,5.5078125,-0.3203125,MESHBLOCK_EDGE_OR_CORNER,4.068478383146404e-06,3.1011415117007287e-07,9.477182658643014e-07
high_order,T5,31,1,11,5.5234375,-0.3203125,MESHBLOCK_EDGE_OR_CORNER,4.154547602830395e-06,7.087220887109738e-07,6.578685743411628e-07
high_order,T5,31,2,11,5.5390625,-0.3203125,MESHBLOCK_EDGE_OR_CORNER,4.321285472518955e-06,9.099390511856332e-07,6.012560414417235e-07
high_order,T5,31,3,11,5.5546875,-0.3203125,MESHBLOCK_EDGE_OR_CORNER,4.990420292292256e-06,1.4726514922859498e-06,6.530557324882672e-07
high_order,T5,31,4,11,5.5703125,-0.3203125,INTERIOR,5.858127904834845e-06,2.1289756719812053e-06,8.556432222164069e-07
high_order,T5,31,5,11,5.5859375,-0.3203125,INTERIOR,6.79874007886113e-06,2.7347034261688295e-06,1.2056299995997254e-06
high_order,T5,31,6,11,5.6015625,-0.3203125,INTERIOR,7.532819259811723e-06,3.065965416712943e-06,1.6119385403118888e-06
high_order,T5,31,7,11,5.6171875,-0.3203125,INTERIOR,8.305637017297245e-06,3.428595004285227e-06,2.0383960460377824e-06
high_order,T5,31,8,11,5.6328125,-0.3203125,INTERIOR,8.196843624631992e-06,2.96020268699503e-06,2.419463790224294e-06
high_order,T5,31,9,11,5.6484375,-0.3203125,INTERIOR,8.355895740797488e-06,2.837058803739815e-06,2.7163365126433796e-06
high_order,T5,31,10,11,5.6640625,-0.3203125,INTERIOR,8.156075430699064e-06,2.2689422814281078e-06,3.051416800677047e-06
high_order,T5,31,11,11,5.6796875,-0.3203125,INTERIOR,8.184914628203281e-06,1.9279956857589876e-06,3.356436594216554e-06
high_order,T5,31,12,11,5.6953125,-0.3203125,INTERIOR,8.014854420421672e-06,1.5085052754240118e-06,3.6080349085245345e-06
high_order,T5,31,13,11,5.7109375,-0.3203125,INTERIOR,7.798604020081883e-06,1.2435850860579965e-06,3.7044862098644963e-06
high_order,T5,31,14,11,5.7265625,-0.3203125,INTERIOR,7.428052677281112e-06,9.086121075410477e-07,3.6794267922667392e-06
high_order,T5,31,15,11,5.7421875,-0.3203125,INTERIOR,7.108390804773824e-06,7.094866229337022e-07,3.55356198519205e-06
high_order,T5,31,16,11,5.7578125,-0.3203125,INTERIOR,6.452684606855721e-06,4.424108251016978e-07,3.222869686658979e-06
high_order,T5,31,17,11,5.7734375,-0.3203125,INTERIOR,5.728292426673554e-06,2.990106089695221e-07,2.7449591753297273e-06
high_order,T5,31,18,11,5.7890625,-0.3203125,INTERIOR,5.041206356304707e-06,1.3375294022133218e-07,2.2551992775013646e-06
