# Nx1 Nx2 Nx3 Ncycle region weighting sampled_volume cell_count C_rms H_rms M_rms Z_rms H_linf M_linf
0512 1024 0001 01541 box coordinate 5.1200000000000000e+02 524288 9.8847770276879103e-05 3.0761331235120867e-05 1.7228135085616882e-05 4.6114092900301322e-05 1.7066532279174801e-03 8.8357285915598253e-05
0512 1024 0001 01541 box proper 1.0495123150737618e+03 524288 8.7481213234893892e-05 2.7576518148202074e-05 1.5391315318679650e-05 4.0735917749247212e-05 1.7066532279174801e-03 8.8357285915598253e-05
0512 1024 0001 01541 r<=1 coordinate 1.5761718750000000e+00 1614 2.4144321421633058e-05 2.3147956053628982e-05 6.8146496644276107e-06 3.9063328889141966e-07 1.0664876515611577e-04 2.6757780218342378e-05
0512 1024 0001 01541 r<=1 proper 6.2540000189569360e+00 1614 2.4107911983064453e-05 2.3114713458884165e-05 6.7987558537028466e-06 3.8990517092616041e-07 1.0664876515611577e-04 2.6757780218342378e-05
