order,profile,parent_min,child_min,parent_max,child_max,undershoot,overshoot,positive,high_fraction_50,high_fraction_80
4,chi_smooth_positive,0.18000001883046157,0.18000001883046157,0.9397474920436439,0.9398402824361981,0.0,9.27903925541651e-05,True,6.613925989281066e-12,6.6139254964516824e-12
4,lapse_smooth_positive,0.3206637383562565,0.32001719353135444,0.9999999998659449,1.0000000002317284,0.0006465448249020622,3.657835145887134e-10,True,1.2792258632289488e-11,1.2792258592215129e-11
4,metric_smooth_positive,0.71,0.71,1.29,1.29,0.0,0.0,True,1.2633252634250778e-12,1.2633252634250776e-12
6,chi_smooth_positive,0.18000001883046157,0.18000001883046157,0.9397474920436439,0.9398440715268233,0.0,9.657948317931542e-05,True,5.054401231334228e-16,5.050528788213563e-16
6,lapse_smooth_positive,0.3206637383562565,0.3200123987288025,0.9999999998659449,1.0000000003215403,0.0006513396274540062,4.555954502549753e-10,True,1.3806867328364679e-15,1.3806547995830318e-15
6,metric_smooth_positive,0.71,0.71,1.29,1.29,0.0,0.0,True,2.5616226278913403e-17,2.561622627891334e-17
