order,kH_over_pi,midpoint_magnitude,midpoint_phase_error,physical_branch_amplitude,image_branch_amplitude
4,0.006347656250000001,0.9999999962936196,3.3746217489693655e-18,0.9999999981468097,1.853190212397493e-09
4,0.006591796875,0.99999999568967,-1.2084818189352388e-18,0.9999999978448351,2.155164990913505e-09
4,0.0068359375,0.999999995014756,8.769189648926738e-19,0.999999997507378,2.492621997696176e-09
4,0.007080078125,0.9999999942635255,9.842569032678359e-19,0.9999999971317627,2.8682373143240625e-09
4,0.007324218749999999,0.9999999934304314,-7.360961458337711e-19,0.9999999967152158,3.284784277912678e-09
4,0.007568359375,0.9999999925097331,-1.9687453764008145e-18,0.9999999962548666,3.745133425603342e-09
4,0.0078125,0.9999999914954939,1.1825729117547324e-18,0.9999999957477469,4.252253105185844e-09
4,0.008056640625,0.9999999903815838,2.837482486125842e-18,0.9999999951907919,4.809208087319661e-09
4,0.00830078125,0.9999999891616782,-2.2595756891603443e-18,0.9999999945808391,5.419160897801589e-09
4,0.008544921875,0.9999999878292575,-1.1228281320977031e-19,0.9999999939146287,6.085371262454231e-09
4,0.0087890625,0.9999999863776072,3.014900514795615e-18,0.9999999931888037,6.811196329170599e-09
4,0.009033203125,0.9999999847998201,-1.1631697335336568e-18,0.9999999923999101,7.60008994626915e-09
4,0.00927734375,0.999999983088792,3.3747839482070373e-18,0.999999991544396,8.455603994761418e-09
4,0.009521484375,0.9999999812372268,-1.6251880020975127e-18,0.9999999906186134,9.381386611995168e-09
4,0.009765625,0.999999979237632,3.768759599488749e-18,0.999999989618816,1.0381184023522394e-08
4,0.010009765625,0.9999999770823215,7.760259036931985e-19,0.9999999885411608,1.1458839266342835e-08
4,0.01025390625,0.999999974763415,-2.4744809437488713e-18,0.9999999873817075,1.2618292521970886e-08
4,0.010498046875,0.9999999722728368,-3.78204843746522e-18,0.9999999861364184,1.3863581616035958e-08
4,0.010742187499999998,0.9999999696023179,2.2711727237451276e-18,0.9999999848011589,1.5198841074592906e-08
4,0.010986328125,0.9999999667433939,-1.7393445566165286e-18,0.9999999833716969,1.66283030678116e-08
4,0.01123046875,0.9999999636874072,2.3069195048731922e-18,0.9999999818437035,1.8156296466287358e-08
4,0.011474609375,0.9999999604255048,-2.0554804468109605e-18,0.9999999802127524,1.9787247673708208e-08
4,0.01171875,0.9999999569486394,7.187629830781696e-18,0.9999999784743197,2.1525680293787985e-08
4,0.011962890625,0.9999999532475702,-1.0012587116547889e-18,0.9999999766237851,2.3376214852710575e-08
4,0.01220703125,0.9999999493128614,1.6014777340909626e-18,0.9999999746564308,2.5343569298730273e-08
4,0.012451171875,0.9999999451348828,2.024974194338726e-19,0.9999999725674413,2.7432558613593727e-08
4,0.012695312500000002,0.99999994070381,-1.7350163805115927e-18,0.999999970351905,2.964809497907339e-08
4,0.012939453125,0.9999999360096246,3.3113102036656456e-18,0.9999999680048123,3.1995187721456375e-08
4,0.01318359375,0.9999999310421136,8.357357451098339e-19,0.9999999655210569,3.447894314501099e-08
4,0.013427734375,0.9999999257908702,5.378629992598954e-18,0.999999962895435,3.71045649205648e-08
4,0.013671875,0.9999999202452927,-5.3597893142168014e-18,0.9999999601226464,3.9877353641415425e-08
4,0.013916015625,0.9999999143945855,1.173470153322595e-19,0.9999999571972927,4.280270726741975e-08
4,0.01416015625,0.999999908227759,-1.4333521904606564e-18,0.9999999541138795,4.588612051437124e-08
4,0.014404296875,0.9999999017336287,1.1604447057393108e-18,0.9999999508668144,4.9133185631156095e-08
4,0.014648437499999998,0.9999998949008171,3.6597903289354175e-18,0.9999999474504084,5.254959151157479e-08
4,0.014892578125,0.9999998877177511,-8.956296351309876e-19,0.9999999438588756,5.6141124471498216e-08
4,0.01513671875,0.9999998801726646,1.0319234204797932e-18,0.9999999400863323,5.991366769375617e-08
4,0.015380859375,0.9999998722535971,-1.2024804117699303e-18,0.9999999361267986,6.387320139467079e-08
4,0.015625,0.9999998639483936,-7.795579871182791e-18,0.9999999319741968,6.802580315712348e-08
4,0.015869140625,0.9999998552447051,8.891771765896985e-19,0.9999999276223526,7.237764737544339e-08
4,0.01611328125,0.9999998461299889,-8.873728888171897e-19,0.9999999230649945,7.693500553296317e-08
4,0.016357421875,0.999999836591508,-7.69601410698412e-19,0.999999918295754,8.170424597997439e-08
4,0.0166015625,0.9999998266163315,-4.68904199686156e-18,0.9999999133081657,8.669183426679439e-08
4,0.016845703125,0.9999998161913338,-1.5480167130855152e-18,0.999999908095667,9.190433308825519e-08
4,0.01708984375,0.9999998053031968,-6.785511627465532e-18,0.9999999026515984,9.734840156205848e-08
4,0.017333984375,0.9999997939384067,-6.280308897127074e-18,0.9999998969692033,1.030307966720656e-07
4,0.017578125,0.9999997820832566,9.012538047865996e-19,0.9999998910416283,1.0895837171398526e-07
4,0.017822265625,0.9999997697238459,1.4625828066764204e-18,0.9999998848619229,1.151380770170185e-07
4,0.01806640625,0.9999997568460793,9.202239520099646e-19,0.9999998784230397,1.215769603324368e-07
4,0.018310546875,0.9999997434356684,9.50132077422167e-18,0.9999998717178342,1.282821657788702e-07
4,0.0185546875,0.9999997294781308,-1.049748043445855e-17,0.9999998647390653,1.3526093461946331e-07
4,0.018798828125,0.9999997149587896,1.0145603480377462e-18,0.9999998574793948,1.4252060520636434e-07
4,0.01904296875,0.9999996998627746,-9.285417140941083e-18,0.9999998499313874,1.5006861270316918e-07
4,0.019287109375,0.9999996841750213,2.8103142485228803e-18,0.9999998420875107,1.5791248936247726e-07
4,0.01953125,0.9999996678802723,-1.6745447027371608e-18,0.9999998339401361,1.6605986385975768e-07
4,0.019775390625,0.9999996509630757,-8.196012257847253e-19,0.9999998254815379,1.7451846212601652e-07
4,0.02001953125,0.9999996334077862,-3.3531485891795183e-18,0.999999816703893,1.8329610695921872e-07
4,0.020263671875000003,0.9999996151985644,2.20531931781843e-19,0.9999998075992822,1.9240071780224355e-07
4,0.0205078125,0.9999995963193775,-3.557802079495543e-18,0.9999997981596888,2.0184031124248492e-07
4,0.020751953125,0.9999995767539992,4.276097954510572e-18,0.9999997883769995,2.1162300040122872e-07
4,0.02099609375,0.9999995564860087,-3.329734655505037e-18,0.9999997782430043,2.2175699565529783e-07
4,0.021240234375,0.9999995354987928,1.9674014695278552e-18,0.9999997677493965,2.3225060352682902e-07
4,0.021484374999999997,0.9999995137755439,-7.62989606940366e-18,0.9999997568877719,2.4311222812656297e-07
4,0.021728515625,0.9999994912992606,1.680375177044443e-17,0.9999997456496303,2.5435036971055425e-07
4,0.02197265625,0.9999994680527489,1.697288664825331e-18,0.9999997340263744,2.659736255683498e-07
4,0.022216796875,0.9999994440186203,-3.4032795700964893e-18,0.9999997220093102,2.779906898564555e-07
4,0.0224609375,0.9999994191792934,2.99819871008309e-18,0.9999997095896467,2.9041035332078025e-07
4,0.022705078124999997,0.9999993935169931,-7.624759072757672e-18,0.9999996967584965,3.032415034631697e-07
4,0.02294921875,0.9999993670137507,-1.1347952220641716e-17,0.9999996835068754,3.1649312459691714e-07
4,0.023193359375,0.9999993396514041,1.4771437675534947e-17,0.9999996698257021,3.301742979022748e-07
4,0.0234375,0.9999993114115986,1.2056005501577045e-17,0.9999996557057993,3.442942006492977e-07
4,0.023681640625,0.999999282275785,-1.5371061684110302e-18,0.9999996411378926,3.5886210741908897e-07
4,0.02392578125,0.9999992522252213,1.0980501713808104e-18,0.9999996261126107,3.7388738932664367e-07
4,0.024169921875000003,0.999999221240972,-1.4708576611323365e-18,0.9999996106204859,3.8937951407636007e-07
4,0.0244140625,0.9999991893039087,-1.3715838742212746e-18,0.9999995946519544,4.0534804562897264e-07
4,0.024658203125,0.9999991563947092,-1.5315005924037224e-17,0.9999995781973545,4.2180264542279744e-07
4,0.02490234375,0.9999991224938584,-5.9434663447519106e-18,0.9999995612469292,4.3875307081941983e-07
4,0.025146484375,0.9999990875816479,8.842682811096227e-18,0.999999543790824,4.562091760473841e-07
4,0.025390625000000003,0.9999990516381762,1.0764686422084913e-17,0.9999995258190881,4.7418091192463763e-07
4,0.025634765625,0.9999990146433486,7.647879708092413e-18,0.9999995073216743,4.926783257475087e-07
4,0.02587890625,0.9999989765768773,8.834071709953366e-18,0.9999994882884387,5.117115613462175e-07
4,0.026123046875,0.9999989374182814,-3.0887107754138568e-18,0.9999994687091407,5.31290859306921e-07
4,0.0263671875,0.999998897146887,-3.568526333868143e-18,0.9999994485734435,5.514265565276233e-07
4,0.026611328124999997,0.9999988557418268,1.2156640683503098e-17,0.9999994278709134,5.721290866067541e-07
4,0.02685546875,0.9999988131820411,2.808368304661599e-18,0.9999994065910205,5.934089794545905e-07
4,0.027099609375,0.9999987694462771,-1.0064121374991486e-17,0.9999993847231385,6.152768614597903e-07
4,0.02734375,0.9999987245130885,1.066914442041899e-17,0.9999993622565442,6.377434557669481e-07
4,0.027587890625,0.999998678360837,5.691307321638438e-18,0.9999993391804185,6.608195814994389e-07
4,0.02783203125,0.9999986309676907,-7.924667048782046e-18,0.9999993154838454,6.845161546475964e-07
4,0.028076171875000003,0.9999985823116251,9.183080250564566e-18,0.9999992911558127,7.088441874025797e-07
4,0.0283203125,0.9999985323704229,-4.406445496962257e-18,0.9999992661852115,7.338147884894397e-07
4,0.028564453125,0.999998481121674,2.109610228496289e-18,0.9999992405608369,7.59439163056097e-07
4,0.02880859375,0.9999984285427759,1.1469109339832796e-18,0.9999992142713879,7.857286120627194e-07
4,0.029052734375,0.999998374610933,-1.6111300349489326e-18,0.9999991873054664,8.126945335584779e-07
4,0.029296874999999997,0.999998319303157,-3.4377299935601088e-18,0.9999991596515785,8.40348421515813e-07
4,0.029541015625,0.9999982625962669,-3.9759405578853106e-18,0.9999991312981334,8.687018665520796e-07
4,0.02978515625,0.9999982044668895,-2.825511533199313e-20,0.9999991022334447,8.977665552634129e-07
4,0.030029296875,0.9999981448914587,4.252037999172525e-19,0.9999990724457293,9.275542706688178e-07
4,0.0302734375,0.9999980838462165,-1.7047716943948144e-19,0.9999990419231082,9.580768917660798e-07
4,0.030517578124999997,0.9999980213072112,8.707211935206336e-18,0.9999990106536056,9.893463944199432e-07
4,0.03076171875,0.9999979572502996,-3.7931112739812058e-19,0.9999989786251497,1.021374850196377e-06
4,0.031005859375,0.9999978916511456,5.0737045362348816e-18,0.9999989458255728,1.0541744271952425e-06
4,0.03125,0.9999978244852215,4.675486434590849e-18,0.9999989122426107,1.0877573892731363e-06
4,0.031494140625,0.9999977557278056,-2.6201383881694693e-18,0.9999988778639028,1.1221360972091254e-06
4,0.03173828125,0.9999976853539858,-3.1671653765398913e-18,0.9999988426769929,1.1573230070949236e-06
4,0.031982421875,0.9999976133386564,4.681354620262924e-18,0.9999988066693282,1.193330671778181e-06
4,0.0322265625,0.99999753965652,-1.9661986120450594e-18,0.9999987698282601,1.230171739918795e-06
4,0.032470703125,0.9999974642820868,-2.4333940995110302e-18,0.9999987321410433,1.2678589566550436e-06
4,0.03271484375,0.9999973871896749,-6.933019774885622e-18,0.9999986935948375,1.3064051625488737e-06
4,0.032958984375,0.9999973083534103,2.283294060570101e-18,0.9999986541767052,1.345823294862658e-06
4,0.033203125,0.9999972277472268,-2.5980795106920465e-19,0.9999986138736134,1.3861263865599938e-06
4,0.033447265625,0.9999971453448664,-1.6417394001328676e-18,0.9999985726724332,1.4273275668053031e-06
4,0.03369140625,0.9999970611198784,1.1774375045867023e-17,0.9999985305599393,1.4694400607973002e-06
4,0.033935546875,0.9999969750456215,-8.445439247819001e-18,0.9999984875228107,1.51247718926939e-06
4,0.0341796875,0.9999968870952604,1.2689739063262346e-17,0.9999984435476301,1.5564523698219368e-06
4,0.034423828125,0.9999967972417698,1.0632628854292757e-17,0.9999983986208849,1.6013791150903955e-06
4,0.03466796875,0.9999967054579316,6.946383114810071e-18,0.9999983527289659,1.647271034133091e-06
4,0.034912109375,0.9999966117163361,3.977419880856205e-18,0.9999983058581681,1.694141831931617e-06
4,0.03515625,0.9999965159893816,1.4859059079054532e-17,0.9999982579946908,1.7420053092243037e-06
4,0.035400390625,0.9999964182492752,1.7315752596357496e-17,0.9999982091246375,1.7908753623951945e-06
4,0.03564453125,0.9999963184680319,-1.2014464362914921e-17,0.9999981592340159,1.840765984029158e-06
4,0.035888671875,0.9999962166174747,8.30867660382026e-18,0.9999981083087375,1.8916912625788207e-06
4,0.0361328125,0.9999961126692356,6.482337180685081e-18,0.9999980563346178,1.9436653821980343e-06
4,0.036376953125,0.9999960065947548,-1.3474325724519639e-17,0.9999980032973774,1.9967026225198303e-06
4,0.03662109375,0.9999958983652811,-1.2242293667166241e-17,0.9999979491826406,2.0508173593780654e-06
4,0.036865234375,0.9999957879518714,-1.0432522494510116e-17,0.9999978939759357,2.106024064307821e-06
4,0.037109375,0.9999956753253914,-7.720430154215274e-19,0.9999978376626957,2.1623373043233585e-06
4,0.037353515625,0.9999955604565154,1.775065035868629e-17,0.9999977802282578,2.2197717422511865e-06
4,0.03759765625,0.999995443315727,-1.795127649411963e-18,0.9999977216578635,2.278342136508016e-06
4,0.037841796875,0.9999953238733167,-3.274683343093151e-18,0.9999976619366584,2.3380633416558716e-06
4,0.0380859375,0.9999952020993856,1.5388149546031992e-20,0.9999976010496928,2.398950307180847e-06
4,0.038330078125,0.9999950779638426,2.061563526043775e-18,0.9999975389819213,2.46101807871435e-06
4,0.03857421875,0.9999949514364056,8.213103252637372e-18,0.9999974757182029,2.524281797200434e-06
4,0.038818359375,0.9999948224866015,-2.0805532887487618e-18,0.9999974112433008,2.588756699228867e-06
4,0.0390625,0.9999946910837659,9.785912744518353e-19,0.9999973455418829,2.65445811703513e-06
4,0.039306640625,0.9999945571970431,1.7303590977256587e-19,0.9999972785985216,2.721401478444907e-06
4,0.03955078125,0.9999944207953874,6.4799336042875614e-18,0.9999972103976937,2.7896023063189723e-06
4,0.039794921875,0.9999942818475612,-1.3148550314285295e-17,0.9999971409237807,2.8590762193858588e-06
4,0.0400390625,0.9999941403221358,-4.6666088373508826e-18,0.9999970701610679,2.9298389320753238e-06
4,0.04028320312499999,0.9999939961874925,-2.682711504374658e-18,0.9999969980937463,3.001906253685682e-06
4,0.04052734375000001,0.9999938494118213,5.715546000526198e-18,0.9999969247059106,3.075294089327496e-06
4,0.040771484375,0.9999936999631212,2.3151374359098823e-17,0.9999968499815606,3.150018439479485e-06
4,0.041015625,0.9999935478092014,-4.783102205336986e-18,0.9999967739046007,3.226095399322393e-06
4,0.041259765625,0.9999933929176787,-1.1185358560569672e-18,0.9999966964588394,3.3035411606263665e-06
4,0.04150390625,0.9999932352559814,-3.186767599652058e-18,0.9999966176279906,3.3823720093084653e-06
4,0.041748046875,0.9999930747913454,-2.137698247002506e-17,0.9999965373956726,3.4626043273755513e-06
4,0.0419921875,0.9999929114908169,1.9740248788571474e-17,0.9999964557454084,3.544254591536511e-06
4,0.042236328125,0.9999927453212519,-3.612737227599389e-18,0.999996372660626,3.6273393740349213e-06
4,0.04248046875,0.9999925762493151,9.843963137373087e-18,0.9999962881246576,3.7118753424270068e-06
4,0.04272460937499999,0.9999924042414816,-1.553610502967139e-17,0.9999962021207407,3.797879259248571e-06
4,0.04296874999999999,0.9999922292640354,1.0497586096787612e-17,0.9999961146320178,3.885367982237042e-06
4,0.04321289062500001,0.9999920512830712,-1.1715617930675588e-17,0.9999960256415357,3.9743584643869845e-06
4,0.04345703125,0.9999918702644924,1.9937697455231087e-18,0.9999959351322462,4.064867753839074e-06
4,0.043701171875,0.9999916861740132,5.838804077987932e-18,0.9999958430870066,4.1569129933805016e-06
4,0.0439453125,0.9999914989771566,-9.891729846388956e-18,0.9999957494885783,4.2505114217217255e-06
4,0.044189453125,0.9999913086392563,-2.1947969572525024e-17,0.9999956543196282,4.34568037183114e-06
4,0.04443359375,0.9999911151254557,1.184906218438807e-17,0.9999955575627278,4.442437272156319e-06
4,0.044677734375,0.9999909184007084,2.796628677132467e-17,0.9999954592003542,4.540799645791349e-06
4,0.044921875,0.9999907184297775,1.5821894059205078e-17,0.9999953592148887,4.640785111253987e-06
4,0.045166015625,0.9999905151772371,2.0268660432356834e-17,0.9999952575886186,4.742411381430944e-06
4,0.04541015624999999,0.9999903086074706,-1.2381303550506984e-17,0.9999951543037353,4.845696264688115e-06
4,0.04565429687500001,0.999990098684672,5.332505766452042e-18,0.999995049342336,4.950657664037905e-06
4,0.0458984375,0.9999898853728457,4.389587184082934e-18,0.9999949426864229,5.057313577139233e-06
4,0.046142578125,0.9999896686358063,1.1241348100883874e-18,0.9999948343179031,5.165682096852642e-06
4,0.04638671875,0.9999894484371785,1.1638247277024252e-17,0.9999947242185893,5.275781410740699e-06
4,0.046630859375,0.999989224740398,-2.2829854001895984e-17,0.9999946123701989,5.387629801067995e-06
4,0.046875,0.9999889975087105,-1.4606131409794773e-17,0.9999944987543552,5.501245644801145e-06
4,0.047119140625,0.9999887667051723,1.497692306043098e-17,0.9999943833525862,5.616647413830833e-06
4,0.04736328125,0.9999885322926507,1.0428032881739948e-17,0.9999942661463254,5.733853674638745e-06
4,0.047607421875,0.9999882942338233,-2.2570779377230785e-17,0.9999941471169116,5.852883088353078e-06
4,0.0478515625,0.9999880524911781,2.344881594314649e-17,0.9999940262455891,5.973754410970589e-06
4,0.04809570312499999,0.9999878070270144,2.311670986015005e-17,0.9999939035135073,6.096486492801478e-06
4,0.04833984375000001,0.9999875578034426,-2.3848401619864356e-17,0.9999937789017213,6.221098278691439e-06
4,0.048583984375,0.9999873047823826,-4.839715079797078e-18,0.9999936523911913,6.347608808687788e-06
4,0.048828125,0.9999870479255668,-1.757708000757984e-18,0.9999935239627834,6.4760372165961755e-06
4,0.049072265625,0.9999867871945377,-1.2385737135747956e-17,0.9999933935972689,6.606402731146321e-06
4,0.04931640625,0.999986522550649,2.6229081397727596e-17,0.9999932612753245,6.7387246754924135e-06
4,0.049560546875,0.9999862539550656,-1.101905084752126e-17,0.9999931269775328,6.873022467213108e-06
4,0.0498046875,0.9999859813687634,-5.684431413448754e-18,0.9999929906843816,7.009315618311529e-06
4,0.050048828125,0.9999857047525295,-5.2401047776195394e-18,0.9999928523762647,7.1476237352707805e-06
4,0.05029296875,0.9999854240669628,-8.44714863961216e-20,0.9999927120334814,7.287966518609856e-06
4,0.05053710937499999,0.9999851392724725,-1.758460477126899e-18,0.9999925696362362,7.430363763771819e-06
4,0.05078125000000001,0.9999848503292799,3.3744841785030976e-18,0.9999924251646399,7.574835360124599e-06
4,0.05102539062500001,0.999984557197418,1.4750381532261486e-18,0.999992278598709,7.721401291016505e-06
4,0.05126953125,0.9999842598367306,8.733417745630168e-18,0.9999921299183653,7.870081634719917e-06
4,0.051513671875,0.9999839582068731,2.54769720868609e-17,0.9999919791034366,8.020896563432078e-06
4,0.0517578125,0.9999836522673136,-1.3850609306688497e-17,0.9999918261336569,8.173866343164082e-06
4,0.052001953125,0.9999833419773305,-1.0236772774838597e-17,0.9999916709886653,8.329011334740066e-06
4,0.05224609375,0.9999830272960143,2.607231075777101e-18,0.9999915136480071,8.486351992909036e-06
4,0.052490234375,0.999982708182268,1.9670341422130563e-17,0.999991354091134,8.645908866011798e-06
4,0.052734375,0.9999823845948055,1.827806798708383e-17,0.9999911922974027,8.807702597257716e-06
4,0.052978515625,0.9999820564921538,1.4443209521641707e-17,0.9999910282460769,8.971753923114889e-06
4,0.05322265624999999,0.9999817238326503,-1.4875608412831613e-17,0.9999908619163251,9.138083674864461e-06
4,0.05346679687500001,0.9999813865744459,-8.816309709829492e-18,0.9999906932872229,9.306712777046311e-06
4,0.0537109375,0.9999810446755028,2.903113275836346e-18,0.9999905223377514,9.477662248624785e-06
4,0.053955078125,0.9999806980935952,1.7037086589243684e-17,0.9999903490467976,9.650953202378076e-06
4,0.05419921875,0.9999803467863109,9.814318343088947e-18,0.9999901733931554,9.826606844565156e-06
4,0.054443359375,0.9999799907110482,1.852804635406401e-17,0.999989995355524,1.0004644475924973e-05
4,0.0546875,0.9999796298250188,9.395447919432899e-18,0.9999898149125094,1.0185087490621747e-05
4,0.054931640625,0.9999792640852463,3.598465118111195e-17,0.9999896320426231,1.0367957376855585e-05
4,0.05517578125,0.9999788934485677,-4.2191019567459895e-17,0.9999894467242838,1.0553275716140842e-05
4,0.055419921875,0.9999785178716312,1.3819564583367421e-17,0.9999892589358156,1.0741064184416338e-05
4,0.0556640625,0.9999781373108986,1.813090511877431e-17,0.9999890686554493,1.0931344550713096e-05
4,0.05590820312499999,0.9999777517226438,1.4567991371424817e-17,0.9999888758613219,1.1124138678098028e-05
4,0.05615234375000001,0.9999773610629545,-2.2289274246343343e-17,0.9999886805314773,1.1319468522785758e-05
4,0.056396484375,0.9999769652877294,3.71971797842813e-17,0.9999884826438648,1.1517356135304357e-05
4,0.056640625,0.9999765643526819,-3.137507167253881e-17,0.999988282176341,1.1717823659052051e-05
4,0.056884765625,0.9999761582133369,6.941327994395373e-18,0.9999880791066684,1.1920893331573978e-05
4,0.05712890625,0.9999757468250332,6.960296890973412e-18,0.9999878734125166,1.2126587483396456e-05
4,0.057373046875,0.9999753301429223,2.5298796590742752e-17,0.9999876650714612,1.2334928538859646e-05
4,0.0576171875,0.9999749081219688,2.4684664824761535e-17,0.9999874540609843,1.2545939015617957e-05
4,0.057861328125,0.9999744807169507,2.7469117455538056e-17,0.9999872403584753,1.2759641524640042e-05
4,0.05810546875,0.9999740478824594,3.698535490008699e-18,0.9999870239412296,1.297605877031982e-05
4,0.05834960937499999,0.9999736095728988,-6.880141175170587e-18,0.9999868047864494,1.3195213550587503e-05
4,0.05859374999999999,0.9999731657424871,2.031742291175895e-18,0.9999865828712435,1.3417128756465502e-05
4,0.05883789062500001,0.9999727163452555,6.05717327594682e-18,0.9999863581726278,1.364182737223496e-05
4,0.05908203125,0.9999722613350489,3.040110918260407e-17,0.9999861306675245,1.386933247549127e-05
4,0.059326171875,0.999971800665526,-2.872888417299569e-17,0.999985900332763,1.4099667236977531e-05
4,0.0595703125,0.9999713342901587,-1.8217753921899374e-17,0.9999856671450793,1.433285492064007e-05
4,0.059814453125,0.9999708621622326,1.874788457530591e-17,0.9999854310811163,1.4568918883683946e-05
4,0.06005859375,0.9999703842348477,1.0788078533505191e-17,0.9999851921174239,1.4807882576128861e-05
4,0.060302734375,0.9999699004609177,-1.5195920700312197e-17,0.999984950230459,1.5049769541086722e-05
4,0.060546875,0.9999694107931697,5.6087945518736875e-18,0.9999847053965849,1.529460341515021e-05
4,0.060791015625,0.9999689151841453,2.3686491344162532e-17,0.9999844575920727,1.5542407927338076e-05
4,0.06103515624999999,0.9999684135862001,-1.3656123093929285e-17,0.9999842067931001,1.5793206899927803e-05
4,0.06127929687500001,0.999967905951504,-8.466080497401652e-18,0.9999839529757519,1.604702424801152e-05
4,0.0615234375,0.9999673922320405,-2.6113164947590945e-17,0.9999836961160202,1.6303883979718048e-05
4,0.061767578125,0.999966872379608,-1.0431881277927655e-17,0.999983436189804,1.6563810195990847e-05
4,0.06201171875,0.9999663463458195,-1.6917869043563558e-17,0.9999831731729097,1.682682709025496e-05
4,0.062255859375,0.9999658140821011,3.4533840333126105e-18,0.9999829070410505,1.7092958949471715e-05
4,0.0625,0.9999652755396954,-2.8359910628252896e-17,0.9999826377698477,1.7362230152251357e-05
4,0.062744140625,0.999964730669658,-6.428741593489076e-18,0.999982365334829,1.763466517101797e-05
4,0.06298828125,0.9999641794228595,2.1884448862324053e-17,0.9999820897114298,1.7910288570233135e-05
4,0.063232421875,0.9999636217499858,-9.431264451359348e-18,0.9999818108749929,1.8189125007117557e-05
4,0.0634765625,0.9999630576015369,5.785201703709646e-18,0.9999815288007685,1.8471199231484547e-05
4,0.063720703125,0.9999624869278283,5.538163149115568e-18,0.9999812434639141,1.875653608585104e-05
4,0.06396484375,0.9999619096789895,2.4767050276597826e-17,0.9999809548394948,1.904516050521554e-05
4,0.064208984375,0.9999613258049662,-2.7691287878652654e-17,0.9999806629024831,1.933709751689161e-05
4,0.064453125,0.9999607352555181,7.425637787354047e-18,0.999980367627759,1.9632372240951934e-05
4,0.064697265625,0.999960137980221,-5.243528868569027e-18,0.9999800689901105,1.993100988950669e-05
4,0.06494140625,0.999959533928465,1.202472606239643e-17,0.9999797669642325,2.02330357674807e-05
4,0.065185546875,0.9999589230494564,1.9651665328530056e-17,0.9999794615247283,2.0538475271725254e-05
4,0.0654296875,0.9999583052922166,-1.9670523981486918e-17,0.9999791526461084,2.084735389168424e-05
4,0.065673828125,0.999957680605582,-1.8232253494569317e-17,0.9999788403027909,2.1159697209005568e-05
4,0.06591796875,0.999957048938205,1.667327386942618e-17,0.9999785244691025,2.1475530897485662e-05
4,0.066162109375,0.9999564102385538,-2.0649477582919138e-17,0.9999782051192768,2.1794880723180476e-05
4,0.06640625,0.9999557644549113,2.2148804344549565e-17,0.9999778822274557,2.21177725444055e-05
4,0.066650390625,0.9999551115353774,1.3501823404662964e-17,0.9999775557676888,2.2444232311236156e-05
4,0.06689453125,0.9999544514278673,-3.0596261149532705e-17,0.9999772257139337,2.2774286066340466e-05
4,0.067138671875,0.999953784080112,-4.180254595090162e-18,0.999976892040056,2.310795994397985e-05
