# Nx1 Nx2 Nx3 Ncycle region weighting sampled_volume cell_count C_rms H_rms M_rms Z_rms H_linf M_linf
0256 0512 0001 05752 box coordinate 5.1200000000000000e+02 720896 3.8721799521835359e-05 1.8005032702503704e-05 1.0382422983643066e-05 1.6300450489692421e-05 3.3502739874838902e-04 4.2392124593468108e-05
0256 0512 0001 05752 box proper 1.0563858049588594e+03 720896 3.4212597338179670e-05 1.6080535320079990e-05 9.2227136704940265e-06 1.4340035003308244e-05 3.3502739874838902e-04 4.2392124593468108e-05
0256 0512 0001 05752 r<=1 coordinate 1.5737304687500000e+00 6446 1.3028308032260015e-07 1.2840803804823437e-07 2.0483627988130313e-08 3.8862726865567997e-09 8.5989197141019657e-07 1.7883406287363186e-07
0256 0512 0001 05752 r<=1 proper 6.6937033418891900e+00 6446 1.3032849431451386e-07 1.2844840638679363e-07 2.0510785268214639e-08 3.8966998166567006e-09 8.5989197141019657e-07 1.7883406287363186e-07
